Nombre,Apellido,Numero_Documento__c,Email,Telefono,Rol__c,Tipo_Documento__c
Bautista,Vega,44635112,bautista.vega@hotmail.com,+54 9 3333 0825,Alumno,DNI
Giovanni,Maldonado,41289550,giovanni.maldonado@hotmail.com,+54 9 2547 1803,Alumno,DNI
Santino,Rodriguez,45656190,santino.rodriguez@hotmail.com,+54 9 2446 7104,Alumno,DNI
Catalina,Barrios,31621161,,+54 9 3510 2381,Alumno,DNI
Renzo,Benitez,42845702,renzo.benitez@hotmail.com,+54 9 2495 2033,Alumno,DNI
Facundo,Maldonado,35420584,facundo.maldonado@outlook.com,+54 9 3512 9462,Alumno,DNI
Santiago,Pereyra,36369209,santiago.pereyra@outlook.com,+54 9 3535 6554,Alumno,DNI
Milo,Rodriguez,43625205,,+54 9 2919 0402,Alumno,DNI
Lola,Martinez,44094966,lola.martinez@hotmail.com,+54 9 2702 8765,Alumno,DNI
Jazmin,Sosa,35824110,jazmin.sosa@hotmail.com,+54 9 2856 1675,Alumno,DNI
Guillermina,Lucero,40033579,guillermina.lucero@hotmail.com,+54 9 3622 0074,Alumno,DNI
Alma Valentina,Rodriguez,38194575,alma.valentina.rodriguez@outlook.com,+54 9 3288 3272,Alumno,DNI
Santino,Gomez,33952849,santino.gomez@outlook.com,+54 9 3924 3631,Alumno,DNI
Felipe,Carrizo,32991581,felipe.carrizo@outlook.com,+54 9 3844 6642,Alumno,DNI
Lautaro,Rodriguez,41885509,lautaro.rodriguez@gmail.com,+54 9 2279 7194,Alumno,DNI
Joaquin,Flores,33838303,joaquin.flores@outlook.com,+54 9 3965 6415,Alumno,DNI
Olivia,Olivera,36279807,olivia.olivera@yahoo.com,+54 9 2309 1902,Alumno,DNI
Julian,Castro,42208457,julian.castro@hotmail.com,+54 9 2462 7289,Alumno,DNI
Catalina,Gutierrez,38750180,catalina.gutierrez@yahoo.com,+54 9 3250 8351,Alumno,DNI
Guillermina,Gimenez,37222211,guillermina.gimenez@outlook.com,+54 9 2307 9996,Alumno,DNI
Agustina,Martinez,38645258,agustina.martinez@yahoo.com,+54 9 2678 9032,Alumno,DNI
Paula,Garcia,37604035,paula.garcia@yahoo.com,+54 9 2465 7991,Alumno,DNI
Luz Maria,Rodriguez,32160000,luz.maria.rodriguez@gmail.com,+54 9 2451 7818,Alumno,DNI
Alma Valentina,Aguero,38223982,alma.valentina.aguero@yahoo.com,+54 9 3726 6320,Alumno,DNI
Santiago,Avila,33081027,santiago.avila@yahoo.com,+54 9 2644 6030,Alumno,DNI
Manuel,Lopez,32349994,manuel.lopez@outlook.com,+54 9 3812 8627,Alumno,DNI
Ramiro,Vazquez,34636803,ramiro.vazquez@outlook.com,+54 9 3748 3725,Alumno,DNI
Martina,Torres,38629655,martina.torres@gmail.com,+54 9 3564 7486,Alumno,DNI
Juana,Gomez,36015798,juana.gomez@hotmail.com,+54 9 2471 6701,Alumno,DNI
Isabella,Perez,37951141,isabella.perez@outlook.com,+54 9 2560 2478,Alumno,DNI
Agustín,Gomez,39734889,agustin.gomez@yahoo.com,+54 9 3221 3066,Alumno,DNI
Lourdes,Escobar,41134242,lourdes.escobar@outlook.com,+54 9 3222 9415,Alumno,DNI
Bastian,Castro,31379964,bastian.castro@gmail.com,+54 9 3857 6198,Alumno,DNI
Santino,Franco,45752068,santino.franco@gmail.com,+54 9 3811 5295,Alumno,DNI
Ciro,Vega,37795993,ciro.vega@hotmail.com,+54 9 3187 1032,Alumno,DNI
Santino,Gomez,36128228,santino.gomez@hotmail.com,+54 9 2220 1548,Alumno,DNI
Angelina,Caceres,33155313,angelina.caceres@outlook.com,+54 9 3754 6527,Alumno,DNI
Maria Luz,Sanchez,31187731,maria.luz.sanchez@gmail.com,+54 9 2522 9265,Alumno,DNI
Victoria,Fernandez,30507337,victoria.fernandez@gmail.com,+54 9 3875 6904,Alumno,DNI
Felipe,Suarez,33195960,felipe.suarez@outlook.com,+54 9 2532 2510,Alumno,DNI
Jazmín,Suarez,35524090,jazmin.suarez@hotmail.com,+54 9 3874 8933,Alumno,DNI
Maximo,Rojas,35081927,maximo.rojas@outlook.com,+54 9 2532 0906,Alumno,DNI
Constantino,Correa,35845730,constantino.correa@hotmail.com,+54 9 3183 2777,Alumno,DNI
Maria Luz,Cabrera,42574929,maria.luz.cabrera@gmail.com,+54 9 3395 6725,Alumno,DNI
Antonia,Quiroga,31370404,antonia.quiroga@outlook.com,+54 9 2637 0380,Alumno,DNI
Luca,Gutierrez,35915007,luca.gutierrez@yahoo.com,+54 9 2789 5016,Alumno,DNI
Agustin,Flores,35589315,agustin.flores@gmail.com,+54 9 2773 2706,Alumno,DNI
Juan Cruz,Lucero,32200927,juan.cruz.lucero@hotmail.com,+54 9 2665 0107,Alumno,DNI
Dylan,Ledesma,42305779,dylan.ledesma@outlook.com,+54 9 2809 9508,Alumno,DNI
Valentin,Garcia,40988877,valentin.garcia@outlook.com,+54 9 3738 8703,Alumno,DNI
Maria Victoria,Vega,32150912,maria.victoria.vega@hotmail.com,+54 9 2877 7652,Alumno,DNI
Isabella,Dominguez,34471842,isabella.dominguez@hotmail.com,+54 9 3485 3632,Alumno,DNI
Benjamin,Alvarez,33988348,benjamin.alvarez@yahoo.com,+54 9 2999 4033,Alumno,DNI
Sofía,Rodriguez,31554768,sofia.rodriguez@outlook.com,+54 9 3536 5898,Alumno,DNI
Maria Paz,Campos,41754338,maria.paz.campos@outlook.com,+54 9 2442 5731,Alumno,DNI
Mateo,Rodriguez,32474711,mateo.rodriguez@outlook.com,+54 9 3823 2050,Alumno,DNI
Sofia,Villalba,41591741,sofia.villalba@hotmail.com,+54 9 3890 4385,Alumno,DNI
Josefina,Leiva,36117422,josefina.leiva@yahoo.com,+54 9 3668 6630,Alumno,DNI
Facundo,Diaz,36005534,facundo.diaz@gmail.com,+54 9 3735 2263,Alumno,DNI
Guillermina,Lopez,32088271,guillermina.lopez@outlook.com,+54 9 3253 1720,Alumno,DNI
Martina,Ojeda,42740444,martina.ojeda@yahoo.com,+54 9 2462 7303,Alumno,DNI
Agustina,Fernandez,36868365,agustina.fernandez@hotmail.com,+54 9 2729 9413,Alumno,DNI
Juliana,Gomez,43315303,juliana.gomez@hotmail.com,+54 9 2721 5674,Alumno,DNI
Dylan Benjamin,Martinez,37275248,dylan.benjamin.martinez@yahoo.com,+54 9 2281 2884,Alumno,DNI
Maria Guadalupe,Romero,43904609,maria.guadalupe.romero@yahoo.com,+54 9 2904 8289,Alumno,DNI
Alma Valentina,Garcia,42763799,alma.valentina.garcia@yahoo.com,+54 9 2978 5301,Alumno,DNI
Juan Manuel,Diaz,33601032,juan.manuel.diaz@yahoo.com,+54 9 2833 1051,Alumno,DNI
Mateo Agustin,Figueroa,31629308,mateo.agustin.figueroa@yahoo.com,+54 9 3568 1037,Alumno,DNI
Juan Bautista,Soria,42881854,juan.bautista.soria@yahoo.com,+54 9 3300 1226,Alumno,DNI
Alexander,Ojeda,33293475,alexander.ojeda@outlook.com,+54 9 3763 2317,Alumno,DNI
Nicolas,Carrizo,37663002,nicolas.carrizo@gmail.com,+54 9 3166 2680,Alumno,DNI
Agustina,Mansilla,34343777,agustina.mansilla@gmail.com,+54 9 3946 3002,Alumno,DNI
Tobias,Mansilla,43888324,tobias.mansilla@outlook.com,+54 9 3192 2155,Alumno,DNI
Matias,Gonzalez,42645481,matias.gonzalez@yahoo.com,+54 9 2621 6311,Alumno,DNI
Joaquín,Godoy,42613265,joaquin.godoy@gmail.com,+54 9 2986 2185,Alumno,DNI
Thiago Benjamin,Cabrera,40603350,thiago.benjamin.cabrera@hotmail.com,+54 9 3347 6137,Alumno,DNI
Simon,Perez,35650079,simon.perez@gmail.com,+54 9 3576 0814,Alumno,DNI
Candelaria,Romero,36630045,candelaria.romero@yahoo.com,+54 9 3267 1593,Alumno,DNI
Pedro,Coronel,34939319,pedro.coronel@gmail.com,+54 9 2580 8086,Alumno,DNI
Facundo,Pereyra,39916823,facundo.pereyra@outlook.com,+54 9 3460 3432,Alumno,DNI
Isabella,Chavez,36906085,isabella.chavez@yahoo.com,+54 9 3384 6959,Alumno,DNI
Bautista,Ruiz,34211417,bautista.ruiz@hotmail.com,+54 9 3763 3160,Alumno,DNI
Juan Bautista,Ojeda,45182848,juan.bautista.ojeda@hotmail.com,+54 9 2978 9237,Alumno,DNI
Simon,Vega,40422549,simon.vega@hotmail.com,+54 9 3827 6182,Alumno,DNI
Santiago,Muñoz,31122274,santiago.munoz@yahoo.com,+54 9 2957 4262,Alumno,DNI
Nahiara Jazmin,Farias,32152121,nahiara.jazmin.farias@hotmail.com,+54 9 2856 8727,Alumno,DNI
Joaquin,Perez,36362413,joaquin.perez@gmail.com,+54 9 3118 1360,Alumno,DNI
Thiago Benjamin,Diaz,37856329,thiago.benjamin.diaz@outlook.com,+54 9 3991 5567,Alumno,DNI
Juana,Nuñez,38934818,juana.nunez@outlook.com,+54 9 3516 0997,Alumno,DNI
Lara,Coronel,43651742,lara.coronel@yahoo.com,+54 9 2242 5700,Alumno,DNI
Delfina,Garcia,44661890,delfina.garcia@hotmail.com,+54 9 2809 2992,Alumno,DNI
Ludmila,Sanchez,35648819,ludmila.sanchez@gmail.com,+54 9 2916 4362,Alumno,DNI
Bautista,Nuñez,30680437,bautista.nunez@yahoo.com,+54 9 3354 5747,Alumno,DNI
Valentina,Gonzalez,35915416,valentina.gonzalez@outlook.com,+54 9 2949 1607,Alumno,DNI
Sofia,Garcia,38526500,sofia.garcia@outlook.com,+54 9 3930 4224,Alumno,DNI
Pilar,Dominguez,37869329,pilar.dominguez@yahoo.com,+54 9 3991 2831,Alumno,DNI
Simon,Torres,30856430,simon.torres@outlook.com,+54 9 3376 2366,Alumno,DNI
Manuel,Castillo,42760731,manuel.castillo@hotmail.com,+54 9 2941 6333,Alumno,DNI
Lola,Gomez,41332008,lola.gomez@outlook.com,+54 9 3653 8521,Alumno,DNI
Matilda,Gomez,31767975,matilda.gomez@gmail.com,+54 9 3156 7069,Alumno,DNI
Martina,Maidana,44536877,martina.maidana@hotmail.com,+54 9 3227 2813,Alumno,DNI
Tiziano,Gomez,38877407,tiziano.gomez@outlook.com,+54 9 3511 2847,Alumno,DNI
Ciro,Diaz,35049197,ciro.diaz@outlook.com,+54 9 3221 9202,Alumno,DNI
Maximo,Perez,36629400,maximo.perez@yahoo.com,+54 9 2589 0528,Alumno,DNI
Mora,Martin,36701152,mora.martin@yahoo.com,+54 9 2108 0372,Alumno,DNI
Samuel,Molina,39775624,samuel.molina@yahoo.com,+54 9 2323 1548,Alumno,DNI
Ana Paula,Gomez,30362258,ana.paula.gomez@gmail.com,+54 9 3841 6702,Alumno,DNI
Isabella,Arias,36309794,isabella.arias@hotmail.com,+54 9 3470 9937,Alumno,DNI
Sebastian,Silva,36727365,sebastian.silva@hotmail.com,+54 9 2236 3579,Alumno,DNI
Alfonsina,Perez,31087473,alfonsina.perez@yahoo.com,+54 9 3465 7235,Alumno,DNI
Mia Jazmin,Olivera,45561312,mia.jazmin.olivera@outlook.com,+54 9 2624 3817,Alumno,DNI
Lautaro Ezequiel,Cabrera,35515194,lautaro.ezequiel.cabrera@gmail.com,+54 9 2360 5258,Alumno,DNI
Valentina,Martinez,30279612,valentina.martinez@outlook.com,+54 9 2139 6410,Alumno,DNI
Felipe,Rojas,30252475,felipe.rojas@outlook.com,+54 9 3393 8691,Alumno,DNI
Mateo,Benitez,42727516,mateo.benitez@outlook.com,+54 9 3778 1066,Alumno,DNI
Francisco,Rodriguez,44385458,francisco.rodriguez@gmail.com,+54 9 3606 9781,Alumno,DNI
Nina,Rodriguez,34567608,nina.rodriguez@yahoo.com,+54 9 2330 0776,Alumno,DNI
Martina,Cordoba,42909942,martina.cordoba@yahoo.com,+54 9 2726 2352,Alumno,DNI
Bautista,Cabrera,38622234,bautista.cabrera@outlook.com,+54 9 2547 1522,Alumno,DNI
Milena,Escobar,44927685,milena.escobar@outlook.com,+54 9 2975 2699,Alumno,DNI
Maria Emilia,Martinez,35316729,maria.emilia.martinez@outlook.com,+54 9 2614 4761,Alumno,DNI
Renata,Lopez,41530667,renata.lopez@yahoo.com,+54 9 2115 6600,Alumno,DNI
Valentina,Gomez,34356381,valentina.gomez@gmail.com,+54 9 3206 5509,Alumno,DNI
Sofia,Escobar,43105183,sofia.escobar@yahoo.com,+54 9 3826 7431,Alumno,DNI
Joaquin,Ponce,41112892,joaquin.ponce@outlook.com,+54 9 2289 7440,Alumno,DNI
Olivia,Lopez,32141644,olivia.lopez@hotmail.com,+54 9 2602 2166,Alumno,DNI
Felipe,Martinez,31061893,felipe.martinez@gmail.com,+54 9 3311 5083,Alumno,DNI
Ramiro,Acuña,37674710,,+54 9 3847 0533,Alumno,DNI
Valentino,Castillo,39571770,valentino.castillo@outlook.com,+54 9 2270 8416,Alumno,DNI
Gonzalo,Garcia,39463207,gonzalo.garcia@outlook.com,+54 9 3935 3291,Alumno,DNI
Maximo,Flores,35517472,maximo.flores@gmail.com,+54 9 3341 0323,Alumno,DNI
Juan Gabriel,Quiroga,37678418,juan.gabriel.quiroga@hotmail.com,+54 9 3775 6248,Alumno,DNI
Santiago,Farias,34635361,santiago.farias@outlook.com,+54 9 3827 3233,Alumno,DNI
Florencia,Rojas,42253635,florencia.rojas@outlook.com,+54 9 2702 8180,Alumno,DNI
Lautaro Benjamin,Ramirez,35501443,lautaro.benjamin.ramirez@hotmail.com,+54 9 2586 1123,Alumno,DNI
Olivia,Acosta,40245831,olivia.acosta@yahoo.com,+54 9 2785 9055,Alumno,DNI
Joaquín,Morales,39144752,joaquin.morales@yahoo.com,+54 9 3700 3705,Alumno,DNI
Benicio,Gonzalez,41931470,benicio.gonzalez@outlook.com,+54 9 3803 9410,Alumno,DNI
Valentina,Rios,39386440,valentina.rios@gmail.com,+54 9 3234 9603,Alumno,DNI
Maria Luz,Gimenez,36948146,maria.luz.gimenez@hotmail.com,+54 9 3143 6557,Alumno,DNI
Mateo Benjamin,Perez,34092604,mateo.benjamin.perez@yahoo.com,+54 9 2218 8357,Alumno,DNI
Lucía,Diaz,37505561,lucia.diaz@yahoo.com,+54 9 2850 3516,Alumno,DNI
Violeta,Muñoz,45419981,violeta.munoz@hotmail.com,+54 9 2982 4228,Alumno,DNI
Juan Sebastian,Escobar,45503533,juan.sebastian.escobar@hotmail.com,+54 9 3635 4397,Alumno,DNI
Guadalupe,Rivero,30966401,guadalupe.rivero@yahoo.com,+54 9 3242 7856,Alumno,DNI
Tomàs,Molina,36456678,tomas.molina@gmail.com,+54 9 2658 0121,Alumno,DNI
Sara,Fernandez,30465936,sara.fernandez@hotmail.com,+54 9 3260 8459,Alumno,DNI
Maximo,Ledesma,40764881,maximo.ledesma@hotmail.com,+54 9 2280 5333,Alumno,DNI
Juan Ignacio,Bustos,37142397,juan.ignacio.bustos@outlook.com,+54 9 2305 9095,Alumno,DNI
Maria Victoria,Pereyra,38481398,maria.victoria.pereyra@gmail.com,+54 9 2183 1275,Alumno,DNI
Constanza,Torres,44654200,constanza.torres@outlook.com,+54 9 3785 4481,Alumno,DNI
Sofia,Vega,45171795,sofia.vega@yahoo.com,+54 9 2361 5465,Alumno,DNI
Juana,Gomez,40167473,juana.gomez@outlook.com,+54 9 2349 6632,Alumno,DNI
Alma Valentina,Ruiz,42002650,alma.valentina.ruiz@yahoo.com,+54 9 3557 3260,Alumno,DNI
Lola,Pereyra,34758464,lola.pereyra@gmail.com,+54 9 3429 5981,Alumno,DNI
Lara,Gimenez,39194704,lara.gimenez@yahoo.com,+54 9 3676 1820,Alumno,DNI
Violeta,Diaz,36489803,violeta.diaz@hotmail.com,+54 9 2726 4086,Alumno,DNI
Sofia,Diaz,41915923,sofia.diaz@outlook.com,+54 9 3817 9484,Alumno,DNI
Mora,Martinez,40421216,mora.martinez@outlook.com,+54 9 3934 7210,Alumno,DNI
Thiago Lionel,Sosa,39747478,thiago.lionel.sosa@yahoo.com,+54 9 2304 4743,Alumno,DNI
Valentina,Ponce,44765173,valentina.ponce@gmail.com,+54 9 3379 5484,Alumno,DNI
Bautista,Ruiz,36594040,bautista.ruiz@outlook.com,+54 9 2263 4888,Alumno,DNI
Miguel Angel,Mansilla,37444361,miguel.angel.mansilla@outlook.com,+54 9 3726 1873,Alumno,DNI
Ramiro,Gonzalez,38446695,ramiro.gonzalez@gmail.com,+54 9 3495 0074,Alumno,DNI
Catalina,Sanchez,43062304,catalina.sanchez@gmail.com,+54 9 2343 8565,Alumno,DNI
Delfina,Castro,44412440,delfina.castro@yahoo.com,+54 9 3853 5449,Alumno,DNI
Benjamin Alejandro,Torres,41748984,benjamin.alejandro.torres@hotmail.com,+54 9 2699 9313,Alumno,DNI
Juana,Fernandez,38038154,juana.fernandez@hotmail.com,+54 9 3178 3445,Alumno,DNI
Julieta,Duarte,44753132,,+54 9 2831 5109,Alumno,DNI
Lola,Farias,30619113,lola.farias@outlook.com,+54 9 3412 1839,Alumno,DNI
Santino,Aguero,39641826,santino.aguero@yahoo.com,+54 9 3740 6873,Alumno,DNI
Micaela,Sosa,31442827,micaela.sosa@outlook.com,+54 9 3951 3445,Alumno,DNI
Constantino,Castro,41594052,constantino.castro@outlook.com,+54 9 3916 6714,Alumno,DNI
Alejo,Diaz,44698831,alejo.diaz@hotmail.com,+54 9 3603 7832,Alumno,DNI
Gonzalo,Sanchez,37749075,gonzalo.sanchez@outlook.com,+54 9 3104 9303,Alumno,DNI
Luz Milagros,Ramirez,37797988,luz.milagros.ramirez@outlook.com,+54 9 3690 0657,Alumno,DNI
Juan Martin,Paez,31821525,juan.martin.paez@yahoo.com,+54 9 3718 4386,Alumno,DNI
Santiago,Rodriguez,38657054,santiago.rodriguez@outlook.com,+54 9 3243 5121,Alumno,DNI
Delfina,Godoy,31165911,delfina.godoy@gmail.com,+54 9 2946 3828,Alumno,DNI
Bruno,Ponce,31777177,bruno.ponce@yahoo.com,+54 9 3125 2111,Alumno,DNI
Joaquin,Perez,39451059,joaquin.perez@yahoo.com,+54 9 3571 5483,Alumno,DNI
Dante,Correa,39054820,dante.correa@yahoo.com,+54 9 2147 7006,Alumno,DNI
Sebastian,Escobar,36016561,sebastian.escobar@gmail.com,+54 9 3881 2828,Alumno,DNI
Juan Ignacio,Vega,35745673,juan.ignacio.vega@outlook.com,+54 9 2830 2542,Alumno,DNI
Lucas,Sanchez,32416248,lucas.sanchez@gmail.com,+54 9 2799 4314,Alumno,DNI
Josefina,Escobar,31162466,josefina.escobar@outlook.com,+54 9 3725 2282,Alumno,DNI
Lucía,Gonzalez,42179672,lucia.gonzalez@gmail.com,+54 9 2429 5377,Alumno,DNI
Augusto,Benitez,30263228,augusto.benitez@gmail.com,+54 9 3619 0055,Alumno,DNI
Lautaro Ezequiel,Lopez,36855486,lautaro.ezequiel.lopez@yahoo.com,+54 9 3537 0144,Alumno,DNI
Joaquina,Figueroa,31935757,,+54 9 2346 4225,Alumno,DNI
Isabella,Sanchez,36461761,isabella.sanchez@outlook.com,+54 9 2791 8739,Alumno,DNI
Juan Bautista,Garcia,31178906,juan.bautista.garcia@hotmail.com,+54 9 2530 4519,Alumno,DNI
Gino,Castro,39556507,gino.castro@gmail.com,+54 9 3133 7629,Alumno,DNI
Thiago Benjamin,Martinez,37161768,thiago.benjamin.martinez@gmail.com,+54 9 2860 1374,Alumno,DNI
Clara,Ledesma,44508081,clara.ledesma@outlook.com,+54 9 2294 5934,Alumno,DNI
Geronimo,Caceres,45402891,geronimo.caceres@outlook.com,+54 9 3616 2287,Alumno,DNI
Juan Ignacio,Aguirre,30116169,juan.ignacio.aguirre@yahoo.com,+54 9 3321 8845,Alumno,DNI
Victoria,Diaz,44563667,victoria.diaz@gmail.com,+54 9 3974 5366,Alumno,DNI
Gabriel,Benitez,38925094,gabriel.benitez@yahoo.com,+54 9 2411 8929,Alumno,DNI
Julieta,Lucero,45341622,julieta.lucero@gmail.com,+54 9 2991 6005,Alumno,DNI
Candela,Pereyra,41575887,candela.pereyra@outlook.com,+54 9 3264 8389,Alumno,DNI
Emma,Vazquez,44555423,emma.vazquez@yahoo.com,+54 9 3541 1746,Alumno,DNI
Valentin,Acosta,40534516,valentin.acosta@yahoo.com,+54 9 3275 9629,Alumno,DNI
Pedro,Alvarez,32932411,pedro.alvarez@hotmail.com,+54 9 3346 2180,Alumno,DNI
Julieta,Gonzalez,41473248,julieta.gonzalez@yahoo.com,+54 9 3472 0478,Alumno,DNI
Tomas,Rodriguez,35990190,tomas.rodriguez@yahoo.com,+54 9 3576 3251,Alumno,DNI
Elena,Soria,40701939,elena.soria@hotmail.com,+54 9 3676 4345,Alumno,DNI
Emma,Luna,45788790,emma.luna@yahoo.com,+54 9 2632 6016,Alumno,DNI
Paloma,Aguero,43767499,paloma.aguero@yahoo.com,+54 9 2198 7505,Alumno,DNI
Pilar,Blanco,35023742,pilar.blanco@hotmail.com,+54 9 2457 1189,Alumno,DNI
Paloma,Alvarez,34146531,paloma.alvarez@yahoo.com,+54 9 2287 0519,Alumno,DNI
Constanza,Maidana,30370016,constanza.maidana@gmail.com,+54 9 3858 7918,Alumno,DNI
Mia Morena,Torres,30058812,,+54 9 2588 8829,Alumno,DNI
Victoria,Pereyra,36083652,victoria.pereyra@outlook.com,+54 9 2474 3313,Alumno,DNI
Thiago Lionel,Flores,44419194,thiago.lionel.flores@outlook.com,+54 9 2150 6044,Alumno,DNI
Luz Milagros,Medina,35437650,luz.milagros.medina@outlook.com,+54 9 2492 6811,Alumno,DNI
Benjamin,Alvarez,38388641,benjamin.alvarez@outlook.com,+54 9 3174 8991,Alumno,DNI
Olivia,Miranda,34166651,olivia.miranda@yahoo.com,+54 9 3471 5217,Alumno,DNI
Valentina,Coronel,31593963,valentina.coronel@gmail.com,+54 9 2196 7061,Alumno,DNI
Pedro,Bustos,39129106,pedro.bustos@yahoo.com,+54 9 2390 2204,Alumno,DNI
Tomàs,Gonzalez,34059848,tomas.gonzalez@gmail.com,+54 9 3824 7495,Alumno,DNI
Tomas,Mansilla,35598228,tomas.mansilla@yahoo.com,+54 9 3297 5035,Alumno,DNI
Agostina,Rivero,35196112,agostina.rivero@hotmail.com,+54 9 3984 7134,Alumno,DNI
Thiago Agustin,Torres,33665133,thiago.agustin.torres@outlook.com,+54 9 2744 3520,Alumno,DNI
Luana,Gonzalez,31723879,luana.gonzalez@hotmail.com,+54 9 3937 0807,Alumno,DNI
Malena,Gomez,42892502,malena.gomez@yahoo.com,+54 9 3221 0394,Alumno,DNI
Franco,Perez,36725023,franco.perez@outlook.com,+54 9 2101 9113,Alumno,DNI
Lautaro,Carrizo,43720785,lautaro.carrizo@outlook.com,+54 9 2593 1249,Alumno,DNI
Lucia,Ramos,31800702,,+54 9 3426 1752,Alumno,DNI
Catalina,Franco,42679506,catalina.franco@yahoo.com,+54 9 2126 5465,Alumno,DNI
Bautista,Gomez,40105729,bautista.gomez@outlook.com,+54 9 2863 1004,Alumno,DNI
Martina,Sanchez,40860494,martina.sanchez@outlook.com,+54 9 2497 0467,Alumno,DNI
Lucas Ezequiel,Fernandez,42331291,lucas.ezequiel.fernandez@yahoo.com,+54 9 2969 0729,Alumno,DNI
Bautista,Romero,44886400,bautista.romero@outlook.com,+54 9 3813 9647,Alumno,DNI
Kiara,Vega,45609644,kiara.vega@outlook.com,+54 9 2249 9080,Alumno,DNI
Mateo Benjamin,Gimenez,31453197,mateo.benjamin.gimenez@gmail.com,+54 9 3453 6421,Alumno,DNI
Olivia,Torres,32196825,olivia.torres@outlook.com,+54 9 2889 5702,Alumno,DNI
Thiago Benjamin,Suarez,36392604,thiago.benjamin.suarez@outlook.com,+54 9 3868 8461,Alumno,DNI
Catalina,Acuña,30174396,catalina.acuna@gmail.com,+54 9 3472 3906,Alumno,DNI
