ID_Evaluacion,ID_Inscripcion,Fecha_Lista,Nota,Estado
36005534_DAT-101_2024-1_2024-03-14,36005534_DAT-101_2024-1,2024-03-14,5,Aprobado
32088271_MKT-200_2024-1_2024-03-14,32088271_MKT-200_2024-1,2024-03-14,1,Desaprobado
42740444_MKT-200_2024-1_2024-03-14,42740444_MKT-200_2024-1,2024-03-14,1,Desaprobado
36868365_UX-100_2024-1_2024-03-15,36868365_UX-100_2024-1,2024-03-15,1,Desaprobado
43315303_GEN-101_2024-1_2024-03-15,43315303_GEN-101_2024-1,2024-03-15,3,Desaprobado
37275248_DAT-201_2024-1_2024-03-15,37275248_DAT-201_2024-1,2024-03-15,7,Aprobado
43904609_DEV-101_2024-1_2024-03-15,43904609_DEV-101_2024-1,2024-03-15,6,Aprobado
42763799_DAT-201_2024-1_2024-03-15,42763799_DAT-201_2024-1,2024-03-15,2,Desaprobado
33601032_DAT-201_2024-1_2024-03-15,33601032_DAT-201_2024-1,2024-03-15,2,Desaprobado
31629308_DAT-201_2024-1_2024-03-15,31629308_DAT-201_2024-1,2024-03-15,2,Desaprobado
42881854_MKT-200_2024-1_2024-03-15,42881854_MKT-200_2024-1,2024-03-15,4,Aprobado
33293475_UX-100_2024-1_2024-03-15,33293475_UX-100_2024-1,2024-03-15,7,Aprobado
37663002_DAT-101_2024-1_2024-03-16,37663002_DAT-101_2024-1,2024-03-16,10,Aprobado
37795993_GEN-101_2024-1_2024-03-16,37795993_GEN-101_2024-1,2024-03-16,8,Aprobado
34343777_NEG-400_2024-1_2024-03-16,34343777_NEG-400_2024-1,2024-03-16,1,Desaprobado
43888324_UX-100_2024-1_2024-03-16,43888324_UX-100_2024-1,2024-03-16,9,Aprobado
42645481_MKT-200_2024-1_2024-03-16,42645481_MKT-200_2024-1,2024-03-16,4,Aprobado
42613265_IA-300_2024-1_2024-03-16,42613265_IA-300_2024-1,2024-03-16,5,Aprobado
40603350_DAT-101_2024-1_2024-03-16,40603350_DAT-101_2024-1,2024-03-16,1,Desaprobado
35650079_DEV-101_2024-1_2024-03-16,35650079_DEV-101_2024-1,2024-03-16,1,Desaprobado
36630045_MKT-200_2024-1_2024-03-16,36630045_MKT-200_2024-1,2024-03-16,1,Desaprobado
34939319_DAT-201_2024-1_2024-03-16,34939319_DAT-201_2024-1,2024-03-16,6,Aprobado
39916823_IA-300_2024-1_2024-03-16,39916823_IA-300_2024-1,2024-03-16,2,Desaprobado
31629308_DAT-201_2024-1_2024-03-17,31629308_DAT-201_2024-1,2024-03-17,1,Desaprobado
36906085_UX-100_2024-1_2024-03-17,36906085_UX-100_2024-1,2024-03-17,5,Aprobado
34211417_DEV-101_2024-1_2024-03-17,34211417_DEV-101_2024-1,2024-03-17,8,Aprobado
45182848_IA-300_2024-1_2024-03-17,45182848_IA-300_2024-1,2024-03-17,10,Aprobado
37795993_GEN-101_2024-1_2024-03-17,37795993_GEN-101_2024-1,2024-03-17,1,Desaprobado
40422549_MKT-200_2024-1_2024-03-17,40422549_MKT-200_2024-1,2024-03-17,10,Aprobado
31122274_IA-300_2024-1_2024-03-17,31122274_IA-300_2024-1,2024-03-17,7,Aprobado
32152121_MKT-200_2024-1_2024-03-17,32152121_MKT-200_2024-1,2024-03-17,3,Desaprobado
36362413_NEG-400_2024-1_2024-03-18,36362413_NEG-400_2024-1,2024-03-18,6,Aprobado
37856329_GEN-101_2024-1_2024-03-18,37856329_GEN-101_2024-1,2024-03-18,3,Desaprobado
38934818_DAT-201_2024-1_2024-03-18,38934818_DAT-201_2024-1,2024-03-18,9,Aprobado
43651742_UX-100_2024-1_2024-03-18,43651742_UX-100_2024-1,2024-03-18,8,Aprobado
44661890_GEN-101_2024-1_2024-03-18,44661890_GEN-101_2024-1,2024-03-18,6,Aprobado
37706458_MKT-200_2024-1_2024-03-18,37706458_MKT-200_2024-1,2024-03-18,8,Aprobado
35648819_DAT-101_2024-1_2024-03-18,35648819_DAT-101_2024-1,2024-03-18,10,Aprobado
30680437_DEV-101_2024-1_2024-03-18,30680437_DEV-101_2024-1,2024-03-18,2,Desaprobado
35915416_DAT-201_2024-1_2024-03-19,35915416_DAT-201_2024-1,2024-03-19,3,Desaprobado
38526500_DAT-101_2024-1_2024-03-19,38526500_DAT-101_2024-1,2024-03-19,9,Aprobado
31629308_UX-100_2024-1_2024-03-19,31629308_UX-100_2024-1,2024-03-19,1,Desaprobado
37869329_IA-300_2024-1_2024-03-19,37869329_IA-300_2024-1,2024-03-19,9,Aprobado
30856430_DAT-201_2024-1_2024-03-19,30856430_DAT-201_2024-1,2024-03-19,4,Aprobado
42760731_NEG-400_2024-1_2024-03-19,42760731_NEG-400_2024-1,2024-03-19,5,Aprobado
41332008_GEN-101_2024-1_2024-03-19,41332008_GEN-101_2024-1,2024-03-19,1,Desaprobado
31767975_DAT-101_2024-1_2024-03-20,31767975_DAT-101_2024-1,2024-03-20,5,Aprobado
42254691_DAT-201_2024-1_2024-03-20,42254691_DAT-201_2024-1,2024-03-20,5,Aprobado
44536877_NEG-400_2024-1_2024-03-20,44536877_NEG-400_2024-1,2024-03-20,7,Aprobado
38877407_DEV-101_2024-1_2024-03-20,38877407_DEV-101_2024-1,2024-03-20,6,Aprobado
35049197_DAT-201_2024-1_2024-03-20,35049197_DAT-201_2024-1,2024-03-20,10,Aprobado
36629400_DEV-101_2024-1_2024-03-20,36629400_DEV-101_2024-1,2024-03-20,4,Aprobado
36701152_DAT-201_2024-1_2024-03-20,36701152_DAT-201_2024-1,2024-03-20,2,Desaprobado
39775624_UX-100_2024-1_2024-03-20,39775624_UX-100_2024-1,2024-03-20,9,Aprobado
30362258_NEG-400_2024-1_2024-03-21,30362258_NEG-400_2024-1,2024-03-21,7,Aprobado
36309794_IA-300_2024-1_2024-03-21,36309794_IA-300_2024-1,2024-03-21,4,Aprobado
36727365_DAT-101_2024-1_2024-03-21,36727365_DAT-101_2024-1,2024-03-21,9,Aprobado
31087473_UX-100_2024-1_2024-03-21,31087473_UX-100_2024-1,2024-03-21,6,Aprobado
45561312_GEN-101_2024-1_2024-03-21,45561312_GEN-101_2024-1,2024-03-21,9,Aprobado
35515194_DAT-101_2024-1_2024-03-21,35515194_DAT-101_2024-1,2024-03-21,10,Aprobado
30279612_MKT-200_2024-1_2024-03-21,30279612_MKT-200_2024-1,2024-03-21,5,Aprobado
30252475_UX-100_2024-1_2024-03-21,30252475_UX-100_2024-1,2024-03-21,5,Aprobado
42727516_IA-300_2024-1_2024-03-22,42727516_IA-300_2024-1,2024-03-22,7,Aprobado
42208457_UX-100_2024-1_2024-03-22,42208457_UX-100_2024-1,2024-03-22,2,Desaprobado
32349994_MKT-200_2024-1_2024-03-22,32349994_MKT-200_2024-1,2024-03-22,4,Aprobado
44385458_DEV-101_2024-1_2024-03-22,44385458_DEV-101_2024-1,2024-03-22,1,Desaprobado
34567608_DEV-101_2024-1_2024-03-22,34567608_DEV-101_2024-1,2024-03-22,3,Desaprobado
42909942_DAT-201_2024-1_2024-03-22,42909942_DAT-201_2024-1,2024-03-22,10,Aprobado
38622234_MKT-200_2024-1_2024-03-22,38622234_MKT-200_2024-1,2024-03-22,6,Aprobado
44927685_MKT-200_2024-1_2024-03-22,44927685_MKT-200_2024-1,2024-03-22,4,Aprobado
35316729_MKT-200_2024-1_2024-03-22,35316729_MKT-200_2024-1,2024-03-22,3,Desaprobado
38194575_DAT-201_2024-1_2024-03-22,38194575_DAT-201_2024-1,2024-03-22,1,Desaprobado
41530667_GEN-101_2024-1_2024-03-23,41530667_GEN-101_2024-1,2024-03-23,8,Aprobado
34356381_UX-100_2024-1_2024-03-23,34356381_UX-100_2024-1,2024-03-23,9,Aprobado
43105183_GEN-101_2024-1_2024-03-23,43105183_GEN-101_2024-1,2024-03-23,3,Desaprobado
41112892_DEV-101_2024-1_2024-03-23,41112892_DEV-101_2024-1,2024-03-23,5,Aprobado
32141644_DEV-101_2024-1_2024-03-23,32141644_DEV-101_2024-1,2024-03-23,6,Aprobado
31061893_DAT-101_2024-1_2024-03-23,31061893_DAT-101_2024-1,2024-03-23,7,Aprobado
40578248_DAT-201_2024-1_2024-03-23,40578248_DAT-201_2024-1,2024-03-23,8,Aprobado
37674710_UX-100_2024-1_2024-03-23,37674710_UX-100_2024-1,2024-03-23,10,Aprobado
39571770_IA-300_2024-1_2024-03-23,39571770_IA-300_2024-1,2024-03-23,6,Aprobado
36163868_GEN-101_2024-1_2024-03-24,36163868_GEN-101_2024-1,2024-03-24,3,Desaprobado
39463207_IA-300_2024-1_2024-03-24,39463207_IA-300_2024-1,2024-03-24,6,Aprobado
35517472_DAT-201_2024-1_2024-03-24,35517472_DAT-201_2024-1,2024-03-24,4,Aprobado
37678418_DAT-101_2024-1_2024-03-25,37678418_DAT-101_2024-1,2024-03-25,1,Desaprobado
34635361_DAT-201_2024-1_2024-03-25,34635361_DAT-201_2024-1,2024-03-25,5,Aprobado
42253635_MKT-200_2024-1_2024-03-25,42253635_MKT-200_2024-1,2024-03-25,9,Aprobado
35501443_UX-100_2024-1_2024-03-25,35501443_UX-100_2024-1,2024-03-25,1,Desaprobado
40245831_NEG-400_2024-1_2024-03-26,40245831_NEG-400_2024-1,2024-03-26,7,Aprobado
39144752_DAT-201_2024-1_2024-03-26,39144752_DAT-201_2024-1,2024-03-26,2,Desaprobado
41931470_IA-300_2024-1_2024-03-26,41931470_IA-300_2024-1,2024-03-26,4,Aprobado
39386440_DAT-201_2024-1_2024-03-26,39386440_DAT-201_2024-1,2024-03-26,9,Aprobado
36906085_DAT-201_2024-1_2024-03-26,36906085_DAT-201_2024-1,2024-03-26,10,Aprobado
36948146_DEV-101_2024-1_2024-03-26,36948146_DEV-101_2024-1,2024-03-26,2,Desaprobado
34092604_GEN-101_2024-1_2024-03-26,34092604_GEN-101_2024-1,2024-03-26,4,Aprobado
37505561_GEN-101_2024-1_2024-03-26,37505561_GEN-101_2024-1,2024-03-26,10,Aprobado
45419981_DEV-101_2024-1_2024-03-26,45419981_DEV-101_2024-1,2024-03-26,4,Aprobado
45503533_MKT-200_2024-1_2024-03-26,45503533_MKT-200_2024-1,2024-03-26,1,Desaprobado
42500015_IA-300_2024-1_2024-03-26,42500015_IA-300_2024-1,2024-03-26,10,Aprobado
30966401_UX-100_2024-1_2024-03-26,30966401_UX-100_2024-1,2024-03-26,4,Aprobado
36456678_DAT-201_2024-1_2024-03-27,36456678_DAT-201_2024-1,2024-03-27,8,Aprobado
30465936_DAT-101_2024-1_2024-03-27,30465936_DAT-101_2024-1,2024-03-27,1,Desaprobado
40764881_DEV-101_2024-1_2024-03-27,40764881_DEV-101_2024-1,2024-03-27,2,Desaprobado
37142397_IA-300_2024-1_2024-03-27,37142397_IA-300_2024-1,2024-03-27,9,Aprobado
38481398_UX-100_2024-1_2024-03-27,38481398_UX-100_2024-1,2024-03-27,2,Desaprobado
44654200_DAT-101_2024-1_2024-03-27,44654200_DAT-101_2024-1,2024-03-27,4,Aprobado
45171795_IA-300_2024-1_2024-03-27,45171795_IA-300_2024-1,2024-03-27,1,Desaprobado
40167473_UX-100_2024-1_2024-03-27,40167473_UX-100_2024-1,2024-03-27,3,Desaprobado
42002650_NEG-400_2024-1_2024-03-27,42002650_NEG-400_2024-1,2024-03-27,6,Aprobado
34758464_GEN-101_2024-1_2024-03-27,34758464_GEN-101_2024-1,2024-03-27,2,Desaprobado
39194704_DEV-101_2024-1_2024-03-27,39194704_DEV-101_2024-1,2024-03-27,5,Aprobado
36489803_DAT-201_2024-1_2024-03-27,36489803_DAT-201_2024-1,2024-03-27,3,Desaprobado
41915923_DAT-101_2024-1_2024-03-27,41915923_DAT-101_2024-1,2024-03-27,9,Aprobado
40421216_GEN-101_2024-1_2024-03-27,40421216_GEN-101_2024-1,2024-03-27,3,Desaprobado
39747478_NEG-400_2024-1_2024-03-27,39747478_NEG-400_2024-1,2024-03-27,2,Desaprobado
44765173_GEN-101_2024-1_2024-03-27,44765173_GEN-101_2024-1,2024-03-27,4,Aprobado
36594040_DAT-101_2024-1_2024-03-27,36594040_DAT-101_2024-1,2024-03-27,3,Desaprobado
37444361_DAT-101_2024-1_2024-03-27,37444361_DAT-101_2024-1,2024-03-27,1,Desaprobado
38446695_GEN-101_2024-1_2024-03-28,38446695_GEN-101_2024-1,2024-03-28,3,Desaprobado
43062304_UX-100_2024-1_2024-03-28,43062304_UX-100_2024-1,2024-03-28,4,Aprobado
44412440_DAT-101_2024-1_2024-03-28,44412440_DAT-101_2024-1,2024-03-28,4,Aprobado
41748984_MKT-200_2024-1_2024-03-28,41748984_MKT-200_2024-1,2024-03-28,2,Desaprobado
38038154_IA-300_2024-1_2024-03-28,38038154_IA-300_2024-1,2024-03-28,9,Aprobado
44753132_UX-100_2024-1_2024-03-28,44753132_UX-100_2024-1,2024-03-28,8,Aprobado
30619113_DEV-101_2024-1_2024-03-28,30619113_DEV-101_2024-1,2024-03-28,4,Aprobado
39641826_DAT-101_2024-1_2024-03-28,39641826_DAT-101_2024-1,2024-03-28,10,Aprobado
31442827_MKT-200_2024-1_2024-03-29,31442827_MKT-200_2024-1,2024-03-29,10,Aprobado
41594052_GEN-101_2024-1_2024-03-29,41594052_GEN-101_2024-1,2024-03-29,10,Aprobado
44765173_DAT-101_2024-1_2024-03-29,44765173_DAT-101_2024-1,2024-03-29,8,Aprobado
44698831_IA-300_2024-1_2024-03-29,44698831_IA-300_2024-1,2024-03-29,3,Desaprobado
41943395_IA-300_2024-1_2024-03-29,41943395_IA-300_2024-1,2024-03-29,10,Aprobado
37749075_MKT-200_2024-1_2024-03-29,37749075_MKT-200_2024-1,2024-03-29,9,Aprobado
37797988_NEG-400_2024-1_2024-03-29,37797988_NEG-400_2024-1,2024-03-29,9,Aprobado
31821525_DEV-101_2024-1_2024-03-29,31821525_DEV-101_2024-1,2024-03-29,4,Aprobado
38657054_MKT-200_2024-1_2024-03-29,38657054_MKT-200_2024-1,2024-03-29,9,Aprobado
31165911_NEG-400_2024-1_2024-03-29,31165911_NEG-400_2024-1,2024-03-29,8,Aprobado
31777177_DAT-201_2024-1_2024-03-30,31777177_DAT-201_2024-1,2024-03-30,4,Aprobado
39451059_GEN-101_2024-1_2024-03-30,39451059_GEN-101_2024-1,2024-03-30,1,Desaprobado
42909942_NEG-400_2024-1_2024-03-30,42909942_NEG-400_2024-1,2024-03-30,3,Desaprobado
39054820_DAT-201_2024-1_2024-03-30,39054820_DAT-201_2024-1,2024-03-30,8,Aprobado
36016561_NEG-400_2024-1_2024-03-30,36016561_NEG-400_2024-1,2024-03-30,3,Desaprobado
35745673_UX-100_2024-1_2024-03-30,35745673_UX-100_2024-1,2024-03-30,6,Aprobado
32416248_DEV-101_2024-1_2024-03-30,32416248_DEV-101_2024-1,2024-03-30,2,Desaprobado
31162466_DEV-101_2024-1_2024-03-30,31162466_DEV-101_2024-1,2024-03-30,7,Aprobado
42179672_IA-300_2024-1_2024-03-30,42179672_IA-300_2024-1,2024-03-30,3,Desaprobado
30263228_IA-300_2024-1_2024-03-30,30263228_IA-300_2024-1,2024-03-30,6,Aprobado
36855486_DAT-201_2024-1_2024-03-31,36855486_DAT-201_2024-1,2024-03-31,3,Desaprobado
31935757_DEV-101_2024-1_2024-03-31,31935757_DEV-101_2024-1,2024-03-31,10,Aprobado
35648819_DEV-101_2024-1_2024-03-31,35648819_DEV-101_2024-1,2024-03-31,5,Aprobado
38657054_MKT-200_2024-1_2024-03-31,38657054_MKT-200_2024-1,2024-03-31,1,Desaprobado
36461761_DAT-101_2024-1_2024-03-31,36461761_DAT-101_2024-1,2024-03-31,1,Desaprobado
31178906_UX-100_2024-1_2024-03-31,31178906_UX-100_2024-1,2024-03-31,7,Aprobado
39556507_IA-300_2024-1_2024-03-31,39556507_IA-300_2024-1,2024-03-31,1,Desaprobado
37161768_UX-100_2024-1_2024-03-31,37161768_UX-100_2024-1,2024-03-31,8,Aprobado
44508081_DAT-101_2024-1_2024-03-31,44508081_DAT-101_2024-1,2024-03-31,8,Aprobado
45402891_MKT-200_2024-1_2024-04-01,45402891_MKT-200_2024-1,2024-04-01,1,Desaprobado
30116169_MKT-200_2024-1_2024-04-01,30116169_MKT-200_2024-1,2024-04-01,5,Aprobado
44563667_DAT-201_2024-1_2024-04-01,44563667_DAT-201_2024-1,2024-04-01,1,Desaprobado
38925094_DAT-101_2024-1_2024-04-01,38925094_DAT-101_2024-1,2024-04-01,4,Aprobado
45341622_NEG-400_2024-1_2024-04-01,45341622_NEG-400_2024-1,2024-04-01,4,Aprobado
41575887_GEN-101_2024-1_2024-04-01,41575887_GEN-101_2024-1,2024-04-01,4,Aprobado
44555423_MKT-200_2024-1_2024-04-01,44555423_MKT-200_2024-1,2024-04-01,6,Aprobado
40534516_DAT-101_2024-1_2024-04-01,40534516_DAT-101_2024-1,2024-04-01,7,Aprobado
32932411_IA-300_2024-1_2024-04-01,32932411_IA-300_2024-1,2024-04-01,9,Aprobado
41473248_IA-300_2024-1_2024-04-01,41473248_IA-300_2024-1,2024-04-01,8,Aprobado
35990190_DEV-101_2024-1_2024-04-01,35990190_DEV-101_2024-1,2024-04-01,4,Aprobado
40701939_DAT-101_2024-1_2024-04-01,40701939_DAT-101_2024-1,2024-04-01,10,Aprobado
45788790_NEG-400_2024-1_2024-04-02,45788790_NEG-400_2024-1,2024-04-02,2,Desaprobado
43767499_DEV-101_2024-1_2024-04-02,43767499_DEV-101_2024-1,2024-04-02,5,Aprobado
