ID_Evaluacion,ID_Inscripcion,Fecha_Lista,Nota,Estado
37639684_DAT-305_2025-1_2025-03-03,37639684_DAT-305_2025-1,2025-03-03,1,Desaprobado
33800391_IA-300_2025-1_2025-03-03,33800391_IA-300_2025-1,2025-03-03,5,Aprobado
44415606_GEN-101_2025-1_2025-03-03,44415606_GEN-101_2025-1,2025-03-03,1,Desaprobado
31136038_DAT-201_2025-1_2025-03-03,31136038_DAT-201_2025-1,2025-03-03,5,Aprobado
32459600_DAT-101_2025-1_2025-03-03,32459600_DAT-101_2025-1,2025-03-03,9,Aprobado
33568791_IA-300_2025-1_2025-03-03,33568791_IA-300_2025-1,2025-03-03,4,Aprobado
43507384_DAT-101_2025-1_2025-03-03,43507384_DAT-101_2025-1,2025-03-03,7,Aprobado
32604998_IA-400_2025-1_2025-03-03,32604998_IA-400_2025-1,2025-03-03,1,Desaprobado
44544802_IA-300_2025-1_2025-03-04,44544802_IA-300_2025-1,2025-03-04,7,Aprobado
33418893_GEN-101_2025-1_2025-03-04,33418893_GEN-101_2025-1,2025-03-04,6,Aprobado
33201122_DAT-101_2025-1_2025-03-04,33201122_DAT-101_2025-1,2025-03-04,1,Desaprobado
33792064_DAT-101_2025-1_2025-03-04,33792064_DAT-101_2025-1,2025-03-04,9,Aprobado
31786305_NEG-400_2025-1_2025-03-04,31786305_NEG-400_2025-1,2025-03-04,2,Desaprobado
43678310_DAT-305_2025-1_2025-03-04,43678310_DAT-305_2025-1,2025-03-04,10,Aprobado
43690930_DAT-101_2025-1_2025-03-04,43690930_DAT-101_2025-1,2025-03-04,9,Aprobado
31221561_GEN-101_2025-1_2025-03-04,31221561_GEN-101_2025-1,2025-03-04,9,Aprobado
47731681_DAT-305_2025-1_2025-03-04,47731681_DAT-305_2025-1,2025-03-04,1,Desaprobado
41016204_UX-100_2025-1_2025-03-04,41016204_UX-100_2025-1,2025-03-04,6,Aprobado
37799625_DEV-101_2025-1_2025-03-04,37799625_DEV-101_2025-1,2025-03-04,3,Desaprobado
46890428_DEV-101_2025-1_2025-03-04,46890428_DEV-101_2025-1,2025-03-04,9,Aprobado
34316765_DAT-305_2025-1_2025-03-04,34316765_DAT-305_2025-1,2025-03-04,4,Aprobado
32935035_DAT-101_2025-1_2025-03-04,32935035_DAT-101_2025-1,2025-03-04,7,Aprobado
44190336_DAT-305_2025-1_2025-03-04,44190336_DAT-305_2025-1,2025-03-04,9,Aprobado
40175984_IA-400_2025-1_2025-03-05,40175984_IA-400_2025-1,2025-03-05,9,Aprobado
31239788_DEV-101_2025-1_2025-03-05,31239788_DEV-101_2025-1,2025-03-05,3,Desaprobado
30674136_NEG-400_2025-1_2025-03-05,30674136_NEG-400_2025-1,2025-03-05,10,Aprobado
44197978_IA-400_2025-1_2025-03-05,44197978_IA-400_2025-1,2025-03-05,3,Desaprobado
45663240_GEN-101_2025-1_2025-03-05,45663240_GEN-101_2025-1,2025-03-05,9,Aprobado
36996781_IA-400_2025-1_2025-03-05,36996781_IA-400_2025-1,2025-03-05,9,Aprobado
33518284_DAT-201_2025-1_2025-03-05,33518284_DAT-201_2025-1,2025-03-05,7,Aprobado
38714246_IA-300_2025-1_2025-03-05,38714246_IA-300_2025-1,2025-03-05,2,Desaprobado
33614240_GEN-101_2025-1_2025-03-05,33614240_GEN-101_2025-1,2025-03-05,5,Aprobado
47075635_DAT-305_2025-1_2025-03-05,47075635_DAT-305_2025-1,2025-03-05,4,Aprobado
38040781_NEG-400_2025-1_2025-03-05,38040781_NEG-400_2025-1,2025-03-05,4,Aprobado
34364066_NEG-400_2025-1_2025-03-05,34364066_NEG-400_2025-1,2025-03-05,2,Desaprobado
43558573_DAT-201_2025-1_2025-03-05,43558573_DAT-201_2025-1,2025-03-05,6,Aprobado
45280236_NEG-400_2025-1_2025-03-06,45280236_NEG-400_2025-1,2025-03-06,2,Desaprobado
32270986_MKT-200_2025-1_2025-03-06,32270986_MKT-200_2025-1,2025-03-06,5,Aprobado
45225711_UX-100_2025-1_2025-03-06,45225711_UX-100_2025-1,2025-03-06,2,Desaprobado
46193548_DAT-305_2025-1_2025-03-06,46193548_DAT-305_2025-1,2025-03-06,1,Desaprobado
43037722_DAT-101_2025-1_2025-03-06,43037722_DAT-101_2025-1,2025-03-06,9,Aprobado
36742732_DAT-101_2025-1_2025-03-06,36742732_DAT-101_2025-1,2025-03-06,4,Aprobado
37091816_DAT-305_2025-1_2025-03-06,37091816_DAT-305_2025-1,2025-03-06,1,Desaprobado
43871938_DEV-101_2025-1_2025-03-06,43871938_DEV-101_2025-1,2025-03-06,4,Aprobado
37335497_IA-400_2025-1_2025-03-06,37335497_IA-400_2025-1,2025-03-06,9,Aprobado
37639684_DAT-101_2025-1_2025-03-06,37639684_DAT-101_2025-1,2025-03-06,9,Aprobado
44086116_UX-100_2025-1_2025-03-06,44086116_UX-100_2025-1,2025-03-06,1,Desaprobado
31681085_DEV-101_2025-1_2025-03-06,31681085_DEV-101_2025-1,2025-03-06,5,Aprobado
41785959_IA-300_2025-1_2025-03-06,41785959_IA-300_2025-1,2025-03-06,2,Desaprobado
47223646_DAT-101_2025-1_2025-03-06,47223646_DAT-101_2025-1,2025-03-06,8,Aprobado
35844073_NEG-400_2025-1_2025-03-06,35844073_NEG-400_2025-1,2025-03-06,10,Aprobado
34341037_IA-400_2025-1_2025-03-06,34341037_IA-400_2025-1,2025-03-06,2,Desaprobado
44476887_GEN-101_2025-1_2025-03-06,44476887_GEN-101_2025-1,2025-03-06,5,Aprobado
37412229_DEV-101_2025-1_2025-03-06,37412229_DEV-101_2025-1,2025-03-06,4,Aprobado
45311516_IA-400_2025-1_2025-03-06,45311516_IA-400_2025-1,2025-03-06,4,Aprobado
45368291_UX-100_2025-1_2025-03-06,45368291_UX-100_2025-1,2025-03-06,7,Aprobado
39796864_IA-400_2025-1_2025-03-06,39796864_IA-400_2025-1,2025-03-06,10,Aprobado
43652049_NEG-400_2025-1_2025-03-06,43652049_NEG-400_2025-1,2025-03-06,6,Aprobado
31332769_UX-100_2025-1_2025-03-06,31332769_UX-100_2025-1,2025-03-06,1,Desaprobado
36219416_MKT-200_2025-1_2025-03-06,36219416_MKT-200_2025-1,2025-03-06,6,Aprobado
47221206_GEN-101_2025-1_2025-03-06,47221206_GEN-101_2025-1,2025-03-06,8,Aprobado
31239788_GEN-101_2025-1_2025-03-06,31239788_GEN-101_2025-1,2025-03-06,10,Aprobado
30301798_DEV-101_2025-1_2025-03-07,30301798_DEV-101_2025-1,2025-03-07,5,Aprobado
31848115_DAT-305_2025-1_2025-03-07,31848115_DAT-305_2025-1,2025-03-07,7,Aprobado
47075635_UX-100_2025-1_2025-03-07,47075635_UX-100_2025-1,2025-03-07,7,Aprobado
32028866_IA-400_2025-1_2025-03-07,32028866_IA-400_2025-1,2025-03-07,4,Aprobado
46193548_IA-400_2025-1_2025-03-07,46193548_IA-400_2025-1,2025-03-07,5,Aprobado
36234502_DAT-201_2025-1_2025-03-07,36234502_DAT-201_2025-1,2025-03-07,8,Aprobado
40531804_DEV-101_2025-1_2025-03-07,40531804_DEV-101_2025-1,2025-03-07,2,Desaprobado
45544606_DAT-101_2025-1_2025-03-07,45544606_DAT-101_2025-1,2025-03-07,1,Desaprobado
45259638_DAT-201_2025-1_2025-03-07,45259638_DAT-201_2025-1,2025-03-07,4,Aprobado
37095694_GEN-101_2025-1_2025-03-07,37095694_GEN-101_2025-1,2025-03-07,5,Aprobado
40192554_IA-300_2025-1_2025-03-07,40192554_IA-300_2025-1,2025-03-07,5,Aprobado
32496231_DAT-201_2025-1_2025-03-08,32496231_DAT-201_2025-1,2025-03-08,4,Aprobado
31332769_NEG-400_2025-1_2025-03-08,31332769_NEG-400_2025-1,2025-03-08,4,Aprobado
31681085_UX-100_2025-1_2025-03-08,31681085_UX-100_2025-1,2025-03-08,4,Aprobado
33201122_DAT-305_2025-1_2025-03-08,33201122_DAT-305_2025-1,2025-03-08,1,Desaprobado
36858459_DAT-101_2025-1_2025-03-08,36858459_DAT-101_2025-1,2025-03-08,4,Aprobado
33594873_GEN-101_2025-1_2025-03-08,33594873_GEN-101_2025-1,2025-03-08,3,Desaprobado
44490644_NEG-400_2025-1_2025-03-08,44490644_NEG-400_2025-1,2025-03-08,5,Aprobado
33479160_DAT-305_2025-1_2025-03-08,33479160_DAT-305_2025-1,2025-03-08,7,Aprobado
32789755_DAT-305_2025-1_2025-03-08,32789755_DAT-305_2025-1,2025-03-08,7,Aprobado
34197558_IA-400_2025-1_2025-03-08,34197558_IA-400_2025-1,2025-03-08,5,Aprobado
43344838_DAT-305_2025-1_2025-03-08,43344838_DAT-305_2025-1,2025-03-08,6,Aprobado
38531146_GEN-101_2025-1_2025-03-08,38531146_GEN-101_2025-1,2025-03-08,8,Aprobado
36145210_GEN-101_2025-1_2025-03-08,36145210_GEN-101_2025-1,2025-03-08,9,Aprobado
47909977_UX-100_2025-1_2025-03-08,47909977_UX-100_2025-1,2025-03-08,5,Aprobado
30395149_DEV-101_2025-1_2025-03-08,30395149_DEV-101_2025-1,2025-03-08,6,Aprobado
37659718_NEG-400_2025-1_2025-03-08,37659718_NEG-400_2025-1,2025-03-08,8,Aprobado
41912939_IA-400_2025-1_2025-03-08,41912939_IA-400_2025-1,2025-03-08,6,Aprobado
31559920_DAT-201_2025-1_2025-03-09,31559920_DAT-201_2025-1,2025-03-09,10,Aprobado
43605753_DAT-101_2025-1_2025-03-09,43605753_DAT-101_2025-1,2025-03-09,6,Aprobado
44284579_GEN-101_2025-1_2025-03-09,44284579_GEN-101_2025-1,2025-03-09,9,Aprobado
40305444_DAT-201_2025-1_2025-03-09,40305444_DAT-201_2025-1,2025-03-09,1,Desaprobado
39820530_NEG-400_2025-1_2025-03-09,39820530_NEG-400_2025-1,2025-03-09,4,Aprobado
43498834_NEG-400_2025-1_2025-03-09,43498834_NEG-400_2025-1,2025-03-09,8,Aprobado
31349203_MKT-200_2025-1_2025-03-09,31349203_MKT-200_2025-1,2025-03-09,8,Aprobado
44521729_UX-100_2025-1_2025-03-09,44521729_UX-100_2025-1,2025-03-09,3,Desaprobado
44965151_IA-400_2025-1_2025-03-09,44965151_IA-400_2025-1,2025-03-09,1,Desaprobado
34441439_GEN-101_2025-1_2025-03-09,34441439_GEN-101_2025-1,2025-03-09,2,Desaprobado
39796864_IA-400_2025-1_2025-03-09,39796864_IA-400_2025-1,2025-03-09,2,Desaprobado
44101321_DEV-101_2025-1_2025-03-10,44101321_DEV-101_2025-1,2025-03-10,7,Aprobado
30125745_DEV-101_2025-1_2025-03-10,30125745_DEV-101_2025-1,2025-03-10,4,Aprobado
37679372_IA-400_2025-1_2025-03-10,37679372_IA-400_2025-1,2025-03-10,8,Aprobado
46572742_DEV-101_2025-1_2025-03-10,46572742_DEV-101_2025-1,2025-03-10,1,Desaprobado
30064860_DAT-201_2025-1_2025-03-10,30064860_DAT-201_2025-1,2025-03-10,3,Desaprobado
46966361_DAT-201_2025-1_2025-03-10,46966361_DAT-201_2025-1,2025-03-10,9,Aprobado
34057124_MKT-200_2025-1_2025-03-10,34057124_MKT-200_2025-1,2025-03-10,6,Aprobado
46193548_DAT-201_2025-1_2025-03-10,46193548_DAT-201_2025-1,2025-03-10,2,Desaprobado
33381581_GEN-101_2025-1_2025-03-10,33381581_GEN-101_2025-1,2025-03-10,5,Aprobado
41234290_DEV-101_2025-1_2025-03-10,41234290_DEV-101_2025-1,2025-03-10,8,Aprobado
31486885_DEV-101_2025-1_2025-03-10,31486885_DEV-101_2025-1,2025-03-10,3,Desaprobado
37013243_DAT-201_2025-1_2025-03-10,37013243_DAT-201_2025-1,2025-03-10,9,Aprobado
38946448_DAT-201_2025-1_2025-03-10,38946448_DAT-201_2025-1,2025-03-10,9,Aprobado
33379578_DAT-305_2025-1_2025-03-10,33379578_DAT-305_2025-1,2025-03-10,4,Aprobado
39220415_DEV-101_2025-1_2025-03-10,39220415_DEV-101_2025-1,2025-03-10,8,Aprobado
45711997_MKT-200_2025-1_2025-03-10,45711997_MKT-200_2025-1,2025-03-10,4,Aprobado
47221206_DAT-201_2025-1_2025-03-10,47221206_DAT-201_2025-1,2025-03-10,3,Desaprobado
45539704_NEG-400_2025-1_2025-03-10,45539704_NEG-400_2025-1,2025-03-10,8,Aprobado
44490644_UX-100_2025-1_2025-03-10,44490644_UX-100_2025-1,2025-03-10,1,Desaprobado
45775192_IA-300_2025-1_2025-03-10,45775192_IA-300_2025-1,2025-03-10,3,Desaprobado
34316765_NEG-400_2025-1_2025-03-10,34316765_NEG-400_2025-1,2025-03-10,8,Aprobado
38020693_DAT-201_2025-1_2025-03-10,38020693_DAT-201_2025-1,2025-03-10,7,Aprobado
43690930_GEN-101_2025-1_2025-03-11,43690930_GEN-101_2025-1,2025-03-11,4,Aprobado
34577564_DAT-101_2025-1_2025-03-11,34577564_DAT-101_2025-1,2025-03-11,1,Desaprobado
34832335_IA-400_2025-1_2025-03-11,34832335_IA-400_2025-1,2025-03-11,8,Aprobado
34841664_DEV-101_2025-1_2025-03-11,34841664_DEV-101_2025-1,2025-03-11,10,Aprobado
40774819_DAT-201_2025-1_2025-03-11,40774819_DAT-201_2025-1,2025-03-11,7,Aprobado
44025027_DAT-201_2025-1_2025-03-11,44025027_DAT-201_2025-1,2025-03-11,1,Desaprobado
36659434_GEN-101_2025-1_2025-03-11,36659434_GEN-101_2025-1,2025-03-11,6,Aprobado
34923335_NEG-400_2025-1_2025-03-11,34923335_NEG-400_2025-1,2025-03-11,10,Aprobado
47607767_DAT-101_2025-1_2025-03-11,47607767_DAT-101_2025-1,2025-03-11,8,Aprobado
39160706_MKT-200_2025-1_2025-03-11,39160706_MKT-200_2025-1,2025-03-11,2,Desaprobado
30713710_DAT-201_2025-1_2025-03-11,30713710_DAT-201_2025-1,2025-03-11,2,Desaprobado
46762093_NEG-400_2025-1_2025-03-11,46762093_NEG-400_2025-1,2025-03-11,10,Aprobado
39068971_DAT-101_2025-1_2025-03-11,39068971_DAT-101_2025-1,2025-03-11,5,Aprobado
31153469_IA-400_2025-1_2025-03-11,31153469_IA-400_2025-1,2025-03-11,3,Desaprobado
40916647_DAT-305_2025-1_2025-03-11,40916647_DAT-305_2025-1,2025-03-11,5,Aprobado
36971688_DEV-101_2025-1_2025-03-12,36971688_DEV-101_2025-1,2025-03-12,6,Aprobado
34785335_MKT-200_2025-1_2025-03-12,34785335_MKT-200_2025-1,2025-03-12,6,Aprobado
32098690_IA-300_2025-1_2025-03-12,32098690_IA-300_2025-1,2025-03-12,6,Aprobado
40283838_IA-300_2025-1_2025-03-12,40283838_IA-300_2025-1,2025-03-12,10,Aprobado
43615605_MKT-200_2025-1_2025-03-12,43615605_MKT-200_2025-1,2025-03-12,8,Aprobado
46398361_GEN-101_2025-1_2025-03-12,46398361_GEN-101_2025-1,2025-03-12,6,Aprobado
33452954_DAT-305_2025-1_2025-03-12,33452954_DAT-305_2025-1,2025-03-12,9,Aprobado
34944058_DAT-201_2025-1_2025-03-12,34944058_DAT-201_2025-1,2025-03-12,8,Aprobado
37799625_GEN-101_2025-1_2025-03-12,37799625_GEN-101_2025-1,2025-03-12,6,Aprobado
34888999_IA-300_2025-1_2025-03-12,34888999_IA-300_2025-1,2025-03-12,2,Desaprobado
44216431_DAT-101_2025-1_2025-03-12,44216431_DAT-101_2025-1,2025-03-12,9,Aprobado
43456083_MKT-200_2025-1_2025-03-12,43456083_MKT-200_2025-1,2025-03-12,3,Desaprobado
31318273_MKT-200_2025-1_2025-03-12,31318273_MKT-200_2025-1,2025-03-12,7,Aprobado
40287807_DAT-201_2025-1_2025-03-12,40287807_DAT-201_2025-1,2025-03-12,1,Desaprobado
36745278_DEV-101_2025-1_2025-03-12,36745278_DEV-101_2025-1,2025-03-12,10,Aprobado
43558573_GEN-101_2025-1_2025-03-12,43558573_GEN-101_2025-1,2025-03-12,1,Desaprobado
46314784_NEG-400_2025-1_2025-03-12,46314784_NEG-400_2025-1,2025-03-12,3,Desaprobado
45759579_DAT-101_2025-1_2025-03-12,45759579_DAT-101_2025-1,2025-03-12,1,Desaprobado
36257669_DAT-305_2025-1_2025-03-12,36257669_DAT-305_2025-1,2025-03-12,2,Desaprobado
45311516_IA-300_2025-1_2025-03-12,45311516_IA-300_2025-1,2025-03-12,1,Desaprobado
44827801_IA-300_2025-1_2025-03-12,44827801_IA-300_2025-1,2025-03-12,7,Aprobado
33179098_DAT-101_2025-1_2025-03-12,33179098_DAT-101_2025-1,2025-03-12,4,Aprobado
46518516_DEV-101_2025-1_2025-03-12,46518516_DEV-101_2025-1,2025-03-12,3,Desaprobado
44229724_DEV-101_2025-1_2025-03-12,44229724_DEV-101_2025-1,2025-03-12,9,Aprobado
47611874_GEN-101_2025-1_2025-03-13,47611874_GEN-101_2025-1,2025-03-13,5,Aprobado
44221505_DEV-101_2025-1_2025-03-13,44221505_DEV-101_2025-1,2025-03-13,5,Aprobado
35930527_DAT-101_2025-1_2025-03-13,35930527_DAT-101_2025-1,2025-03-13,10,Aprobado
40400092_DAT-101_2025-1_2025-03-13,40400092_DAT-101_2025-1,2025-03-13,7,Aprobado
41132630_UX-100_2025-1_2025-03-13,41132630_UX-100_2025-1,2025-03-13,4,Aprobado
44345701_DAT-305_2025-1_2025-03-13,44345701_DAT-305_2025-1,2025-03-13,6,Aprobado
32816822_DAT-201_2025-1_2025-03-13,32816822_DAT-201_2025-1,2025-03-13,3,Desaprobado
40745106_UX-100_2025-1_2025-03-13,40745106_UX-100_2025-1,2025-03-13,9,Aprobado
34869838_DAT-201_2025-1_2025-03-13,34869838_DAT-201_2025-1,2025-03-13,4,Aprobado
46256042_IA-400_2025-1_2025-03-13,46256042_IA-400_2025-1,2025-03-13,8,Aprobado
35850567_IA-400_2025-1_2025-03-13,35850567_IA-400_2025-1,2025-03-13,9,Aprobado
30677244_NEG-400_2025-1_2025-03-13,30677244_NEG-400_2025-1,2025-03-13,9,Aprobado
32776935_IA-400_2025-1_2025-03-13,32776935_IA-400_2025-1,2025-03-13,2,Desaprobado
34130787_MKT-200_2025-1_2025-03-13,34130787_MKT-200_2025-1,2025-03-13,2,Desaprobado
35951430_NEG-400_2025-1_2025-03-13,35951430_NEG-400_2025-1,2025-03-13,7,Aprobado
37456292_DAT-201_2025-1_2025-03-13,37456292_DAT-201_2025-1,2025-03-13,6,Aprobado
38531146_DAT-305_2025-1_2025-03-13,38531146_DAT-305_2025-1,2025-03-13,2,Desaprobado
35038799_DEV-101_2025-1_2025-03-13,35038799_DEV-101_2025-1,2025-03-13,1,Desaprobado
33362152_IA-300_2025-1_2025-03-14,33362152_IA-300_2025-1,2025-03-14,8,Aprobado
43871165_GEN-101_2025-1_2025-03-14,43871165_GEN-101_2025-1,2025-03-14,8,Aprobado
31864701_IA-300_2025-1_2025-03-14,31864701_IA-300_2025-1,2025-03-14,6,Aprobado
32905120_DAT-201_2025-1_2025-03-14,32905120_DAT-201_2025-1,2025-03-14,3,Desaprobado
31355414_UX-100_2025-1_2025-03-14,31355414_UX-100_2025-1,2025-03-14,2,Desaprobado
31360651_DAT-101_2025-1_2025-03-14,31360651_DAT-101_2025-1,2025-03-14,9,Aprobado
43652049_DAT-101_2025-1_2025-03-14,43652049_DAT-101_2025-1,2025-03-14,10,Aprobado
41398180_UX-100_2025-1_2025-03-14,41398180_UX-100_2025-1,2025-03-14,2,Desaprobado
31297438_UX-100_2025-1_2025-03-14,31297438_UX-100_2025-1,2025-03-14,2,Desaprobado
37226510_NEG-400_2025-1_2025-03-14,37226510_NEG-400_2025-1,2025-03-14,5,Aprobado
47826221_GEN-101_2025-1_2025-03-14,47826221_GEN-101_2025-1,2025-03-14,8,Aprobado
32986537_IA-300_2025-1_2025-03-14,32986537_IA-300_2025-1,2025-03-14,10,Aprobado
34353357_NEG-400_2025-1_2025-03-14,34353357_NEG-400_2025-1,2025-03-14,6,Aprobado
37639684_MKT-200_2025-1_2025-03-14,37639684_MKT-200_2025-1,2025-03-14,4,Aprobado
40967959_NEG-400_2025-1_2025-03-14,40967959_NEG-400_2025-1,2025-03-14,6,Aprobado
35809204_IA-400_2025-1_2025-03-14,35809204_IA-400_2025-1,2025-03-14,10,Aprobado
44224033_DAT-305_2025-1_2025-03-14,44224033_DAT-305_2025-1,2025-03-14,2,Desaprobado
40228309_NEG-400_2025-1_2025-03-14,40228309_NEG-400_2025-1,2025-03-14,3,Desaprobado
43496203_GEN-101_2025-1_2025-03-14,43496203_GEN-101_2025-1,2025-03-14,10,Aprobado
43831919_UX-100_2025-1_2025-03-14,43831919_UX-100_2025-1,2025-03-14,7,Aprobado
36304118_DEV-101_2025-1_2025-03-15,36304118_DEV-101_2025-1,2025-03-15,7,Aprobado
47649810_NEG-400_2025-1_2025-03-15,47649810_NEG-400_2025-1,2025-03-15,2,Desaprobado
40253163_IA-300_2025-1_2025-03-15,40253163_IA-300_2025-1,2025-03-15,10,Aprobado
43615605_IA-300_2025-1_2025-03-15,43615605_IA-300_2025-1,2025-03-15,10,Aprobado
35077928_DAT-305_2025-1_2025-03-15,35077928_DAT-305_2025-1,2025-03-15,7,Aprobado
39126892_DAT-201_2025-1_2025-03-15,39126892_DAT-201_2025-1,2025-03-15,8,Aprobado
38002503_IA-300_2025-1_2025-03-15,38002503_IA-300_2025-1,2025-03-15,7,Aprobado
31379839_DAT-101_2025-1_2025-03-15,31379839_DAT-101_2025-1,2025-03-15,6,Aprobado
47454606_DAT-201_2025-1_2025-03-15,47454606_DAT-201_2025-1,2025-03-15,10,Aprobado
37974144_IA-300_2025-1_2025-03-15,37974144_IA-300_2025-1,2025-03-15,5,Aprobado
44730308_DAT-305_2025-1_2025-03-15,44730308_DAT-305_2025-1,2025-03-15,2,Desaprobado
31848115_IA-400_2025-1_2025-03-15,31848115_IA-400_2025-1,2025-03-15,4,Aprobado
45474619_GEN-101_2025-1_2025-03-15,45474619_GEN-101_2025-1,2025-03-15,7,Aprobado
33568791_DAT-305_2025-1_2025-03-15,33568791_DAT-305_2025-1,2025-03-15,2,Desaprobado
47021675_MKT-200_2025-1_2025-03-15,47021675_MKT-200_2025-1,2025-03-15,3,Desaprobado
43991288_IA-400_2025-1_2025-03-15,43991288_IA-400_2025-1,2025-03-15,5,Aprobado
32705831_DAT-305_2025-1_2025-03-15,32705831_DAT-305_2025-1,2025-03-15,7,Aprobado
38452657_DAT-101_2025-1_2025-03-16,38452657_DAT-101_2025-1,2025-03-16,2,Desaprobado
39820530_UX-100_2025-1_2025-03-16,39820530_UX-100_2025-1,2025-03-16,6,Aprobado
32965831_UX-100_2025-1_2025-03-16,32965831_UX-100_2025-1,2025-03-16,10,Aprobado
35821025_DAT-201_2025-1_2025-03-16,35821025_DAT-201_2025-1,2025-03-16,7,Aprobado
43729856_NEG-400_2025-1_2025-03-16,43729856_NEG-400_2025-1,2025-03-16,5,Aprobado
41785959_GEN-101_2025-1_2025-03-16,41785959_GEN-101_2025-1,2025-03-16,6,Aprobado
36745278_UX-100_2025-1_2025-03-16,36745278_UX-100_2025-1,2025-03-16,4,Aprobado
32463030_MKT-200_2025-1_2025-03-16,32463030_MKT-200_2025-1,2025-03-16,2,Desaprobado
34896530_DAT-305_2025-1_2025-03-16,34896530_DAT-305_2025-1,2025-03-16,6,Aprobado
31278420_DAT-101_2025-1_2025-03-16,31278420_DAT-101_2025-1,2025-03-16,5,Aprobado
