Numero_Documento__c;Codigo_Materia;ID_Importacion;Anio_Lectivo
30216143;MKT-200;30216143-MKT200;2025 - II
30219683;UX-100;30219683-UX100;2025 - II
30219683;DEV-101;30219683-DEV101;2025 - II
30219683;DAT-305;30219683-DAT305;2025 - I
30224289;DAT-101;30224289-DAT101;2025 - II
30224289;MKT-200;30224289-MKT200;2025 - I
30224289;IA-300;30224289-IA300;2025 - I
30224289;GEN-101;30224289-GEN101;2025 - I
30226372;IA-300;30226372-IA300;2024 - II
30226372;NEG-400;30226372-NEG400;2024 - I
30227674;NEG-400;30227674-NEG400;2025 - I
30227674;UX-100;30227674-UX100;2025 - I
30230499;GEN-101;30230499-GEN101;2024 - II
30246491;DEV-101;30246491-DEV101;2024 - I
30246491;IA-300;30246491-IA300;2024 - I
30246491;DAT-101;30246491-DAT101;2024 - II
30252475;UX-100;30252475-UX100;2024 - I
30252475;GEN-101;30252475-GEN101;2024 - I
30261560;NEG-400;30261560-NEG400;2024 - II
30263228;IA-300;30263228-IA300;2024 - I
30268860;MKT-200;30268860-MKT200;2025 - I
30268860;DEV-101;30268860-DEV101;2025 - I
30268860;NEG-400;30268860-NEG400;2025 - I
30268860;IA-400;30268860-IA400;2025 - I
30268860;IA-300;30268860-IA300;2025 - I
30271801;DAT-101;30271801-DAT101;2025 - II
30271801;DEV-101;30271801-DEV101;2025 - II
30271801;GEN-101;30271801-GEN101;2025 - II
30271801;UX-100;30271801-UX100;2025 - II
30271801;NEG-400;30271801-NEG400;2025 - I
30271801;DAT-201;30271801-DAT201;2025 - II
30277884;GEN-101;30277884-GEN101;2025 - I
30277884;MKT-200;30277884-MKT200;2025 - I
30277884;DAT-305;30277884-DAT305;2025 - I
30278086;IA-400;30278086-IA400;2025 - II
30278086;IA-300;30278086-IA300;2025 - I
30278086;DAT-201;30278086-DAT201;2025 - II
30278086;DAT-101;30278086-DAT101;2025 - I
30278086;DAT-305;30278086-DAT305;2025 - II
30279612;DAT-101;30279612-DAT101;2024 - II
30279612;DAT-201;30279612-DAT201;2024 - I
30279612;MKT-200;30279612-MKT200;2024 - I
30283080;DAT-101;30283080-DAT101;2025 - II
30283080;DEV-101;30283080-DEV101;2025 - II
30283080;DAT-201;30283080-DAT201;2025 - II
30283080;UX-100;30283080-UX100;2025 - II
30283834;DEV-101;30283834-DEV101;2025 - I
30283834;IA-400;30283834-IA400;2025 - II
30283834;GEN-101;30283834-GEN101;2025 - I
30283834;DAT-201;30283834-DAT201;2025 - II
30283834;DAT-101;30283834-DAT101;2025 - II
30294943;MKT-200;30294943-MKT200;2025 - I
30294943;NEG-400;30294943-NEG400;2025 - I
30294943;DAT-305;30294943-DAT305;2025 - I
30300658;UX-100;30300658-UX100;2024 - II
30300658;IA-300;30300658-IA300;2024 - II
30300658;DAT-201;30300658-DAT201;2024 - I
30300948;MKT-200;30300948-MKT200;2024 - II
30301798;DEV-101;30301798-DEV101;2025 - I
30301798;IA-400;30301798-IA400;2025 - I
30301798;IA-300;30301798-IA300;2025 - I
30301798;GEN-101;30301798-GEN101;2025 - I
30301798;DAT-101;30301798-DAT101;2025 - I
30309712;DAT-101;30309712-DAT101;2024 - I
30309712;MKT-200;30309712-MKT200;2024 - I
30309712;NEG-400;30309712-NEG400;2024 - I
30321355;NEG-400;30321355-NEG400;2024 - I
30339434;DAT-201;30339434-DAT201;2024 - I
30342609;UX-100;30342609-UX100;2025 - II
30342609;NEG-400;30342609-NEG400;2025 - II
30342609;GEN-101;30342609-GEN101;2025 - I
30342609;DAT-305;30342609-DAT305;2025 - I
30344498;IA-400;30344498-IA400;2025 - I
30344498;MKT-200;30344498-MKT200;2025 - I
30344498;DAT-101;30344498-DAT101;2025 - II
30348701;IA-300;30348701-IA300;2024 - I
30348701;GEN-101;30348701-GEN101;2024 - I
30356437;DAT-201;30356437-DAT201;2025 - I
30356437;DAT-101;30356437-DAT101;2025 - I
30356437;DEV-101;30356437-DEV101;2025 - II
30356437;NEG-400;30356437-NEG400;2025 - I
30359807;MKT-200;30359807-MKT200;2024 - II
30362258;NEG-400;30362258-NEG400;2024 - I
30362736;DAT-101;30362736-DAT101;2025 - II
30365765;GEN-101;30365765-GEN101;2024 - I
30365765;DEV-101;30365765-DEV101;2024 - II
30367040;IA-300;30367040-IA300;2024 - II
30367578;DEV-101;30367578-DEV101;2024 - II
30367578;DAT-201;30367578-DAT201;2024 - II
30367578;UX-100;30367578-UX100;2024 - II
30370016;MKT-200;30370016-MKT200;2024 - I
30377321;DAT-305;30377321-DAT305;2025 - II
30377321;DAT-101;30377321-DAT101;2025 - I
30377321;UX-100;30377321-UX100;2025 - II
30377321;IA-300;30377321-IA300;2025 - II
30381511;UX-100;30381511-UX100;2025 - II
30381511;IA-400;30381511-IA400;2025 - II
30381511;GEN-101;30381511-GEN101;2025 - II
30382587;DEV-101;30382587-DEV101;2025 - I
30382587;DAT-101;30382587-DAT101;2025 - II
30382587;IA-300;30382587-IA300;2025 - I
30382587;NEG-400;30382587-NEG400;2025 - II
30386246;NEG-400;30386246-NEG400;2025 - I
30386246;DAT-305;30386246-DAT305;2025 - I
30386246;DAT-101;30386246-DAT101;2025 - I
30386246;GEN-101;30386246-GEN101;2025 - II
30386383;DAT-101;30386383-DAT101;2024 - I
30386383;DAT-201;30386383-DAT201;2024 - I
30394856;UX-100;30394856-UX100;2025 - II
30394856;IA-300;30394856-IA300;2025 - II
30395149;MKT-200;30395149-MKT200;2025 - II
30395149;UX-100;30395149-UX100;2025 - I
30395149;DEV-101;30395149-DEV101;2025 - I
30398761;IA-300;30398761-IA300;2024 - II
30398761;DAT-101;30398761-DAT101;2024 - II
30413264;DAT-101;30413264-DAT101;2024 - II
30413264;UX-100;30413264-UX100;2024 - II
30413264;IA-300;30413264-IA300;2024 - I
30416964;IA-300;30416964-IA300;2025 - II
30416964;DAT-101;30416964-DAT101;2025 - I
30430162;UX-100;30430162-UX100;2025 - I
30430162;MKT-200;30430162-MKT200;2025 - II
30430162;DEV-101;30430162-DEV101;2025 - I
30430162;DAT-305;30430162-DAT305;2025 - I
30430162;IA-300;30430162-IA300;2025 - I
30437958;MKT-200;30437958-MKT200;2024 - I
30445334;GEN-101;30445334-GEN101;2024 - I
30445520;DAT-201;30445520-DAT201;2024 - II
30465936;DAT-101;30465936-DAT101;2024 - I
30469731;DAT-101;30469731-DAT101;2024 - II
30469731;IA-300;30469731-IA300;2024 - II
30469731;GEN-101;30469731-GEN101;2024 - I
30483176;DEV-101;30483176-DEV101;2025 - I
30483176;DAT-305;30483176-DAT305;2025 - II
30483176;IA-400;30483176-IA400;2025 - II
30483176;GEN-101;30483176-GEN101;2025 - I
30506093;GEN-101;30506093-GEN101;2024 - II
30506093;NEG-400;30506093-NEG400;2024 - II
30506698;DAT-101;30506698-DAT101;2025 - II
30506698;IA-400;30506698-IA400;2025 - II
30506698;DAT-201;30506698-DAT201;2025 - II
30506698;MKT-200;30506698-MKT200;2025 - II
30506698;UX-100;30506698-UX100;2025 - I
30506698;GEN-101;30506698-GEN101;2025 - I
30507337;DEV-101;30507337-DEV101;2024 - I
30507337;IA-300;30507337-IA300;2024 - I
30520054;DEV-101;30520054-DEV101;2025 - I
30520054;MKT-200;30520054-MKT200;2025 - I
30523625;DAT-101;30523625-DAT101;2025 - I
30528419;UX-100;30528419-UX100;2025 - I
30528419;NEG-400;30528419-NEG400;2025 - II
30528419;IA-300;30528419-IA300;2025 - I
30530462;GEN-101;30530462-GEN101;2024 - II
30542692;GEN-101;30542692-GEN101;2024 - II
30542692;NEG-400;30542692-NEG400;2024 - I
30566758;UX-100;30566758-UX100;2024 - I
30566758;MKT-200;30566758-MKT200;2024 - II
30609077;GEN-101;30609077-GEN101;2024 - II
30609077;DAT-201;30609077-DAT201;2024 - II
30616294;DAT-201;30616294-DAT201;2024 - II
30619113;NEG-400;30619113-NEG400;2024 - II
30619113;GEN-101;30619113-GEN101;2024 - I
30619113;DEV-101;30619113-DEV101;2024 - I
30619113;MKT-200;30619113-MKT200;2024 - I
30639152;DAT-101;30639152-DAT101;2025 - II
30639152;DEV-101;30639152-DEV101;2025 - II
30639152;DAT-201;30639152-DAT201;2025 - I
30639152;GEN-101;30639152-GEN101;2025 - II
30639152;IA-300;30639152-IA300;2025 - II
30639152;NEG-400;30639152-NEG400;2025 - II
30642032;DAT-201;30642032-DAT201;2024 - II
30642032;MKT-200;30642032-MKT200;2024 - II
30642032;NEG-400;30642032-NEG400;2024 - II
30642032;DEV-101;30642032-DEV101;2024 - II
30649167;IA-400;30649167-IA400;2025 - II
30649167;NEG-400;30649167-NEG400;2025 - I
30649167;MKT-200;30649167-MKT200;2025 - I
30649167;DAT-201;30649167-DAT201;2025 - II
30662919;IA-400;30662919-IA400;2025 - II
30672524;DAT-201;30672524-DAT201;2025 - II
30672524;UX-100;30672524-UX100;2025 - I
30672524;GEN-101;30672524-GEN101;2025 - II
30672524;IA-300;30672524-IA300;2025 - I
30674136;IA-400;30674136-IA400;2025 - II
30674136;UX-100;30674136-UX100;2025 - II
30674136;NEG-400;30674136-NEG400;2025 - I
30677244;DEV-101;30677244-DEV101;2025 - II
30677244;UX-100;30677244-UX100;2025 - I
30677244;IA-400;30677244-IA400;2025 - II
30677244;NEG-400;30677244-NEG400;2025 - I
30677244;DAT-101;30677244-DAT101;2025 - II
30679979;IA-400;30679979-IA400;2025 - II
30679979;IA-300;30679979-IA300;2025 - II
30680437;MKT-200;30680437-MKT200;2024 - I
30680437;DEV-101;30680437-DEV101;2024 - I
30682265;DEV-101;30682265-DEV101;2024 - II
30700814;DAT-201;30700814-DAT201;2024 - II
30700814;DAT-101;30700814-DAT101;2024 - I
30703214;NEG-400;30703214-NEG400;2025 - I
30703214;DAT-101;30703214-DAT101;2025 - II
30703214;DAT-305;30703214-DAT305;2025 - II
30703214;GEN-101;30703214-GEN101;2025 - I
30703214;IA-400;30703214-IA400;2025 - II
30703214;UX-100;30703214-UX100;2025 - I
30703214;DEV-101;30703214-DEV101;2025 - I
30713710;UX-100;30713710-UX100;2025 - I
30713710;MKT-200;30713710-MKT200;2025 - I
30713710;NEG-400;30713710-NEG400;2025 - I
30713710;IA-300;30713710-IA300;2025 - II
30713710;DAT-201;30713710-DAT201;2025 - I
30716676;NEG-400;30716676-NEG400;2024 - II
30716676;UX-100;30716676-UX100;2024 - II
30719634;DAT-305;30719634-DAT305;2025 - II
30719634;MKT-200;30719634-MKT200;2025 - I
30723545;UX-100;30723545-UX100;2024 - I
30735404;DEV-101;30735404-DEV101;2024 - II
30757580;NEG-400;30757580-NEG400;2024 - II
30763126;DAT-201;30763126-DAT201;2024 - II
30763137;DAT-101;30763137-DAT101;2024 - I
30763137;DAT-201;30763137-DAT201;2024 - II
30766010;IA-300;30766010-IA300;2025 - I
30766010;IA-400;30766010-IA400;2025 - II
30772589;UX-100;30772589-UX100;2024 - II
30781172;DAT-305;30781172-DAT305;2025 - I
30781172;MKT-200;30781172-MKT200;2025 - I
30781172;DAT-101;30781172-DAT101;2025 - II
30781172;UX-100;30781172-UX100;2025 - II
30781172;IA-300;30781172-IA300;2025 - I
30782743;IA-300;30782743-IA300;2024 - I
30789190;IA-400;30789190-IA400;2025 - II
30789190;DAT-305;30789190-DAT305;2025 - I
30789190;UX-100;30789190-UX100;2025 - II
30789190;IA-300;30789190-IA300;2025 - I
30789190;GEN-101;30789190-GEN101;2025 - I
30800017;DAT-305;30800017-DAT305;2025 - II
30800017;UX-100;30800017-UX100;2025 - I
30800017;DAT-101;30800017-DAT101;2025 - II
30800017;IA-300;30800017-IA300;2025 - I
30800017;MKT-200;30800017-MKT200;2025 - I
30808302;GEN-101;30808302-GEN101;2024 - II
30808302;MKT-200;30808302-MKT200;2024 - II
30808375;UX-100;30808375-UX100;2025 - I
30808375;DAT-201;30808375-DAT201;2025 - I
30808375;IA-400;30808375-IA400;2025 - II
30808375;DEV-101;30808375-DEV101;2025 - I
30808375;NEG-400;30808375-NEG400;2025 - II
30811908;UX-100;30811908-UX100;2025 - I
30811908;GEN-101;30811908-GEN101;2025 - II
30811908;DEV-101;30811908-DEV101;2025 - II
30811908;IA-400;30811908-IA400;2025 - II
30815585;IA-300;30815585-IA300;2024 - II
30820105;DEV-101;30820105-DEV101;2025 - II
30820105;GEN-101;30820105-GEN101;2025 - I
30820105;DAT-201;30820105-DAT201;2025 - I
30839312;UX-100;30839312-UX100;2025 - II
30839312;MKT-200;30839312-MKT200;2025 - II
30839312;IA-400;30839312-IA400;2025 - I
30851248;IA-400;30851248-IA400;2025 - II
30851248;MKT-200;30851248-MKT200;2025 - II
30851248;UX-100;30851248-UX100;2025 - II
30851248;DAT-305;30851248-DAT305;2025 - II
30851248;DAT-201;30851248-DAT201;2025 - II
30856430;DAT-201;30856430-DAT201;2024 - I
30858543;IA-300;30858543-IA300;2025 - II
30858543;MKT-200;30858543-MKT200;2025 - II
30858543;GEN-101;30858543-GEN101;2025 - II
30894734;NEG-400;30894734-NEG400;2024 - II
30898022;UX-100;30898022-UX100;2024 - II
30910226;DEV-101;30910226-DEV101;2024 - II
30923193;GEN-101;30923193-GEN101;2025 - I
30923193;IA-300;30923193-IA300;2025 - I
30923193;DAT-305;30923193-DAT305;2025 - I
30926558;UX-100;30926558-UX100;2024 - I
30926558;DEV-101;30926558-DEV101;2024 - II
30941372;DEV-101;30941372-DEV101;2024 - II
30941372;UX-100;30941372-UX100;2024 - I
30946573;NEG-400;30946573-NEG400;2025 - II
30946573;DAT-201;30946573-DAT201;2025 - II
30946573;MKT-200;30946573-MKT200;2025 - I
30946573;IA-300;30946573-IA300;2025 - II
30946614;DAT-201;30946614-DAT201;2024 - II
30946614;MKT-200;30946614-MKT200;2024 - I
30958838;DAT-201;30958838-DAT201;2025 - I
30958838;DAT-305;30958838-DAT305;2025 - II
30958838;DEV-101;30958838-DEV101;2025 - II
30958838;IA-300;30958838-IA300;2025 - I
30961379;MKT-200;30961379-MKT200;2024 - II
30966401;UX-100;30966401-UX100;2024 - I
30973506;NEG-400;30973506-NEG400;2025 - I
30973506;IA-400;30973506-IA400;2025 - I
30974929;MKT-200;30974929-MKT200;2024 - I
30985783;MKT-200;30985783-MKT200;2024 - II
30985783;DAT-101;30985783-DAT101;2024 - I
30996789;IA-300;30996789-IA300;2024 - II
30996789;UX-100;30996789-UX100;2024 - II
31015246;DAT-101;31015246-DAT101;2025 - II
31015246;UX-100;31015246-UX100;2025 - I
31015246;DAT-201;31015246-DAT201;2025 - I
31015246;IA-400;31015246-IA400;2025 - I
31017566;MKT-200;31017566-MKT200;2024 - II
31020972;DAT-201;31020972-DAT201;2025 - II
31020972;IA-300;31020972-IA300;2025 - I
31020972;NEG-400;31020972-NEG400;2025 - II
31020972;MKT-200;31020972-MKT200;2025 - I
31036656;DAT-201;31036656-DAT201;2024 - II
31036656;IA-300;31036656-IA300;2024 - II
31061893;DAT-101;31061893-DAT101;2024 - I
31061893;IA-300;31061893-IA300;2024 - I
31065119;NEG-400;31065119-NEG400;2024 - I
31067946;IA-300;31067946-IA300;2025 - I
31067946;DAT-101;31067946-DAT101;2025 - I
31067946;UX-100;31067946-UX100;2025 - II
31067946;MKT-200;31067946-MKT200;2025 - II
31071888;IA-300;31071888-IA300;2024 - II
31071888;GEN-101;31071888-GEN101;2024 - II
31076430;DAT-101;31076430-DAT101;2025 - I
31076430;DAT-305;31076430-DAT305;2025 - II
31076430;GEN-101;31076430-GEN101;2025 - II
31076430;MKT-200;31076430-MKT200;2025 - II
31081090;UX-100;31081090-UX100;2025 - I
31081090;DAT-201;31081090-DAT201;2025 - II
31081090;NEG-400;31081090-NEG400;2025 - II
31087473;UX-100;31087473-UX100;2024 - I
31087473;IA-300;31087473-IA300;2024 - II
31099331;GEN-101;31099331-GEN101;2025 - I
31102495;UX-100;31102495-UX100;2024 - II
31102495;MKT-200;31102495-MKT200;2024 - II
31110381;DAT-305;31110381-DAT305;2025 - I
31116340;DEV-101;31116340-DEV101;2025 - II
31122274;IA-300;31122274-IA300;2024 - I
31134185;MKT-200;31134185-MKT200;2024 - II
31134185;NEG-400;31134185-NEG400;2024 - I
31134185;DAT-101;31134185-DAT101;2024 - II
31136038;NEG-400;31136038-NEG400;2025 - I
31136038;UX-100;31136038-UX100;2025 - II
31136038;DAT-305;31136038-DAT305;2025 - II
31136038;MKT-200;31136038-MKT200;2025 - II
31136038;DAT-201;31136038-DAT201;2025 - I
31153469;UX-100;31153469-UX100;2025 - I
31153469;GEN-101;31153469-GEN101;2025 - II
31153469;NEG-400;31153469-NEG400;2025 - I
31153469;IA-400;31153469-IA400;2025 - I
31158762;DAT-201;31158762-DAT201;2024 - II
31158762;IA-300;31158762-IA300;2024 - I
31162466;DAT-201;31162466-DAT201;2024 - II
31162466;DAT-101;31162466-DAT101;2024 - II
31162466;DEV-101;31162466-DEV101;2024 - I
31162466;MKT-200;31162466-MKT200;2024 - II
31165911;NEG-400;31165911-NEG400;2024 - I
31173022;DAT-305;31173022-DAT305;2025 - II
31177427;MKT-200;31177427-MKT200;2025 - I
31177427;UX-100;31177427-UX100;2025 - I
31177427;DAT-305;31177427-DAT305;2025 - II
31178906;DEV-101;31178906-DEV101;2024 - II
31178906;NEG-400;31178906-NEG400;2024 - II
31178906;UX-100;31178906-UX100;2024 - I
31178906;GEN-101;31178906-GEN101;2024 - II
31181222;MKT-200;31181222-MKT200;2025 - I
31181222;UX-100;31181222-UX100;2025 - II
31185224;IA-300;31185224-IA300;2024 - I
31185224;NEG-400;31185224-NEG400;2024 - I
31185628;UX-100;31185628-UX100;2025 - I
31185628;MKT-200;31185628-MKT200;2025 - II
31185628;IA-300;31185628-IA300;2025 - I
31185628;GEN-101;31185628-GEN101;2025 - II
31187731;NEG-400;31187731-NEG400;2024 - II
31187731;IA-300;31187731-IA300;2024 - I
31187731;MKT-200;31187731-MKT200;2024 - I
31188805;NEG-400;31188805-NEG400;2024 - I
31205804;GEN-101;31205804-GEN101;2024 - II
31205804;DAT-101;31205804-DAT101;2024 - I
31205804;NEG-400;31205804-NEG400;2024 - I
31206140;GEN-101;31206140-GEN101;2025 - I
31206140;MKT-200;31206140-MKT200;2025 - II
31206140;DAT-201;31206140-DAT201;2025 - II
31209670;MKT-200;31209670-MKT200;2025 - II
31209670;DAT-101;31209670-DAT101;2025 - II
31221480;IA-400;31221480-IA400;2025 - I
31221480;IA-300;31221480-IA300;2025 - II
31221480;DAT-305;31221480-DAT305;2025 - I
31221480;GEN-101;31221480-GEN101;2025 - II
31221480;UX-100;31221480-UX100;2025 - I
31221561;DAT-305;31221561-DAT305;2025 - II
31221561;IA-400;31221561-IA400;2025 - I
31221561;UX-100;31221561-UX100;2025 - II
31221561;GEN-101;31221561-GEN101;2025 - I
31222266;IA-300;31222266-IA300;2024 - I
31230787;DEV-101;31230787-DEV101;2024 - I
31239788;DEV-101;31239788-DEV101;2025 - I
31239788;GEN-101;31239788-GEN101;2025 - I
31239788;IA-400;31239788-IA400;2025 - I
31239788;DAT-101;31239788-DAT101;2025 - II
31261719;IA-400;31261719-IA400;2025 - I
31261719;IA-300;31261719-IA300;2025 - I
31261719;DEV-101;31261719-DEV101;2025 - I
31262811;MKT-200;31262811-MKT200;2024 - II
31263287;UX-100;31263287-UX100;2024 - I
31263287;GEN-101;31263287-GEN101;2024 - II
31263287;IA-300;31263287-IA300;2024 - I
31271467;NEG-400;31271467-NEG400;2024 - II
31271467;MKT-200;31271467-MKT200;2024 - II
31271467;DEV-101;31271467-DEV101;2024 - II
31271467;IA-300;31271467-IA300;2024 - II
31277192;MKT-200;31277192-MKT200;2025 - II
31277192;NEG-400;31277192-NEG400;2025 - I
31277192;DEV-101;31277192-DEV101;2025 - II
31277192;IA-400;31277192-IA400;2025 - II
31278420;NEG-400;31278420-NEG400;2025 - I
31278420;GEN-101;31278420-GEN101;2025 - II
31278420;DAT-101;31278420-DAT101;2025 - I
31278420;MKT-200;31278420-MKT200;2025 - II
31295512;DAT-201;31295512-DAT201;2024 - I
31295512;MKT-200;31295512-MKT200;2024 - II
31295512;DEV-101;31295512-DEV101;2024 - I
31297438;DAT-305;31297438-DAT305;2025 - II
31297438;IA-400;31297438-IA400;2025 - II
31297438;NEG-400;31297438-NEG400;2025 - II
31297438;DAT-101;31297438-DAT101;2025 - II
31297438;UX-100;31297438-UX100;2025 - I
31301580;MKT-200;31301580-MKT200;2024 - II
31303564;DAT-201;31303564-DAT201;2024 - I
31305554;IA-300;31305554-IA300;2024 - II
31313953;UX-100;31313953-UX100;2025 - I
31313953;IA-300;31313953-IA300;2025 - I
31313953;NEG-400;31313953-NEG400;2025 - I
31313953;DAT-101;31313953-DAT101;2025 - II
31313953;IA-400;31313953-IA400;2025 - I
31318273;MKT-200;31318273-MKT200;2025 - I
31318273;UX-100;31318273-UX100;2025 - I
31318273;DAT-305;31318273-DAT305;2025 - I
31324108;DEV-101;31324108-DEV101;2025 - II
31324108;UX-100;31324108-UX100;2025 - II
31324108;DAT-101;31324108-DAT101;2025 - I
31324108;NEG-400;31324108-NEG400;2025 - I
31324108;GEN-101;31324108-GEN101;2025 - II
31326547;IA-300;31326547-IA300;2024 - I
31332769;IA-400;31332769-IA400;2025 - II
31332769;UX-100;31332769-UX100;2025 - I
31332769;NEG-400;31332769-NEG400;2025 - I
31332769;DAT-305;31332769-DAT305;2025 - I
31332769;IA-300;31332769-IA300;2025 - II
31332769;GEN-101;31332769-GEN101;2025 - I
31332769;MKT-200;31332769-MKT200;2025 - I
31349203;NEG-400;31349203-NEG400;2025 - II
31349203;DAT-201;31349203-DAT201;2025 - II
31349203;UX-100;31349203-UX100;2025 - I
31349203;MKT-200;31349203-MKT200;2025 - I
31349203;DAT-101;31349203-DAT101;2025 - I
31352683;UX-100;31352683-UX100;2024 - I
31352683;MKT-200;31352683-MKT200;2024 - I
31355414;DAT-305;31355414-DAT305;2025 - I
31355414;UX-100;31355414-UX100;2025 - I
31355414;GEN-101;31355414-GEN101;2025 - II
31355414;MKT-200;31355414-MKT200;2025 - II
31355414;DAT-101;31355414-DAT101;2025 - I
31356012;MKT-200;31356012-MKT200;2024 - I
31356012;DAT-101;31356012-DAT101;2024 - I
31356012;UX-100;31356012-UX100;2024 - II
31360651;DAT-201;31360651-DAT201;2025 - I
31360651;DAT-101;31360651-DAT101;2025 - I
31360651;GEN-101;31360651-GEN101;2025 - II
31360651;IA-400;31360651-IA400;2025 - II
31365812;IA-300;31365812-IA300;2025 - I
31365812;DAT-101;31365812-DAT101;2025 - II
31365812;MKT-200;31365812-MKT200;2025 - I
31365812;NEG-400;31365812-NEG400;2025 - II
31365812;DEV-101;31365812-DEV101;2025 - II
31366271;MKT-200;31366271-MKT200;2024 - I
31366271;IA-300;31366271-IA300;2024 - II
31370404;DAT-201;31370404-DAT201;2024 - I
31370404;IA-300;31370404-IA300;2024 - I
31370404;GEN-101;31370404-GEN101;2024 - I
31379248;MKT-200;31379248-MKT200;2024 - I
31379839;MKT-200;31379839-MKT200;2025 - I
31379839;DAT-101;31379839-DAT101;2025 - I
31379839;UX-100;31379839-UX100;2025 - II
31379964;IA-300;31379964-IA300;2024 - I
31379964;GEN-101;31379964-GEN101;2024 - I
31379964;NEG-400;31379964-NEG400;2024 - I
31388447;IA-300;31388447-IA300;2024 - II
31399534;GEN-101;31399534-GEN101;2024 - II
31399534;NEG-400;31399534-NEG400;2024 - I
31399534;DAT-101;31399534-DAT101;2024 - II
31404097;DAT-101;31404097-DAT101;2024 - II
31425696;IA-300;31425696-IA300;2025 - I
31425696;DAT-201;31425696-DAT201;2025 - I
31425696;NEG-400;31425696-NEG400;2025 - II
31438321;NEG-400;31438321-NEG400;2024 - I
31438742;DEV-101;31438742-DEV101;2024 - I
31438742;IA-300;31438742-IA300;2024 - II
31442827;DEV-101;31442827-DEV101;2024 - II
31442827;MKT-200;31442827-MKT200;2024 - I
31445923;IA-300;31445923-IA300;2025 - I
31445923;GEN-101;31445923-GEN101;2025 - II
31445923;IA-400;31445923-IA400;2025 - II
31445923;DEV-101;31445923-DEV101;2025 - I
31451368;DEV-101;31451368-DEV101;2024 - II
31453197;MKT-200;31453197-MKT200;2024 - I
31453197;DAT-201;31453197-DAT201;2024 - I
31453197;GEN-101;31453197-GEN101;2024 - II
31467025;NEG-400;31467025-NEG400;2025 - II
31467025;DAT-305;31467025-DAT305;2025 - II
