Nombre;Apellido;Numero_Documento__c;Email;Telefono;Rol__c;Tipo_Documento__c
Maximo;Gonzalez;30506093;maximo.gonzalez@gmail.com;+54939028521;Alumno;DNI
Zoe;Vera;30506698;zoe.vera@gmail.com;+54937877001;Alumno;DNI
Victoria;Fernandez;30507337;victoria.fernandez@gmail.com;+54938756904;Alumno;DNI
Juan Bautista;Cardozo;30520054;juan.bautista.cardozo@gmail.com;+54925311496;Alumno;DNI
Renzo;Rodriguez;30523625;renzo.rodriguez@gmail.com;+54926961633;Alumno;DNI
Antonio;Ledesma;30528419;antonio.ledesma@gmail.com;+54938789658;Alumno;DNI
Mora;Sanchez;30530462;mora.sanchez@hotmail.com;+54937532126;Alumno;DNI
Alexander;Soto;30542692;alexander.soto@yahoo.com;+54932953328;Alumno;DNI
Olivia;Rodriguez;30566758;olivia.rodriguez@gmail.com;+54934641700;Alumno;DNI
Sofia;Mendoza;30609077;sofia.mendoza@gmail.com;+54937446115;Alumno;DNI
Dante;Castro;30616294;dante.castro@gmail.com;+54924034212;Alumno;DNI
Lola;Farias;30619113;lola.farias@outlook.com;+54934121839;Alumno;DNI
Abigail;Luna;30639152;abigail.luna@gmail.com;+54926069413;Alumno;DNI
Amparo;Ojeda;30642032;amparo.ojeda@outlook.com;+54924913594;Alumno;DNI
Guillermina;Sosa;30649167;guillermina.sosa@gmail.com;+54928499225;Alumno;DNI
Victoria;Coronel;30662919;victoria.coronel@gmail.com;+54937356390;Alumno;DNI
Francisco;Romero;30672524;francisco.romero@gmail.com;+54923574938;Alumno;DNI
Tiziana;Fernandez;30674136;tiziana.fernandez@gmail.com;+54931222104;Alumno;DNI
Francisco;Correa;30677244;francisco.correa@gmail.com;+54929542808;Alumno;DNI
Luana;Fernandez;30679979;luana.fernandez@gmail.com;+54927672428;Alumno;DNI
Bautista;Nuñez;30680437;bautista.nunez@yahoo.com;+54933545747;Alumno;DNI
Alma Valentina;Gomez;30682265;alma.valentina.gomez@hotmail.com;+54935613635;Alumno;DNI
Rafael;Ledesma;30700814;rafael.ledesma@yahoo.com;+54929762954;Alumno;DNI
Emilia;Cardozo;30703214;emilia.cardozo@gmail.com;+54938751081;Alumno;DNI
Julia;Gonzalez;30713710;julia.gonzalez@gmail.com;+54922643330;Alumno;DNI
Geronimo;Mansilla;30716676;geronimo.mansilla@hotmail.com;+54927838410;Alumno;DNI
Mateo Joaquin;Garcia;30719634;mateo.joaquin.garcia@gmail.com;+54921650258;Alumno;DNI
Lautaro Benjamin;Benitez;30723545;lautaro.benjamin.benitez@gmail.com;+54931463065;Alumno;DNI
Victoria;Suarez;30735404;victoria.suarez@yahoo.com;+54939001818;Alumno;DNI
Geronimo;Rodriguez;30757580;geronimo.rodriguez@outlook.com;+54936379605;Alumno;DNI
Isabella;Gonzalez;30763126;isabella.gonzalez@outlook.com;+54936271435;Alumno;DNI
Valentina ;Suarez;30763137;valentina.suarez@gmail.com;+54938343966;Alumno;DNI
Benjamin;Paz;30766010;benjamin.paz@gmail.com;+54927295916;Alumno;DNI
Nina;Diaz;30772589;nina.diaz@hotmail.com;+54928153940;Alumno;DNI
Ian;Morales;30781172;ian.morales@gmail.com;+54928455090;Alumno;DNI
Alma Valentina;Molina;30782743;alma.valentina.molina@outlook.com;+54924796504;Alumno;DNI
Gonzalo;Moyano;30789190;gonzalo.moyano@gmail.com;+54938251992;Alumno;DNI
Juan Cruz;Moyano;30800017;juan.cruz.moyano@gmail.com;+54928081024;Alumno;DNI
Felicitas;Cruz;30808302;felicitas.cruz@outlook.com;+54928108883;Alumno;DNI
Santiago;Morales;30808375;santiago.morales@gmail.com;+54937132441;Alumno;DNI
Victoria;Castro;30811908;victoria.castro@gmail.com;+54921816193;Alumno;DNI
Gael;Rojas;30815585;gael.rojas@outlook.com;+54939458368;Alumno;DNI
Alma;Fernandez;30820105;alma.fernandez@gmail.com;+54928253545;Alumno;DNI
Jazmín;Mendez;30839312;jazmin.mendez@gmail.com;+54934934706;Alumno;DNI
Victoria;Fernandez;30851248;victoria.fernandez@gmail.com;+54935324132;Alumno;DNI
Simon;Torres;30856430;simon.torres@outlook.com;+54933762366;Alumno;DNI
Salvador;Martinez;30858543;salvador.martinez@gmail.com;+54932551941;Alumno;DNI
Vicente;Valdez;30894734;vicente.valdez@yahoo.com;+54923317386;Alumno;DNI
Juan Pablo;Sanchez;30898022;juan.pablo.sanchez@hotmail.com;+54926923092;Alumno;DNI
Santino;Barrios;30910226;santino.barrios@hotmail.com;+54936008433;Alumno;DNI
Mateo Joaquin;Olivera;30923193;mateo.joaquin.olivera@gmail.com;+54924810044;Alumno;DNI
Augusto;Flores;30926558;augusto.flores@yahoo.com;+54937045207;Alumno;DNI
Ciro;Lopez;30941372;ciro.lopez@yahoo.com;+54935053066;Alumno;DNI
Luisina;Juarez;30946573;luisina.juarez@gmail.com;+54925128164;Alumno;DNI
Sofia;Godoy;30946614;sofia.godoy@hotmail.com;+54922777438;Alumno;DNI
Nahuel;Ojeda;30958838;nahuel.ojeda@gmail.com;+54938924032;Alumno;DNI
Angel Gabriel;Gonzalez;30961379;angel.gabriel.gonzalez@outlook.com;+54935816868;Alumno;DNI
Guadalupe;Rivero;30966401;guadalupe.rivero@yahoo.com;+54932427856;Alumno;DNI
Lucía;Castro;30973506;lucia.castro@gmail.com;+54926142638;Alumno;DNI
Emma;Rodriguez;30974929;emma.rodriguez@yahoo.com;+54934249857;Alumno;DNI
Santino;Garcia;30985783;santino.garcia@yahoo.com;+54936037412;Alumno;DNI
Matilda;Quiroga;30996789;matilda.quiroga@yahoo.com;+54927434973;Alumno;DNI
Lautaro Ezequiel;Rodriguez;31015246;lautaro.ezequiel.rodriguez@gmail.com;+54923127513;Alumno;DNI
Martina;Coronel;31017566;martina.coronel@hotmail.com;+54936757611;Alumno;DNI
Emma;Acosta;31020972;emma.acosta@gmail.com;+54927004343;Alumno;DNI
Enzo;Lopez;31036656;enzo.lopez@gmail.com;+54936726666;Alumno;DNI
Felipe;Martinez;31061893;felipe.martinez@gmail.com;+54933115083;Alumno;DNI
Bruno;Moyano;31065119;bruno.moyano@yahoo.com;+54927972420;Alumno;DNI
Sol;Gomez;31067946;sol.gomez@gmail.com;+54939800115;Alumno;DNI
Ambar;Carrizo;31071888;ambar.carrizo@gmail.com;+54922042253;Alumno;DNI
Valentina;Ramirez;31076430;valentina.ramirez@gmail.com;+54936451465;Alumno;DNI
Tomás;Martinez;31081090;tomas.martinez@gmail.com;+54932592795;Alumno;DNI
Alfonsina;Perez;31087473;alfonsina.perez@yahoo.com;+54934657235;Alumno;DNI
Alma;Cardozo;31099331;alma.cardozo@gmail.com;+54931610436;Alumno;DNI
Zoe Jazmin;Duarte;31102495;zoe.jazmin.duarte@hotmail.com;+54926331110;Alumno;DNI
Julieta;Luna;31110381;julieta.luna@gmail.com;+54932483787;Alumno;DNI
Faustino;Ramirez;31116340;faustino.ramirez@gmail.com;+54921602057;Alumno;DNI
Santiago;Muñoz;31122274;santiago.munoz@yahoo.com;+54929574262;Alumno;DNI
Juliana;Ramos;31134185;juliana.ramos@hotmail.com;+54929073471;Alumno;DNI
Vicente;Gonzalez;31136038;vicente.gonzalez@gmail.com;+54929711423;Alumno;DNI
Juana;Rodriguez;31153469;juana.rodriguez@gmail.com;+54938048052;Alumno;DNI
Kiara;Ramos;31158762;kiara.ramos@outlook.com;+54934738411;Alumno;DNI
Josefina;Escobar;31162466;josefina.escobar@outlook.com;+54937252282;Alumno;DNI
Delfina;Godoy;31165911;delfina.godoy@gmail.com;+54929463828;Alumno;DNI
Franco;Mendez;31173022;franco.mendez@gmail.com;+54932261478;Alumno;DNI
Lucía ;Fernandez;31177427;lucia.fernandez@gmail.com;+54929143080;Alumno;DNI
Juan Bautista;Garcia;31178906;juan.bautista.garcia@hotmail.com;+54925304519;Alumno;DNI
Mora;Gonzalez;31181222;mora.gonzalez@gmail.com;+54925210276;Alumno;DNI
Franco;Sanchez;31185224;franco.sanchez@yahoo.com;+54929936412;Alumno;DNI
Franco;Miranda;31185628;franco.miranda@gmail.com;+54921233316;Alumno;DNI
Maria Luz;Sanchez;31187731;maria.luz.sanchez@gmail.com;+54925229265;Alumno;DNI
Isabella;Fernandez;31188805;isabella.fernandez@hotmail.com;+54932127662;Alumno;DNI
Felipe;Quiroga;31205804;felipe.quiroga@yahoo.com;+54931358421;Alumno;DNI
Tomas;Pereyra;31206140;tomas.pereyra@gmail.com;+54937975403;Alumno;DNI
Tobias;Torres;31209670;tobias.torres@gmail.com;+54923617501;Alumno;DNI
Lorenzo;Olivera;31221480;lorenzo.olivera@gmail.com;+54935308326;Alumno;DNI
Francisco;Nuñez;31221561;francisco.nunez@gmail.com;+54923038793;Alumno;DNI
Juana;Medina;31222266;juana.medina@gmail.com;+54926469865;Alumno;DNI
Tiziano Benjamin;Gomez;31230787;tiziano.benjamin.gomez@gmail.com;+54927994843;Alumno;DNI
Tomás;Soria;31239788;tomas.soria@gmail.com;+54929062250;Alumno;DNI
Ian Benjamin;Bravo;31261719;ian.benjamin.bravo@gmail.com;+54924108723;Alumno;DNI
Sofía;Martinez;31262811;sofia.martinez@yahoo.com;+54925614182;Alumno;DNI
Ian Benjamin;Moyano;31263287;ian.benjamin.moyano@outlook.com;+54929369912;Alumno;DNI
Mateo;Vargas;31271467;mateo.vargas@yahoo.com;+54927275989;Alumno;DNI
Joaquin;Vera;31277192;joaquin.vera@gmail.com;+54933957546;Alumno;DNI
Catalina;Gonzalez;31278420;catalina.gonzalez@gmail.com;+54928520968;Alumno;DNI
Sofia Belen;Benitez;31295512;sofia.belen.benitez@gmail.com;+54924655624;Alumno;DNI
Catalina;Benitez;31297438;catalina.benitez@gmail.com;+54931867579;Alumno;DNI
Delfina;Barrios;31301580;delfina.barrios@yahoo.com;+54924043585;Alumno;DNI
Benjamin;Molina;31303564;benjamin.molina@gmail.com;+54936243883;Alumno;DNI
Juan Martin;Gutierrez;31305554;juan.martin.gutierrez@yahoo.com;+54935385954;Alumno;DNI
Santino Ezequiel;Quiroga;31313953;santino.ezequiel.quiroga@gmail.com;+54929301507;Alumno;DNI
Guadalupe;Hernandez;31318273;guadalupe.hernandez@gmail.com;+54937870236;Alumno;DNI
Sol;Herrera;31324108;sol.herrera@gmail.com;+54935536298;Alumno;DNI
Mateo;Pereyra;31326547;mateo.pereyra@yahoo.com;+54931732926;Alumno;DNI
Juan Bautista;Acosta;31332769;juan.bautista.acosta@gmail.com;+54921618024;Alumno;DNI
Juan Cruz;Flores;31349203;juan.cruz.flores@gmail.com;+54938451594;Alumno;DNI
Francesca;Alvarez;31352683;francesca.alvarez@outlook.com;+54922918928;Alumno;DNI
Martina;Ledesma;31355414;martina.ledesma@gmail.com;+54928597962;Alumno;DNI
Thiago Benjamin;Benitez;31356012;thiago.benjamin.benitez@yahoo.com;+54925227068;Alumno;DNI
Ian Ezequiel;Silva;31360651;ian.ezequiel.silva@gmail.com;+54938296877;Alumno;DNI
Maria Luz;Moyano;31365812;maria.luz.moyano@gmail.com;+54938565055;Alumno;DNI
Martina;Molina;31366271;martina.molina@gmail.com;+54923195813;Alumno;DNI
Antonia;Quiroga;31370404;antonia.quiroga@outlook.com;+54926370380;Alumno;DNI
Joaquín;Sosa;31379248;joaquin.sosa@outlook.com;+54929752269;Alumno;DNI
Delfina;Diaz;31379839;delfina.diaz@gmail.com;+54939775615;Alumno;DNI
Bastian;Castro;31379964;bastian.castro@gmail.com;+54938576198;Alumno;DNI
Benjamin;Gomez;31388447;benjamin.gomez@gmail.com;+54932557426;Alumno;DNI
Felipe;Gonzalez;31399534;felipe.gonzalez@gmail.com;+54927558309;Alumno;DNI
Juan Ignacio;Fernandez;31404097;juan.ignacio.fernandez@hotmail.com;+54929222941;Alumno;DNI
Juan Ignacio;Cabrera;31425696;juan.ignacio.cabrera@gmail.com;+54922376605;Alumno;DNI
Isabella;Perez;31438321;isabella.perez@yahoo.com;+54929395443;Alumno;DNI
Thiago Daniel;Gonzalez;31438742;thiago.daniel.gonzalez@gmail.com;+54937586863;Alumno;DNI
Micaela;Sosa;31442827;micaela.sosa@outlook.com;+54939513445;Alumno;DNI
Benjamin;Ortiz;31445923;benjamin.ortiz@gmail.com;+54934918793;Alumno;DNI
Santino Gabriel;Perez;31451368;santino.gabriel.perez@yahoo.com;+54929559114;Alumno;DNI
Mateo Benjamin;Gimenez;31453197;mateo.benjamin.gimenez@gmail.com;+54934536421;Alumno;DNI
Bautista;Perez;31467025;bautista.perez@gmail.com;+54924906807;Alumno;DNI
Thiago Benjamin;Acosta;31471846;thiago.benjamin.acosta@gmail.com;+54938324833;Alumno;DNI
Victoria;Suarez;31485455;victoria.suarez@gmail.com;+54921183034;Alumno;DNI
Valentino;Torres;31486885;valentino.torres@gmail.com;+54936382030;Alumno;DNI
Ana Paula;Ruiz;31492591;ana.paula.ruiz@gmail.com;+54925733008;Alumno;DNI
Juan;Aguirre;31500794;juan.aguirre@gmail.com;+54924690424;Alumno;DNI
Violeta;Vazquez;31509667;violeta_vazquez24@nuevo-email.com;+54936964967;Alumno;DNI
Juan Ignacio;Navarro;31510273;juan.ignacio.navarro@gmail.com;+54932127446;Alumno;DNI
Emma;Perez;31528064;emma.perez@gmail.com;+54927361269;Alumno;DNI
Valentina;Nuñez;31528900;valentina.nunez@gmail.com;+54929727667;Alumno;DNI
Bianca;Miranda;31531992;bianca.miranda@gmail.com;+54929210384;Alumno;DNI
Lorenzo;Villalba;31544603;lorenzo.villalba@yahoo.com;+54929240341;Alumno;DNI
Thiago Valentin;Mansilla;31547849;thiago.valentin.mansilla@gmail.com;+54935152592;Alumno;DNI
Sofía;Rodriguez;31554768;sofia.rodriguez@outlook.com;+54935365898;Alumno;DNI
Juana;Ramirez;31559920;juana.ramirez@gmail.com;+54936654505;Alumno;DNI
Paula;Martinez;31562479;paula.martinez@gmail.com;+54939595067;Alumno;DNI
Sofia;Gonzalez;31562676;sofia.gonzalez@gmail.com;+54926846349;Alumno;DNI
Emanuel;Gomez;31576981;emanuel.gomez@gmail.com;+54937344828;Alumno;DNI
Matias;Martinez;31581376;matias.martinez@yahoo.com;+54939954031;Alumno;DNI
Guillermina;Garcia;31591629;guillermina.garcia@outlook.com;+54939054651;Alumno;DNI
Valentina;Coronel;31593963;valentina.coronel@gmail.com;+54921967061;Alumno;DNI
Felipe;Sanchez;31594339;felipe.sanchez@gmail.com;+54926872298;Alumno;DNI
Mateo;Ramirez;31594777;mateo.ramirez@outlook.com;+54934761002;Alumno;DNI
Catalina;Diaz;31599603;catalina.diaz@hotmail.com;+54924088941;Alumno;DNI
Ignacio;Miranda;31615043;ignacio.miranda@gmail.com;+54925744777;Alumno;DNI
Catalina;Barrios;31621161;catalina_barrios24@nuevo-email.com;+54935102381;Alumno;DNI
Mateo Agustin;Figueroa;31629308;mateo.agustin.figueroa@yahoo.com;+54935681037;Alumno;DNI
Milagros;Campos;31634609;milagros.campos@gmail.com;+54933798110;Alumno;DNI
Juan Cruz;Fernandez;31636346;juan.cruz.fernandez@gmail.com;+54937946853;Alumno;DNI
Valentino;Gonzalez;31660305;valentino.gonzalez@gmail.com;+54935937969;Alumno;DNI
Malena;Torres;31662806;malena.torres@gmail.com;+54921761827;Alumno;DNI
Dylan;Torres;31668253;dylan.torres@outlook.com;+54922825593;Alumno;DNI
Ciro;Campos;31681085;ciro.campos@gmail.com;+54934305299;Alumno;DNI
Lautaro;Lucero;31685119;lautaro.lucero@gmail.com;+54922989451;Alumno;DNI
Matias;Gomez;31685297;matias.gomez@gmail.com;+54939782359;Alumno;DNI
Juan Ignacio;Gomez;31692100;juan.ignacio.gomez@hotmail.com;+54924556657;Alumno;DNI
Felipe;Sanchez;31695622;felipe.sanchez@yahoo.com;+54928473851;Alumno;DNI
Benjamin;Morales;31704019;benjamin.morales@hotmail.com;+54938561189;Alumno;DNI
Luana;Gonzalez;31723879;luana.gonzalez@hotmail.com;+54939370807;Alumno;DNI
Isabella;Ruiz;31725100;isabella.ruiz@gmail.com;+54934528176;Alumno;DNI
Juana;Sosa;31730204;juana.sosa@gmail.com;+54937385240;Alumno;DNI
Francesco;Gomez;31730247;francesco.gomez@outlook.com;+54928407754;Alumno;DNI
Victoria;Roldan;31731791;victoria.roldan@hotmail.com;+54934694962;Alumno;DNI
Mora;Arias;31742344;mora.arias@gmail.com;+54937190515;Alumno;DNI
Victoria;Pereyra;31748817;victoria.pereyra@gmail.com;+54928507128;Alumno;DNI
Thiago Nicolas;Roldan;31763113;thiago.nicolas.roldan@outlook.com;+54925971174;Alumno;DNI
Matilda;Gomez;31767975;matilda.gomez@gmail.com;+54931567069;Alumno;DNI
Isabella;Flores;31770202;isabella.flores@gmail.com;+54937226093;Alumno;DNI
Bruno;Ponce;31777177;bruno.ponce@yahoo.com;+54931252111;Alumno;DNI
Angel Gabriel;Diaz;31786305;angel.gabriel.diaz@gmail.com;+54937468800;Alumno;DNI
Lucia;Ramos;31800702;lucia_ramos24@nuevo-email.com;+54934261752;Alumno;DNI
Alma;Vargas;31803019;alma.vargas@gmail.com;+54938788179;Alumno;DNI
Juan Martin;Paez;31821525;juan.martin.paez@yahoo.com;+54937184386;Alumno;DNI
Valentino;Coronel;31834919;valentino.coronel@hotmail.com;+54934601436;Alumno;DNI
Juan Martin;Medina;31835198;juan.martin.medina@outlook.com;+54926769157;Alumno;DNI
Thiago Valentin;Gimenez;31846283;thiago.valentin.gimenez@gmail.com;+54937147279;Alumno;DNI
Mateo;Fernandez;31846333;mateo.fernandez@gmail.com;+54932883247;Alumno;DNI
Mateo Joaquin;Godoy;31848115;mateo.joaquin.godoy@gmail.com;+54924053759;Alumno;DNI
Martina;Coronel;31864701;martina.coronel@gmail.com;+54931316223;Alumno;DNI
Maria Emilia;Valdez;31868622;maria.emilia.valdez@gmail.com;+54924836060;Alumno;DNI
Thiago Joaquin;Paz;31885715;thiago.joaquin.paz@gmail.com;+54924273300;Alumno;DNI
Lautaro Benjamin;Bustos;31888081;lautaro.benjamin.bustos@hotmail.com;+54924407477;Alumno;DNI
Maria Belen;Benitez;31896700;maria.belen.benitez@outlook.com;+54922693576;Alumno;DNI
Felipe;Ledesma;31898350;felipe.ledesma@gmail.com;+54938289935;Alumno;DNI
Lautaro;Diaz;31908414;lautaro.diaz@gmail.com;+54927764121;Alumno;DNI
Thiago Valentin;Rodriguez;31909036;thiago.valentin.rodriguez@gmail.com;+54922800393;Alumno;DNI
Lautaro Benjamin;Castro;31921360;lautaro.benjamin.castro@gmail.com;+54926921416;Alumno;DNI
Mia;Villalba;31922848;mia.villalba@yahoo.com;+54936602379;Alumno;DNI
Benjamin;Flores;31924807;benjamin.flores@gmail.com;+54931829620;Alumno;DNI
Joaquina;Figueroa;31935757;joaquina_figueroa24@nuevo-email.com;+54923464225;Alumno;DNI
Sol;Rojas;31961540;sol.rojas@gmail.com;+54937709067;Alumno;DNI
Juan Ignacio;Barrios;31963378;juan.ignacio.barrios@yahoo.com;+54929895261;Alumno;DNI
Camila;Arias;31992185;camila.arias@gmail.com;+54933004904;Alumno;DNI
Thiago Gabriel;Vazquez;32027618;thiago.gabriel.vazquez@gmail.com;+54931795999;Alumno;DNI
Alma;Flores;32028866;alma.flores@gmail.com;+54939253441;Alumno;DNI
Pilar;Ayala;32028899;pilar.ayala@outlook.com;+54933767498;Alumno;DNI
Paloma;Diaz;32031851;paloma.diaz@gmail.com;+54935553916;Alumno;DNI
Thiago Benjamin;Medina;32033807;thiago.benjamin.medina@yahoo.com;+54929624018;Alumno;DNI
Gino;Ruiz;32034364;gino.ruiz@gmail.com;+54925349591;Alumno;DNI
Milena;Mendoza;32050515;milena.mendoza@yahoo.com;+54935673099;Alumno;DNI
Benicio;Vega;32073901;benicio.vega@gmail.com;+54934255825;Alumno;DNI
Thiago Valentin;Flores;32085812;thiago.valentin.flores@gmail.com;+54933256099;Alumno;DNI
Guillermina;Lopez;32088271;guillermina.lopez@outlook.com;+54932531720;Alumno;DNI
Julieta;Martinez;32096884;julieta.martinez@outlook.com;+54931601200;Alumno;DNI
Delfina;Fernandez;32098690;delfina.fernandez@gmail.com;+54933953178;Alumno;DNI
Alma;Rodriguez;32099297;alma.rodriguez@yahoo.com;+54927468806;Alumno;DNI
Agustin;Garcia;32099618;agustin.garcia@yahoo.com;+54937914083;Alumno;DNI
Thiago Joaquin;Rodriguez;32099939;thiago.joaquin.rodriguez@gmail.com;+54921457655;Alumno;DNI
Luca;Benitez;32100445;luca.benitez@gmail.com;+54922587351;Alumno;DNI
