ID_Evaluacion,ID_Inscripcion,Fecha_Lista,Nota,Estado
36005534_DAT-101_2024-1_2024-03-14,36005534_DAT-101_2024-1,2024-03-14,5,Aprobado
32088271_MKT-200_2024-1_2024-03-14,32088271_MKT-200_2024-1,2024-03-14,1,Desaprobado
37795993_GEN-101_2024-1_2024-03-16,37795993_GEN-101_2024-1,2024-03-16,8,Aprobado
37795993_GEN-101_2024-1_2024-03-17,37795993_GEN-101_2024-1,2024-03-17,1,Desaprobado
37706458_MKT-200_2024-1_2024-03-18,37706458_MKT-200_2024-1,2024-03-18,8,Aprobado
42254691_DAT-201_2024-1_2024-03-20,42254691_DAT-201_2024-1,2024-03-20,5,Aprobado
42208457_UX-100_2024-1_2024-03-22,42208457_UX-100_2024-1,2024-03-22,2,Desaprobado
32349994_MKT-200_2024-1_2024-03-22,32349994_MKT-200_2024-1,2024-03-22,4,Aprobado
38194575_DAT-201_2024-1_2024-03-22,38194575_DAT-201_2024-1,2024-03-22,1,Desaprobado
40578248_DAT-201_2024-1_2024-03-23,40578248_DAT-201_2024-1,2024-03-23,8,Aprobado
36163868_GEN-101_2024-1_2024-03-24,36163868_GEN-101_2024-1,2024-03-24,3,Desaprobado
42500015_IA-300_2024-1_2024-03-26,42500015_IA-300_2024-1,2024-03-26,10,Aprobado
41943395_IA-300_2024-1_2024-03-29,41943395_IA-300_2024-1,2024-03-29,10,Aprobado
34508314_GEN-101_2024-1_2024-04-02,34508314_GEN-101_2024-1,2024-04-02,2,Desaprobado
30309712_MKT-200_2024-1_2024-04-03,30309712_MKT-200_2024-1,2024-04-03,7,Aprobado
38750180_MKT-200_2024-1_2024-04-07,38750180_MKT-200_2024-1,2024-04-07,2,Desaprobado
42208457_GEN-101_2024-1_2024-04-08,42208457_GEN-101_2024-1,2024-04-08,4,Aprobado
34508314_IA-300_2024-1_2024-04-09,34508314_IA-300_2024-1,2024-04-09,4,Aprobado
30348701_GEN-101_2024-1_2024-04-10,30348701_GEN-101_2024-1,2024-04-10,8,Aprobado
38223982_DAT-101_2024-1_2024-04-13,38223982_DAT-101_2024-1,2024-04-13,8,Aprobado
45147679_GEN-101_2024-1_2024-04-13,45147679_GEN-101_2024-1,2024-04-13,2,Desaprobado
34508314_UX-100_2024-1_2024-04-14,34508314_UX-100_2024-1,2024-04-14,4,Aprobado
31370404_DAT-201_2024-1_2024-04-17,31370404_DAT-201_2024-1,2024-04-17,3,Desaprobado
44635112_IA-300_2024-1_2024-04-18,44635112_IA-300_2024-1,2024-04-18,4,Aprobado
37706458_DAT-101_2024-1_2024-04-22,37706458_DAT-101_2024-1,2024-04-22,3,Desaprobado
35620137_IA-300_2024-1_2024-04-27,35620137_IA-300_2024-1,2024-04-27,5,Aprobado
35845730_NEG-400_2024-1_2024-04-27,35845730_NEG-400_2024-1,2024-04-27,3,Desaprobado
35845730_MKT-200_2024-1_2024-04-28,35845730_MKT-200_2024-1,2024-04-28,2,Desaprobado
32349994_IA-300_2024-1_2024-04-29,32349994_IA-300_2024-1,2024-04-29,3,Desaprobado
31370404_DAT-201_2024-1_2024-05-01,31370404_DAT-201_2024-1,2024-05-01,10,Aprobado
33155313_DEV-101_2024-1_2024-05-01,33155313_DEV-101_2024-1,2024-05-01,10,Aprobado
42574929_DAT-101_2024-1_2024-05-02,42574929_DAT-101_2024-1,2024-05-02,10,Aprobado
42208457_DAT-201_2024-1_2024-05-02,42208457_DAT-201_2024-1,2024-05-02,10,Aprobado
32343092_NEG-400_2024-1_2024-05-03,32343092_NEG-400_2024-1,2024-05-03,3,Desaprobado
37795993_DAT-101_2024-1_2024-05-04,37795993_DAT-101_2024-1,2024-05-04,8,Aprobado
41885509_MKT-200_2024-1_2024-05-04,41885509_MKT-200_2024-1,2024-05-04,9,Aprobado
45752068_GEN-101_2024-1_2024-05-04,45752068_GEN-101_2024-1,2024-05-04,3,Desaprobado
31370404_IA-300_2024-1_2024-05-10,31370404_IA-300_2024-1,2024-05-10,10,Aprobado
41943395_DAT-101_2024-1_2024-05-10,41943395_DAT-101_2024-1,2024-05-10,2,Desaprobado
33838303_GEN-101_2024-1_2024-05-11,33838303_GEN-101_2024-1,2024-05-11,7,Aprobado
34636803_IA-300_2024-1_2024-05-11,34636803_IA-300_2024-1,2024-05-11,10,Aprobado
40578248_IA-300_2024-1_2024-05-12,40578248_IA-300_2024-1,2024-05-12,4,Aprobado
37706458_MKT-200_2024-1_2024-05-12,37706458_MKT-200_2024-1,2024-05-12,4,Aprobado
42208457_DAT-101_2024-1_2024-05-13,42208457_DAT-101_2024-1,2024-05-13,9,Aprobado
36369209_DAT-201_2024-1_2024-05-15,36369209_DAT-201_2024-1,2024-05-15,5,Aprobado
35891432_IA-300_2024-1_2024-05-15,35891432_IA-300_2024-1,2024-05-15,4,Aprobado
43539600_GEN-101_2024-1_2024-05-16,43539600_GEN-101_2024-1,2024-05-16,8,Aprobado
41111676_NEG-400_2024-1_2024-05-18,41111676_NEG-400_2024-1,2024-05-18,7,Aprobado
31379964_NEG-400_2024-1_2024-05-21,31379964_NEG-400_2024-1,2024-05-21,1,Desaprobado
37604035_NEG-400_2024-1_2024-05-23,37604035_NEG-400_2024-1,2024-05-23,2,Desaprobado
30309712_DAT-101_2024-1_2024-05-24,30309712_DAT-101_2024-1,2024-05-24,10,Aprobado
35589315_DAT-201_2024-1_2024-05-24,35589315_DAT-201_2024-1,2024-05-24,10,Aprobado
36163868_IA-300_2024-1_2024-05-27,36163868_IA-300_2024-1,2024-05-27,8,Aprobado
34250668_MKT-200_2024-1_2024-05-28,34250668_MKT-200_2024-1,2024-05-28,2,Desaprobado
31621161_IA-300_2024-1_2024-05-29,31621161_IA-300_2024-1,2024-05-29,1,Desaprobado
32971550_IA-300_2024-1_2024-05-30,32971550_IA-300_2024-1,2024-05-30,8,Aprobado
33541682_IA-300_2024-1_2024-06-01,33541682_IA-300_2024-1,2024-06-01,5,Aprobado
44047721_DAT-201_2024-1_2024-06-01,44047721_DAT-201_2024-1,2024-06-01,4,Aprobado
38207316_GEN-101_2024-1_2024-06-05,38207316_GEN-101_2024-1,2024-06-05,7,Aprobado
42500015_MKT-200_2024-1_2024-06-05,42500015_MKT-200_2024-1,2024-06-05,3,Desaprobado
31303564_DAT-201_2024-1_2024-06-06,31303564_DAT-201_2024-1,2024-06-06,5,Aprobado
34636803_GEN-101_2024-1_2024-06-13,34636803_GEN-101_2024-1,2024-06-13,2,Desaprobado
31554768_IA-300_2024-1_2024-06-14,31554768_IA-300_2024-1,2024-06-14,10,Aprobado
33081027_MKT-200_2024-1_2024-06-14,33081027_MKT-200_2024-1,2024-06-14,4,Aprobado
35620137_DEV-101_2024-1_2024-06-17,35620137_DEV-101_2024-1,2024-06-17,5,Aprobado
39734889_UX-100_2024-1_2024-06-18,39734889_UX-100_2024-1,2024-06-18,10,Aprobado
35376871_NEG-400_2024-1_2024-06-18,35376871_NEG-400_2024-1,2024-06-18,2,Desaprobado
30507337_DEV-101_2024-1_2024-06-20,30507337_DEV-101_2024-1,2024-06-20,3,Desaprobado
31379964_IA-300_2024-1_2024-06-22,31379964_IA-300_2024-1,2024-06-22,6,Aprobado
35376871_MKT-200_2024-1_2024-06-23,35376871_MKT-200_2024-1,2024-06-23,2,Desaprobado
32150912_GEN-101_2024-1_2024-06-24,32150912_GEN-101_2024-1,2024-06-24,8,Aprobado
35524090_DAT-201_2024-1_2024-06-25,35524090_DAT-201_2024-1,2024-06-25,1,Desaprobado
32349994_MKT-200_2024-1_2024-06-26,32349994_MKT-200_2024-1,2024-06-26,3,Desaprobado
31621161_DEV-101_2024-1_2024-06-26,31621161_DEV-101_2024-1,2024-06-26,10,Aprobado
31187731_IA-300_2024-1_2024-06-26,31187731_IA-300_2024-1,2024-06-26,7,Aprobado
32150912_GEN-101_2024-1_2024-06-27,32150912_GEN-101_2024-1,2024-06-27,3,Desaprobado
37706458_DAT-201_2024-1_2024-06-27,37706458_DAT-201_2024-1,2024-06-27,7,Aprobado
38223982_DAT-101_2024-1_2024-06-28,38223982_DAT-101_2024-1,2024-06-28,5,Aprobado
43625205_DEV-101_2024-1_2024-06-30,43625205_DEV-101_2024-1,2024-06-30,2,Desaprobado
32474711_MKT-200_2024-2_2024-07-02,32474711_MKT-200_2024-2,2024-07-02,6,Aprobado
37706458_GEN-101_2024-2_2024-07-05,37706458_GEN-101_2024-2,2024-07-05,9,Aprobado
33838303_MKT-200_2024-2_2024-07-08,33838303_MKT-200_2024-2,2024-07-08,2,Desaprobado
37222211_UX-100_2024-2_2024-07-09,37222211_UX-100_2024-2,2024-07-09,1,Desaprobado
35420584_DAT-201_2024-2_2024-07-10,35420584_DAT-201_2024-2,2024-07-10,7,Aprobado
44047721_UX-100_2024-2_2024-07-10,44047721_UX-100_2024-2,2024-07-10,3,Desaprobado
36128228_DAT-101_2024-2_2024-07-11,36128228_DAT-101_2024-2,2024-07-11,2,Desaprobado
44094966_DAT-201_2024-2_2024-07-13,44094966_DAT-201_2024-2,2024-07-13,9,Aprobado
36163868_DAT-101_2024-2_2024-07-14,36163868_DAT-101_2024-2,2024-07-14,7,Aprobado
41943395_DEV-101_2024-2_2024-07-21,41943395_DEV-101_2024-2,2024-07-21,7,Aprobado
43625205_DAT-101_2024-2_2024-07-23,43625205_DAT-101_2024-2,2024-07-23,2,Desaprobado
34636803_IA-300_2024-2_2024-07-24,34636803_IA-300_2024-2,2024-07-24,3,Desaprobado
35589315_DAT-201_2024-2_2024-07-27,35589315_DAT-201_2024-2,2024-07-27,9,Aprobado
31763113_GEN-101_2024-2_2024-07-27,31763113_GEN-101_2024-2,2024-07-27,10,Aprobado
36279807_DAT-101_2024-2_2024-07-28,36279807_DAT-101_2024-2,2024-07-28,8,Aprobado
42208457_MKT-200_2024-2_2024-07-28,42208457_MKT-200_2024-2,2024-07-28,10,Aprobado
32474711_GEN-101_2024-2_2024-07-29,32474711_GEN-101_2024-2,2024-07-29,1,Desaprobado
41754338_IA-300_2024-2_2024-07-30,41754338_IA-300_2024-2,2024-07-30,9,Aprobado
35589315_DEV-101_2024-2_2024-08-01,35589315_DEV-101_2024-2,2024-08-01,9,Aprobado
45840080_GEN-101_2024-2_2024-08-01,45840080_GEN-101_2024-2,2024-08-01,2,Desaprobado
45130131_MKT-200_2024-2_2024-08-02,45130131_MKT-200_2024-2,2024-08-02,5,Aprobado
36005534_UX-100_2024-2_2024-08-02,36005534_UX-100_2024-2,2024-08-02,1,Desaprobado
30117903_IA-300_2024-2_2024-08-10,30117903_IA-300_2024-2,2024-08-10,10,Aprobado
41943395_UX-100_2024-2_2024-08-10,41943395_UX-100_2024-2,2024-08-10,6,Aprobado
31554768_DEV-101_2024-2_2024-08-11,31554768_DEV-101_2024-2,2024-08-11,7,Aprobado
40578248_DEV-101_2024-2_2024-08-11,40578248_DEV-101_2024-2,2024-08-11,10,Aprobado
35589315_GEN-101_2024-2_2024-08-12,35589315_GEN-101_2024-2,2024-08-12,5,Aprobado
43539600_MKT-200_2024-2_2024-08-13,43539600_MKT-200_2024-2,2024-08-13,6,Aprobado
35891432_NEG-400_2024-2_2024-08-21,35891432_NEG-400_2024-2,2024-08-21,8,Aprobado
32991581_MKT-200_2024-2_2024-08-22,32991581_MKT-200_2024-2,2024-08-22,8,Aprobado
32991581_MKT-200_2024-2_2024-08-23,32991581_MKT-200_2024-2,2024-08-23,6,Aprobado
40988877_GEN-101_2024-2_2024-08-24,40988877_GEN-101_2024-2,2024-08-24,2,Desaprobado
38811418_GEN-101_2024-2_2024-08-24,38811418_GEN-101_2024-2,2024-08-24,2,Desaprobado
31554768_DAT-101_2024-2_2024-08-24,31554768_DAT-101_2024-2,2024-08-24,10,Aprobado
33988348_IA-300_2024-2_2024-08-25,33988348_IA-300_2024-2,2024-08-25,7,Aprobado
34250668_GEN-101_2024-2_2024-08-28,34250668_GEN-101_2024-2,2024-08-28,4,Aprobado
45130131_DAT-101_2024-2_2024-08-29,45130131_DAT-101_2024-2,2024-08-29,4,Aprobado
36163868_GEN-101_2024-2_2024-09-06,36163868_GEN-101_2024-2,2024-09-06,6,Aprobado
30117903_DAT-201_2024-2_2024-09-08,30117903_DAT-201_2024-2,2024-09-08,6,Aprobado
31187731_NEG-400_2024-2_2024-09-09,31187731_NEG-400_2024-2,2024-09-09,4,Aprobado
34508314_IA-300_2024-2_2024-09-09,34508314_IA-300_2024-2,2024-09-09,4,Aprobado
33155313_NEG-400_2024-2_2024-09-09,33155313_NEG-400_2024-2,2024-09-09,8,Aprobado
43539600_GEN-101_2024-2_2024-09-11,43539600_GEN-101_2024-2,2024-09-11,3,Desaprobado
43449566_UX-100_2024-2_2024-09-12,43449566_UX-100_2024-2,2024-09-12,2,Desaprobado
39696052_DAT-101_2024-2_2024-09-16,39696052_DAT-101_2024-2,2024-09-16,4,Aprobado
30117903_DEV-101_2024-2_2024-09-17,30117903_DEV-101_2024-2,2024-09-17,2,Desaprobado
43625205_GEN-101_2024-2_2024-09-21,43625205_GEN-101_2024-2,2024-09-21,3,Desaprobado
33081027_DAT-201_2024-2_2024-09-22,33081027_DAT-201_2024-2,2024-09-22,6,Aprobado
36163868_DAT-101_2024-2_2024-09-25,36163868_DAT-101_2024-2,2024-09-25,6,Aprobado
39696052_DEV-101_2024-2_2024-09-26,39696052_DEV-101_2024-2,2024-09-26,2,Desaprobado
35891432_DEV-101_2024-2_2024-09-28,35891432_DEV-101_2024-2,2024-09-28,7,Aprobado
31379964_IA-300_2024-2_2024-10-01,31379964_IA-300_2024-2,2024-10-01,5,Aprobado
40988877_DEV-101_2024-2_2024-10-04,40988877_DEV-101_2024-2,2024-10-04,1,Desaprobado
40578248_IA-300_2024-2_2024-10-06,40578248_IA-300_2024-2,2024-10-06,1,Desaprobado
36279807_MKT-200_2024-2_2024-10-08,36279807_MKT-200_2024-2,2024-10-08,8,Aprobado
32349994_IA-300_2024-2_2024-10-10,32349994_IA-300_2024-2,2024-10-10,7,Aprobado
34471842_GEN-101_2024-2_2024-10-15,34471842_GEN-101_2024-2,2024-10-15,2,Desaprobado
39734889_DAT-101_2024-2_2024-10-16,39734889_DAT-101_2024-2,2024-10-16,6,Aprobado
45688788_GEN-101_2024-2_2024-10-17,45688788_GEN-101_2024-2,2024-10-17,3,Desaprobado
33081027_DAT-101_2024-2_2024-10-18,33081027_DAT-101_2024-2,2024-10-18,5,Aprobado
37706458_DAT-101_2024-2_2024-10-18,37706458_DAT-101_2024-2,2024-10-18,1,Desaprobado
37795993_GEN-101_2024-2_2024-10-18,37795993_GEN-101_2024-2,2024-10-18,1,Desaprobado
35589315_IA-300_2024-2_2024-10-20,35589315_IA-300_2024-2,2024-10-20,1,Desaprobado
41944353_IA-300_2024-2_2024-10-22,41944353_IA-300_2024-2,2024-10-22,8,Aprobado
35915007_UX-100_2024-2_2024-10-22,35915007_UX-100_2024-2,2024-10-22,6,Aprobado
32349994_GEN-101_2024-2_2024-10-23,32349994_GEN-101_2024-2,2024-10-23,7,Aprobado
34250668_MKT-200_2024-2_2024-10-24,34250668_MKT-200_2024-2,2024-10-24,6,Aprobado
35824110_NEG-400_2024-2_2024-10-26,35824110_NEG-400_2024-2,2024-10-26,4,Aprobado
38223982_GEN-101_2024-2_2024-10-28,38223982_GEN-101_2024-2,2024-10-28,7,Aprobado
42305779_GEN-101_2024-2_2024-10-29,42305779_GEN-101_2024-2,2024-10-29,3,Desaprobado
45147679_MKT-200_2024-2_2024-10-30,45147679_MKT-200_2024-2,2024-10-30,5,Aprobado
41134242_GEN-101_2024-2_2024-10-31,41134242_GEN-101_2024-2,2024-10-31,1,Desaprobado
34636803_DAT-201_2024-2_2024-11-04,34636803_DAT-201_2024-2,2024-11-04,1,Desaprobado
37222211_UX-100_2024-2_2024-11-06,37222211_UX-100_2024-2,2024-11-06,2,Desaprobado
31554768_DAT-201_2024-2_2024-11-07,31554768_DAT-201_2024-2,2024-11-07,2,Desaprobado
37513790_IA-300_2024-2_2024-11-07,37513790_IA-300_2024-2,2024-11-07,8,Aprobado
45840080_GEN-101_2024-2_2024-11-09,45840080_GEN-101_2024-2,2024-11-09,2,Desaprobado
35589315_UX-100_2024-2_2024-11-11,35589315_UX-100_2024-2,2024-11-11,7,Aprobado
32200927_MKT-200_2024-2_2024-11-14,32200927_MKT-200_2024-2,2024-11-14,2,Desaprobado
45130131_GEN-101_2024-2_2024-11-14,45130131_GEN-101_2024-2,2024-11-14,2,Desaprobado
45147679_DAT-201_2024-2_2024-11-15,45147679_DAT-201_2024-2,2024-11-15,7,Aprobado
32160000_IA-300_2024-2_2024-11-16,32160000_IA-300_2024-2,2024-11-16,4,Aprobado
37604035_MKT-200_2024-2_2024-11-19,37604035_MKT-200_2024-2,2024-11-19,4,Aprobado
40988877_DEV-101_2024-2_2024-11-21,40988877_DEV-101_2024-2,2024-11-21,6,Aprobado
35891432_DAT-101_2024-2_2024-11-21,35891432_DAT-101_2024-2,2024-11-21,8,Aprobado
32160000_DAT-201_2024-2_2024-11-21,32160000_DAT-201_2024-2,2024-11-21,8,Aprobado
36163868_DAT-101_2024-2_2024-11-22,36163868_DAT-101_2024-2,2024-11-22,5,Aprobado
34508314_UX-100_2024-2_2024-11-22,34508314_UX-100_2024-2,2024-11-22,8,Aprobado
32991581_DAT-101_2024-2_2024-11-24,32991581_DAT-101_2024-2,2024-11-24,1,Desaprobado
33541682_DAT-201_2024-2_2024-11-24,33541682_DAT-201_2024-2,2024-11-24,4,Aprobado
