"ID","Numero_Documento__c","Codigo_Materia","ID_Importacion","Anio_Lectivo","STATUS"
"a0Bbm00000mDudyEAC","42500015","DAT-101","42500015_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDudzEAC","45840080","DAT-101","45840080_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDue0EAC","35376871","NEG-400","35376871_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mDue1EAC","39696052","GEN-101","39696052_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDue2EAC","30117903","IA-300","30117903_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDue3EAC","41068300","IA-300","41068300_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDue4EAC","35620137","NEG-400","35620137_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mDue5EAC","38207316","DEV-101","38207316_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDue6EAC","42254691","IA-300","42254691_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDue7EAC","44635112","IA-300","44635112_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDue8EAC","41289550","UX-100","41289550_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDue9EAC","45656190","DAT-101","45656190_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDueAEAS","31621161","MKT-200","31621161_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDueBEAS","42845702","MKT-200","42845702_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDueCEAS","35420584","IA-300","35420584_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDueDEAS","36369209","UX-100","36369209_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDueEEAS","43625205","UX-100","43625205_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDueFEAS","44094966","DAT-201","44094966_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mDueGEAS","35824110","GEN-101","35824110_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDueHEAS","40033579","UX-100","40033579_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDueIEAS","38194575","DAT-101","38194575_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDueJEAS","33952849","DAT-201","33952849_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mDueKEAS","32991581","GEN-101","32991581_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDueLEAS","41885509","NEG-400","41885509_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mDueMEAS","33838303","GEN-101","33838303_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDueNEAS","36279807","NEG-400","36279807_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mDueOEAS","42208457","DAT-201","42208457_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mDuePEAS","38750180","UX-100","38750180_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDueQEAS","37222211","DEV-101","37222211_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDueREAS","38645258","MKT-200","38645258_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDueSEAS","37604035","DAT-201","37604035_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mDueTEAS","32160000","DEV-101","32160000_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDueUEAS","38223982","UX-100","38223982_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDueVEAS","41289550","MKT-200","41289550_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDueWEAS","33081027","UX-100","33081027_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDueXEAS","32349994","UX-100","32349994_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDueYEAS","34636803","MKT-200","34636803_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDueZEAS","38629655","IA-300","38629655_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDueaEAC","36015798","UX-100","36015798_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mDuebEAC","37951141","DAT-101","37951141_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuecEAC","39734889","GEN-101","39734889_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuedEAC","41134242","GEN-101","41134242_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDueeEAC","31379964","GEN-101","31379964_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuefEAC","45752068","DAT-101","45752068_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuegEAC","37795993","DEV-101","37795993_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuehEAC","36128228","MKT-200","36128228_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDueiEAC","33155313","DAT-101","33155313_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuejEAC","31187731","MKT-200","31187731_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDuekEAC","30507337","IA-300","30507337_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDuelEAC","33195960","GEN-101","33195960_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuemEAC","35524090","MKT-200","35524090_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDuenEAC","35081927","DAT-201","35081927_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mDueoEAC","35845730","NEG-400","35845730_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mDuepEAC","42574929","IA-300","42574929_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDueqEAC","31370404","GEN-101","31370404_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuerEAC","35915007","DAT-201","35915007_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mDuesEAC","35589315","DEV-101","35589315_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuetEAC","32200927","MKT-200","32200927_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mDueuEAC","42305779","DAT-101","42305779_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuevEAC","40988877","NEG-400","40988877_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mDuewEAC","32150912","GEN-101","32150912_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mDuexEAC","34471842","NEG-400","34471842_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mDueyEAC","33988348","NEG-400","33988348_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mDuezEAC","31554768","IA-300","31554768_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDuf0EAC","41754338","IA-300","41754338_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDuf1EAC","32474711","IA-300","32474711_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mDuf2EAC","41591741","NEG-400","41591741_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MHEA0","36117422","DAT-101","36117422_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MIEA0","36005534","DAT-101","36005534_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MJEA0","32088271","MKT-200","32088271_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MKEA0","37795993","GEN-101","37795993_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MLEA0","37706458","MKT-200","37706458_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MMEA0","42254691","DAT-201","42254691_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MNEA0","42208457","UX-100","42208457_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MOEA0","32349994","MKT-200","32349994_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MPEA0","38194575","DAT-201","38194575_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MQEA0","40578248","DAT-201","40578248_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MREA0","36163868","GEN-101","36163868_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MSEA0","42500015","IA-300","42500015_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MTEA0","41943395","IA-300","41943395_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MUEA0","34508314","GEN-101","34508314_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MVEA0","30309712","MKT-200","30309712_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MWEA0","38750180","MKT-200","38750180_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MXEA0","42208457","GEN-101","42208457_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MYEA0","34508314","IA-300","34508314_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MZEA0","30348701","GEN-101","30348701_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MaEAK","38223982","DAT-101","38223982_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MbEAK","34508314","UX-100","34508314_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mE0McEAK","31370404","DAT-201","31370404_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MdEAK","37706458","DAT-101","37706458_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MeEAK","35620137","IA-300","35620137_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MfEAK","35845730","MKT-200","35845730_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MgEAK","32349994","IA-300","32349994_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MhEAK","33155313","DEV-101","33155313_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MiEAK","42574929","DAT-101","42574929_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MjEAK","32343092","NEG-400","32343092_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MkEAK","37795993","DAT-101","37795993_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MlEAK","41885509","MKT-200","41885509_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MmEAK","45752068","GEN-101","45752068_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MnEAK","31370404","IA-300","31370404_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MoEAK","41943395","DAT-101","41943395_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MpEAK","34636803","IA-300","34636803_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MqEAK","40578248","IA-300","40578248_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MrEAK","42208457","DAT-101","42208457_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MsEAK","36369209","DAT-201","36369209_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MtEAK","35891432","IA-300","35891432_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MuEAK","43539600","GEN-101","43539600_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MvEAK","41111676","NEG-400","41111676_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MwEAK","31379964","NEG-400","31379964_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MxEAK","37604035","NEG-400","37604035_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MyEAK","30309712","DAT-101","30309712_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0MzEAK","35589315","DAT-201","35589315_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N0EAK","36163868","IA-300","36163868_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N1EAK","34250668","MKT-200","34250668_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N2EAK","31621161","IA-300","31621161_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N3EAK","32971550","IA-300","32971550_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N4EAK","33541682","IA-300","33541682_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N5EAK","44047721","DAT-201","44047721_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N6EAK","38207316","GEN-101","38207316_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N7EAK","42500015","MKT-200","42500015_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N8EAK","34636803","GEN-101","34636803_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0N9EAK","33081027","MKT-200","33081027_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NAEA0","35620137","DEV-101","35620137_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NBEA0","39734889","UX-100","39734889_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NCEA0","30507337","DEV-101","30507337_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NDEA0","31379964","IA-300","31379964_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NEEA0","35376871","MKT-200","35376871_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NFEA0","35524090","DAT-201","35524090_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NGEA0","31621161","DEV-101","31621161_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NHEA0","31187731","IA-300","31187731_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NIEA0","37706458","DAT-201","37706458_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NJEA0","43625205","DEV-101","43625205_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000mE0NKEA0","32474711","MKT-200","32474711_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NLEA0","37706458","GEN-101","37706458_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NMEA0","33838303","MKT-200","33838303_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NNEA0","37222211","UX-100","37222211_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NOEA0","35420584","DAT-201","35420584_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NPEA0","44047721","UX-100","44047721_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NQEA0","36128228","DAT-101","36128228_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NREA0","44094966","DAT-201","44094966_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NSEA0","36163868","DAT-101","36163868_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NTEA0","41943395","DEV-101","41943395_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NUEA0","43625205","DAT-101","43625205_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NVEA0","34636803","IA-300","34636803_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NWEA0","35589315","DAT-201","35589315_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NXEA0","31763113","GEN-101","31763113_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NYEA0","36279807","DAT-101","36279807_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NZEA0","42208457","MKT-200","42208457_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NaEAK","32474711","GEN-101","32474711_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NbEAK","41754338","IA-300","41754338_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NcEAK","35589315","DEV-101","35589315_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NdEAK","45840080","GEN-101","45840080_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NeEAK","45130131","MKT-200","45130131_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NfEAK","36005534","UX-100","36005534_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NgEAK","30117903","IA-300","30117903_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NhEAK","41943395","UX-100","41943395_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NiEAK","31554768","DEV-101","31554768_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NjEAK","40578248","DEV-101","40578248_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NkEAK","35589315","GEN-101","35589315_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NlEAK","43539600","MKT-200","43539600_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NmEAK","35891432","NEG-400","35891432_NEG-400_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NnEAK","32991581","MKT-200","32991581_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NoEAK","40988877","GEN-101","40988877_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NpEAK","38811418","GEN-101","38811418_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NqEAK","31554768","DAT-101","31554768_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NrEAK","33988348","IA-300","33988348_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NsEAK","34250668","GEN-101","34250668_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NtEAK","45130131","DAT-101","45130131_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0NuEAK","36163868","GEN-101","36163868_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PVEA0","30117903","DAT-201","30117903_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PWEA0","31187731","NEG-400","31187731_NEG-400_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PXEA0","34508314","IA-300","34508314_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PYEA0","33155313","NEG-400","33155313_NEG-400_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PZEA0","43539600","GEN-101","43539600_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PaEAK","43449566","UX-100","43449566_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PbEAK","39696052","DAT-101","39696052_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PcEAK","30117903","DEV-101","30117903_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PdEAK","43625205","GEN-101","43625205_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PeEAK","33081027","DAT-201","33081027_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PfEAK","39696052","DEV-101","39696052_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PgEAK","35891432","DEV-101","35891432_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PhEAK","31379964","IA-300","31379964_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PiEAK","40988877","DEV-101","40988877_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PjEAK","40578248","IA-300","40578248_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PkEAK","36279807","MKT-200","36279807_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PlEAK","32349994","IA-300","32349994_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PmEAK","34471842","GEN-101","34471842_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PnEAK","39734889","DAT-101","39734889_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PoEAK","45688788","GEN-101","45688788_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PpEAK","33081027","DAT-101","33081027_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PqEAK","37706458","DAT-101","37706458_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PrEAK","37795993","GEN-101","37795993_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PsEAK","35589315","IA-300","35589315_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PtEAK","41944353","IA-300","41944353_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PuEAK","35915007","UX-100","35915007_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PvEAK","32349994","GEN-101","32349994_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PwEAK","34250668","MKT-200","34250668_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PxEAK","35824110","NEG-400","35824110_NEG-400_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PyEAK","38223982","GEN-101","38223982_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0PzEAK","42305779","GEN-101","42305779_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q0EAK","45147679","MKT-200","45147679_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q1EAK","41134242","GEN-101","41134242_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q2EAK","34636803","DAT-201","34636803_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q3EAK","31554768","DAT-201","31554768_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q4EAK","37513790","IA-300","37513790_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q5EAK","35589315","UX-100","35589315_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q6EAK","32200927","MKT-200","32200927_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q7EAK","45130131","GEN-101","45130131_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q8EAK","45147679","DAT-201","45147679_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0Q9EAK","32160000","IA-300","32160000_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QAEA0","37604035","MKT-200","37604035_MKT-200_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QBEA0","35891432","DAT-101","35891432_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QCEA0","32160000","DAT-201","32160000_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QDEA0","34508314","UX-100","34508314_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QEEA0","32991581","DAT-101","32991581_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QFEA0","33541682","DAT-201","33541682_DAT-201_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QGEA0","30542692","GEN-101","30542692_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QHEA0","37604035","UX-100","37604035_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QIEA0","30348701","GEN-101","30348701_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QJEA0","45840080","DEV-101","45840080_DEV-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QKEA0","31370404","IA-300","31370404_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QLEA0","36279807","UX-100","36279807_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QMEA0","35420584","UX-100","35420584_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QNEA0","37706458","UX-100","37706458_UX-100_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QOEA0","33789545","IA-300","33789545_IA-300_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QPEA0","35081927","GEN-101","35081927_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QQEA0","44047721","DAT-101","44047721_DAT-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QREA0","37222211","GEN-101","37222211_GEN-101_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QSEA0","39074649","NEG-400","39074649_NEG-400_2024-2","2024-2","Item Created"
"a0Bbm00000mE0QTEA0","41111676","IA-300","41111676_IA-300_2024-2","2024-2","Item Created"
