"ID","Numero_Documento__c","Codigo_Materia","ID_Importacion","Anio_Lectivo","STATUS"
"a04fj000001Z9N2AAK","42254691","IA-300","42254691_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9N3AAK","44635112","IA-300","44635112_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9N4AAK","41289550","UX-100","41289550_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9N5AAK","45656190","DAT-101","45656190_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9N6AAK","31621161","MKT-200","31621161_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9N7AAK","42845702","MKT-200","42845702_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9N8AAK","35420584","IA-300","35420584_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9N9AAK","36369209","UX-100","36369209_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9NAAA0","43625205","UX-100","43625205_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9NBAA0","44094966","DAT-201","44094966_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9NCAA0","35824110","GEN-101","35824110_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NDAA0","40033579","UX-100","40033579_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9NEAA0","38194575","DAT-101","38194575_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NFAA0","33952849","DAT-201","33952849_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9NGAA0","32991581","GEN-101","32991581_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NHAA0","41885509","NEG-400","41885509_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9NIAA0","33838303","GEN-101","33838303_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NJAA0","36279807","NEG-400","36279807_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9NKAA0","42208457","DAT-201","42208457_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9NLAA0","38750180","UX-100","38750180_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9NMAA0","37222211","DEV-101","37222211_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NNAA0","38645258","MKT-200","38645258_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9NOAA0","37604035","DAT-201","37604035_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9NPAA0","32160000","DEV-101","32160000_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NQAA0","38223982","UX-100","38223982_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9NRAA0","41289550","MKT-200","41289550_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9NSAA0","33081027","UX-100","33081027_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9NTAA0","32349994","UX-100","32349994_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9NUAA0","34636803","MKT-200","34636803_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9NVAA0","38629655","IA-300","38629655_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9NWAA0","36015798","UX-100","36015798_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9NXAA0","37951141","DAT-101","37951141_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NYAA0","39734889","GEN-101","39734889_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NZAA0","41134242","GEN-101","41134242_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NaAAK","31379964","GEN-101","31379964_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NbAAK","45752068","DAT-101","45752068_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NcAAK","37795993","DEV-101","37795993_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NdAAK","36128228","MKT-200","36128228_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9NeAAK","33155313","DAT-101","33155313_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NfAAK","31187731","MKT-200","31187731_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9NgAAK","30507337","IA-300","30507337_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9NhAAK","33195960","GEN-101","33195960_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NiAAK","35524090","MKT-200","35524090_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9NjAAK","35081927","DAT-201","35081927_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9NkAAK","35845730","NEG-400","35845730_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9NlAAK","42574929","IA-300","42574929_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9NmAAK","31370404","GEN-101","31370404_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NnAAK","35915007","DAT-201","35915007_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9NoAAK","35589315","DEV-101","35589315_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NpAAK","32200927","MKT-200","32200927_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9NqAAK","42305779","DAT-101","42305779_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NrAAK","40988877","NEG-400","40988877_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9NsAAK","32150912","GEN-101","32150912_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9NtAAK","34471842","NEG-400","34471842_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9NuAAK","33988348","NEG-400","33988348_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9NvAAK","31554768","IA-300","31554768_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9NwAAK","41754338","IA-300","41754338_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9NxAAK","32474711","IA-300","32474711_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9NyAAK","41591741","NEG-400","41591741_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9NzAAK","36117422","DAT-101","36117422_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9O0AAK","36005534","DAT-101","36005534_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9O1AAK","32088271","MKT-200","32088271_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9O2AAK","37795993","GEN-101","37795993_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9O3AAK","37706458","MKT-200","37706458_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9O4AAK","42254691","DAT-201","42254691_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9O5AAK","42208457","UX-100","42208457_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9O6AAK","32349994","MKT-200","32349994_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9O7AAK","38194575","DAT-201","38194575_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9O8AAK","40578248","DAT-201","40578248_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9O9AAK","36163868","GEN-101","36163868_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OAAA0","42500015","IA-300","42500015_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OBAA0","41943395","IA-300","41943395_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OCAA0","34508314","GEN-101","34508314_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9ODAA0","30309712","MKT-200","30309712_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9OEAA0","38750180","MKT-200","38750180_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9OFAA0","42208457","GEN-101","42208457_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OGAA0","34508314","IA-300","34508314_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OHAA0","30348701","GEN-101","30348701_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OIAA0","38223982","DAT-101","38223982_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OJAA0","34508314","UX-100","34508314_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9OKAA0","31370404","DAT-201","31370404_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9OLAA0","37706458","DAT-101","37706458_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OMAA0","35620137","IA-300","35620137_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9ONAA0","35845730","MKT-200","35845730_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9OOAA0","32349994","IA-300","32349994_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OPAA0","33155313","DEV-101","33155313_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OQAA0","42574929","DAT-101","42574929_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9ORAA0","32343092","NEG-400","32343092_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9OSAA0","37795993","DAT-101","37795993_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OTAA0","41885509","MKT-200","41885509_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9OUAA0","45752068","GEN-101","45752068_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OVAA0","31370404","IA-300","31370404_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OWAA0","41943395","DAT-101","41943395_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OXAA0","34636803","IA-300","34636803_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OYAA0","40578248","IA-300","40578248_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OZAA0","42208457","DAT-101","42208457_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OaAAK","36369209","DAT-201","36369209_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9ObAAK","35891432","IA-300","35891432_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OcAAK","43539600","GEN-101","43539600_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OdAAK","41111676","NEG-400","41111676_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9OeAAK","31379964","NEG-400","31379964_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9OfAAK","37604035","NEG-400","37604035_NEG-400_2024-1","2024-1","Item Created"
"a04fj000001Z9OgAAK","30309712","DAT-101","30309712_DAT-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OhAAK","35589315","DAT-201","35589315_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9OiAAK","36163868","IA-300","36163868_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OjAAK","34250668","MKT-200","34250668_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9OkAAK","31621161","IA-300","31621161_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OlAAK","32971550","IA-300","32971550_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OmAAK","33541682","IA-300","33541682_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OnAAK","44047721","DAT-201","44047721_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9OoAAK","38207316","GEN-101","38207316_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OpAAK","42500015","MKT-200","42500015_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9OqAAK","34636803","GEN-101","34636803_GEN-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OrAAK","33081027","MKT-200","33081027_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9OsAAK","35620137","DEV-101","35620137_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OtAAK","39734889","UX-100","39734889_UX-100_2024-1","2024-1","Item Created"
"a04fj000001Z9OuAAK","30507337","DEV-101","30507337_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OvAAK","31379964","IA-300","31379964_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9OwAAK","35376871","MKT-200","35376871_MKT-200_2024-1","2024-1","Item Created"
"a04fj000001Z9OxAAK","35524090","DAT-201","35524090_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9OyAAK","31621161","DEV-101","31621161_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9OzAAK","31187731","IA-300","31187731_IA-300_2024-1","2024-1","Item Created"
"a04fj000001Z9P0AAK","37706458","DAT-201","37706458_DAT-201_2024-1","2024-1","Item Created"
"a04fj000001Z9P1AAK","43625205","DEV-101","43625205_DEV-101_2024-1","2024-1","Item Created"
"a04fj000001Z9P2AAK","32474711","MKT-200","32474711_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9P3AAK","37706458","GEN-101","37706458_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9P4AAK","33838303","MKT-200","33838303_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9P5AAK","37222211","UX-100","37222211_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9P6AAK","35420584","DAT-201","35420584_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9P7AAK","44047721","UX-100","44047721_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9P8AAK","36128228","DAT-101","36128228_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9P9AAK","44094966","DAT-201","44094966_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9PAAA0","36163868","DAT-101","36163868_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PBAA0","41943395","DEV-101","41943395_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PCAA0","43625205","DAT-101","43625205_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PDAA0","34636803","IA-300","34636803_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9PEAA0","35589315","DAT-201","35589315_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9PFAA0","31763113","GEN-101","31763113_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PGAA0","36279807","DAT-101","36279807_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PHAA0","42208457","MKT-200","42208457_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9PIAA0","32474711","GEN-101","32474711_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PJAA0","41754338","IA-300","41754338_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9PKAA0","35589315","DEV-101","35589315_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PLAA0","45840080","GEN-101","45840080_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PMAA0","45130131","MKT-200","45130131_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9PNAA0","36005534","UX-100","36005534_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9POAA0","30117903","IA-300","30117903_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9PPAA0","41943395","UX-100","41943395_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9PQAA0","31554768","DEV-101","31554768_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PRAA0","40578248","DEV-101","40578248_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PSAA0","35589315","GEN-101","35589315_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PTAA0","43539600","MKT-200","43539600_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9PUAA0","35891432","NEG-400","35891432_NEG-400_2024-2","2024-2","Item Created"
"a04fj000001Z9PVAA0","32991581","MKT-200","32991581_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9PWAA0","40988877","GEN-101","40988877_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PXAA0","38811418","GEN-101","38811418_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PYAA0","31554768","DAT-101","31554768_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PZAA0","33988348","IA-300","33988348_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9PaAAK","34250668","GEN-101","34250668_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PbAAK","45130131","DAT-101","45130131_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PcAAK","36163868","GEN-101","36163868_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PdAAK","30117903","DAT-201","30117903_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9PeAAK","31187731","NEG-400","31187731_NEG-400_2024-2","2024-2","Item Created"
"a04fj000001Z9PfAAK","34508314","IA-300","34508314_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9PgAAK","33155313","NEG-400","33155313_NEG-400_2024-2","2024-2","Item Created"
"a04fj000001Z9PhAAK","43539600","GEN-101","43539600_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PiAAK","43449566","UX-100","43449566_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9PjAAK","39696052","DAT-101","39696052_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PkAAK","30117903","DEV-101","30117903_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PlAAK","43625205","GEN-101","43625205_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PmAAK","33081027","DAT-201","33081027_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9PnAAK","39696052","DEV-101","39696052_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PoAAK","35891432","DEV-101","35891432_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PpAAK","31379964","IA-300","31379964_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9PqAAK","40988877","DEV-101","40988877_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PrAAK","40578248","IA-300","40578248_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9PsAAK","36279807","MKT-200","36279807_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9PtAAK","32349994","IA-300","32349994_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9PuAAK","34471842","GEN-101","34471842_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PvAAK","39734889","DAT-101","39734889_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PwAAK","45688788","GEN-101","45688788_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PxAAK","33081027","DAT-101","33081027_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PyAAK","37706458","DAT-101","37706458_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9PzAAK","37795993","GEN-101","37795993_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9Q0AAK","35589315","IA-300","35589315_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9Q1AAK","41944353","IA-300","41944353_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9Q2AAK","35915007","UX-100","35915007_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9Q3AAK","32349994","GEN-101","32349994_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9Q4AAK","34250668","MKT-200","34250668_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9Q5AAK","35824110","NEG-400","35824110_NEG-400_2024-2","2024-2","Item Created"
"a04fj000001Z9Q6AAK","38223982","GEN-101","38223982_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9Q7AAK","42305779","GEN-101","42305779_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9Q8AAK","45147679","MKT-200","45147679_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9Q9AAK","41134242","GEN-101","41134242_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QAAA0","34636803","DAT-201","34636803_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9QBAA0","31554768","DAT-201","31554768_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9QCAA0","37513790","IA-300","37513790_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9QDAA0","35589315","UX-100","35589315_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9QEAA0","32200927","MKT-200","32200927_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9QFAA0","45130131","GEN-101","45130131_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QGAA0","45147679","DAT-201","45147679_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9QHAA0","32160000","IA-300","32160000_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9QIAA0","37604035","MKT-200","37604035_MKT-200_2024-2","2024-2","Item Created"
"a04fj000001Z9QJAA0","35891432","DAT-101","35891432_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QKAA0","32160000","DAT-201","32160000_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9QLAA0","34508314","UX-100","34508314_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9QMAA0","32991581","DAT-101","32991581_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QNAA0","33541682","DAT-201","33541682_DAT-201_2024-2","2024-2","Item Created"
"a04fj000001Z9QOAA0","30542692","GEN-101","30542692_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QPAA0","37604035","UX-100","37604035_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9QQAA0","30348701","GEN-101","30348701_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QRAA0","45840080","DEV-101","45840080_DEV-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QSAA0","31370404","IA-300","31370404_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9QTAA0","36279807","UX-100","36279807_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9QUAA0","35420584","UX-100","35420584_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9QVAA0","37706458","UX-100","37706458_UX-100_2024-2","2024-2","Item Created"
"a04fj000001Z9QWAA0","33789545","IA-300","33789545_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9QXAA0","35081927","GEN-101","35081927_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QYAA0","44047721","DAT-101","44047721_DAT-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QZAA0","37222211","GEN-101","37222211_GEN-101_2024-2","2024-2","Item Created"
"a04fj000001Z9QaAAK","39074649","NEG-400","39074649_NEG-400_2024-2","2024-2","Item Created"
"a04fj000001Z9QbAAK","41111676","IA-300","41111676_IA-300_2024-2","2024-2","Item Created"
"a04fj000001Z9QcAAK","34223113","IA-400","34223113_IA-400_2025-1","2025-1","Item Created"
"a04fj000001Z9QdAAK","41907942","NEG-400","41907942_NEG-400_2025-1","2025-1","Item Created"
"a04fj000001Z9QeAAK","31153469","UX-100","31153469_UX-100_2025-1","2025-1","Item Created"
"a04fj000001Z9QfAAK","36511898","DAT-305","36511898_DAT-305_2025-1","2025-1","Item Created"
"a04fj000001Z9QgAAK","44383216","UX-100","44383216_UX-100_2025-1","2025-1","Item Created"
"a04fj000001Z9QhAAK","40284355","NEG-400","40284355_NEG-400_2025-1","2025-1","Item Created"
"a04fj000001Z9QiAAK","46410216","GEN-101","46410216_GEN-101_2025-1","2025-1","Item Created"
"a04fj000001Z9QjAAK","44844263","UX-100","44844263_UX-100_2025-1","2025-1","Item Created"
"a04fj000001Z9QkAAK","40833222","DAT-305","40833222_DAT-305_2025-1","2025-1","Item Created"
