"ID","ID_Evaluacion","ID_Inscripcion","Fecha_Lista","Nota","Estado","STATUS"
"a03fj00000jXDBPAA4","32971550_UX-100_2024-1_2024-03-04","32971550_UX-100_2024-1","2024-03-04","3","Desaprobado","Item Created"
"a03fj00000jXDBQAA4","30348701_IA-300_2024-1_2024-03-04","30348701_IA-300_2024-1","2024-03-04","9","Aprobado","Item Created"
"a03fj00000jXDBRAA4","41944353_DAT-101_2024-1_2024-03-04","41944353_DAT-101_2024-1","2024-03-04","7","Aprobado","Item Created"
"a03fj00000jXDBSAA4","44313136_DAT-101_2024-1_2024-03-04","44313136_DAT-101_2024-1","2024-03-04","2","Desaprobado","Item Created"
"a03fj00000jXDBTAA4","31763113_UX-100_2024-1_2024-03-04","31763113_UX-100_2024-1","2024-03-04","4","Aprobado","Item Created"
"a03fj00000jXDBUAA4","37085503_DEV-101_2024-1_2024-03-05","37085503_DEV-101_2024-1","2024-03-05","2","Desaprobado","Item Created"
"a03fj00000jXDBVAA4","40578248_MKT-200_2024-1_2024-03-05","40578248_MKT-200_2024-1","2024-03-05","10","Aprobado","Item Created"
"a03fj00000jXDBWAA4","33541682_UX-100_2024-1_2024-03-05","33541682_UX-100_2024-1","2024-03-05","4","Aprobado","Item Created"
"a03fj00000jXDBXAA4","44012569_GEN-101_2024-1_2024-03-05","44012569_GEN-101_2024-1","2024-03-05","9","Aprobado","Item Created"
"a03fj00000jXDBYAA4","42500015_DAT-101_2024-1_2024-03-05","42500015_DAT-101_2024-1","2024-03-05","2","Desaprobado","Item Created"
"a03fj00000jXDBZAA4","45840080_DAT-101_2024-1_2024-03-05","45840080_DAT-101_2024-1","2024-03-05","10","Aprobado","Item Created"
"a03fj00000jXDBaAAO","35376871_NEG-400_2024-1_2024-03-05","35376871_NEG-400_2024-1","2024-03-05","1","Desaprobado","Item Created"
"a03fj00000jXDBbAAO","39696052_GEN-101_2024-1_2024-03-05","39696052_GEN-101_2024-1","2024-03-05","8","Aprobado","Item Created"
"a03fj00000jXDBcAAO","30117903_IA-300_2024-1_2024-03-05","30117903_IA-300_2024-1","2024-03-05","7","Aprobado","Item Created"
"a03fj00000jXDBdAAO","41068300_IA-300_2024-1_2024-03-05","41068300_IA-300_2024-1","2024-03-05","3","Desaprobado","Item Created"
"a03fj00000jXDBeAAO","35620137_NEG-400_2024-1_2024-03-05","35620137_NEG-400_2024-1","2024-03-05","1","Desaprobado","Item Created"
"a03fj00000jXDBfAAO","38207316_DEV-101_2024-1_2024-03-05","38207316_DEV-101_2024-1","2024-03-05","4","Aprobado","Item Created"
"a03fj00000jXDBgAAO","42254691_IA-300_2024-1_2024-03-06","42254691_IA-300_2024-1","2024-03-06","8","Aprobado","Item Created"
"a03fj00000jXDBhAAO","44635112_IA-300_2024-1_2024-03-06","44635112_IA-300_2024-1","2024-03-06","6","Aprobado","Item Created"
"a03fj00000jXDBiAAO","41289550_UX-100_2024-1_2024-03-06","41289550_UX-100_2024-1","2024-03-06","9","Aprobado","Item Created"
"a03fj00000jXDBjAAO","45656190_DAT-101_2024-1_2024-03-06","45656190_DAT-101_2024-1","2024-03-06","5","Aprobado","Item Created"
"a03fj00000jXDBkAAO","31621161_MKT-200_2024-1_2024-03-06","31621161_MKT-200_2024-1","2024-03-06","7","Aprobado","Item Created"
"a03fj00000jXDBlAAO","42845702_MKT-200_2024-1_2024-03-06","42845702_MKT-200_2024-1","2024-03-06","5","Aprobado","Item Created"
"a03fj00000jXDBmAAO","35420584_IA-300_2024-1_2024-03-06","35420584_IA-300_2024-1","2024-03-06","10","Aprobado","Item Created"
"a03fj00000jXDBnAAO","36369209_UX-100_2024-1_2024-03-06","36369209_UX-100_2024-1","2024-03-06","9","Aprobado","Item Created"
"a03fj00000jXDBoAAO","43625205_UX-100_2024-1_2024-03-06","43625205_UX-100_2024-1","2024-03-06","1","Desaprobado","Item Created"
"a03fj00000jXDBpAAO","44094966_DAT-201_2024-1_2024-03-07","44094966_DAT-201_2024-1","2024-03-07","10","Aprobado","Item Created"
"a03fj00000jXDBqAAO","35824110_GEN-101_2024-1_2024-03-07","35824110_GEN-101_2024-1","2024-03-07","6","Aprobado","Item Created"
"a03fj00000jXDBrAAO","40033579_UX-100_2024-1_2024-03-07","40033579_UX-100_2024-1","2024-03-07","8","Aprobado","Item Created"
"a03fj00000jXDBsAAO","38194575_DAT-101_2024-1_2024-03-07","38194575_DAT-101_2024-1","2024-03-07","6","Aprobado","Item Created"
"a03fj00000jXDBtAAO","33952849_DAT-201_2024-1_2024-03-07","33952849_DAT-201_2024-1","2024-03-07","5","Aprobado","Item Created"
"a03fj00000jXDBuAAO","32991581_GEN-101_2024-1_2024-03-08","32991581_GEN-101_2024-1","2024-03-08","5","Aprobado","Item Created"
"a03fj00000jXDBvAAO","41885509_NEG-400_2024-1_2024-03-08","41885509_NEG-400_2024-1","2024-03-08","4","Aprobado","Item Created"
"a03fj00000jXDBwAAO","33838303_GEN-101_2024-1_2024-03-08","33838303_GEN-101_2024-1","2024-03-08","10","Aprobado","Item Created"
"a03fj00000jXDBxAAO","36279807_NEG-400_2024-1_2024-03-08","36279807_NEG-400_2024-1","2024-03-08","7","Aprobado","Item Created"
"a03fj00000jXDByAAO","42208457_DAT-201_2024-1_2024-03-08","42208457_DAT-201_2024-1","2024-03-08","7","Aprobado","Item Created"
"a03fj00000jXDBzAAO","38750180_UX-100_2024-1_2024-03-08","38750180_UX-100_2024-1","2024-03-08","5","Aprobado","Item Created"
"a03fj00000jXDC0AAO","37222211_DEV-101_2024-1_2024-03-08","37222211_DEV-101_2024-1","2024-03-08","2","Desaprobado","Item Created"
"a03fj00000jXDC1AAO","38645258_MKT-200_2024-1_2024-03-09","38645258_MKT-200_2024-1","2024-03-09","6","Aprobado","Item Created"
"a03fj00000jXDC2AAO","37604035_DAT-201_2024-1_2024-03-09","37604035_DAT-201_2024-1","2024-03-09","1","Desaprobado","Item Created"
"a03fj00000jXDC3AAO","32160000_DEV-101_2024-1_2024-03-09","32160000_DEV-101_2024-1","2024-03-09","4","Aprobado","Item Created"
"a03fj00000jXDC4AAO","38223982_UX-100_2024-1_2024-03-09","38223982_UX-100_2024-1","2024-03-09","2","Desaprobado","Item Created"
"a03fj00000jXDC5AAO","41289550_MKT-200_2024-1_2024-03-09","41289550_MKT-200_2024-1","2024-03-09","6","Aprobado","Item Created"
"a03fj00000jXDC6AAO","33081027_UX-100_2024-1_2024-03-09","33081027_UX-100_2024-1","2024-03-09","9","Aprobado","Item Created"
"a03fj00000jXDC7AAO","32349994_UX-100_2024-1_2024-03-09","32349994_UX-100_2024-1","2024-03-09","9","Aprobado","Item Created"
"a03fj00000jXDC8AAO","34636803_MKT-200_2024-1_2024-03-09","34636803_MKT-200_2024-1","2024-03-09","4","Aprobado","Item Created"
"a03fj00000jXDC9AAO","38629655_IA-300_2024-1_2024-03-10","38629655_IA-300_2024-1","2024-03-10","3","Desaprobado","Item Created"
"a03fj00000jXDCAAA4","36015798_UX-100_2024-1_2024-03-10","36015798_UX-100_2024-1","2024-03-10","10","Aprobado","Item Created"
"a03fj00000jXDCBAA4","37951141_DAT-101_2024-1_2024-03-10","37951141_DAT-101_2024-1","2024-03-10","4","Aprobado","Item Created"
"a03fj00000jXDCCAA4","39734889_GEN-101_2024-1_2024-03-10","39734889_GEN-101_2024-1","2024-03-10","2","Desaprobado","Item Created"
"a03fj00000jXDCDAA4","41134242_GEN-101_2024-1_2024-03-10","41134242_GEN-101_2024-1","2024-03-10","9","Aprobado","Item Created"
"a03fj00000jXDCEAA4","31379964_GEN-101_2024-1_2024-03-10","31379964_GEN-101_2024-1","2024-03-10","9","Aprobado","Item Created"
"a03fj00000jXDCFAA4","45752068_DAT-101_2024-1_2024-03-10","45752068_DAT-101_2024-1","2024-03-10","1","Desaprobado","Item Created"
"a03fj00000jXDCGAA4","37795993_DEV-101_2024-1_2024-03-10","37795993_DEV-101_2024-1","2024-03-10","1","Desaprobado","Item Created"
"a03fj00000jXDCHAA4","36128228_MKT-200_2024-1_2024-03-10","36128228_MKT-200_2024-1","2024-03-10","6","Aprobado","Item Created"
"a03fj00000jXDCIAA4","33155313_DAT-101_2024-1_2024-03-11","33155313_DAT-101_2024-1","2024-03-11","7","Aprobado","Item Created"
"a03fj00000jXDCJAA4","31187731_MKT-200_2024-1_2024-03-11","31187731_MKT-200_2024-1","2024-03-11","9","Aprobado","Item Created"
"a03fj00000jXDCKAA4","30507337_IA-300_2024-1_2024-03-11","30507337_IA-300_2024-1","2024-03-11","3","Desaprobado","Item Created"
"a03fj00000jXDCLAA4","33195960_GEN-101_2024-1_2024-03-11","33195960_GEN-101_2024-1","2024-03-11","6","Aprobado","Item Created"
"a03fj00000jXDCMAA4","35524090_MKT-200_2024-1_2024-03-11","35524090_MKT-200_2024-1","2024-03-11","6","Aprobado","Item Created"
"a03fj00000jXDCNAA4","35081927_DAT-201_2024-1_2024-03-12","35081927_DAT-201_2024-1","2024-03-12","5","Aprobado","Item Created"
"a03fj00000jXDCOAA4","35845730_NEG-400_2024-1_2024-03-12","35845730_NEG-400_2024-1","2024-03-12","5","Aprobado","Item Created"
"a03fj00000jXDCPAA4","42574929_IA-300_2024-1_2024-03-12","42574929_IA-300_2024-1","2024-03-12","8","Aprobado","Item Created"
"a03fj00000jXDCQAA4","31370404_GEN-101_2024-1_2024-03-12","31370404_GEN-101_2024-1","2024-03-12","3","Desaprobado","Item Created"
"a03fj00000jXDCRAA4","35915007_DAT-201_2024-1_2024-03-12","35915007_DAT-201_2024-1","2024-03-12","8","Aprobado","Item Created"
"a03fj00000jXDCSAA4","35589315_DEV-101_2024-1_2024-03-12","35589315_DEV-101_2024-1","2024-03-12","6","Aprobado","Item Created"
"a03fj00000jXDCTAA4","32200927_MKT-200_2024-1_2024-03-12","32200927_MKT-200_2024-1","2024-03-12","10","Aprobado","Item Created"
"a03fj00000jXDCUAA4","42305779_DAT-101_2024-1_2024-03-13","42305779_DAT-101_2024-1","2024-03-13","5","Aprobado","Item Created"
"a03fj00000jXDCVAA4","40988877_NEG-400_2024-1_2024-03-13","40988877_NEG-400_2024-1","2024-03-13","9","Aprobado","Item Created"
"a03fj00000jXDCWAA4","32150912_GEN-101_2024-1_2024-03-13","32150912_GEN-101_2024-1","2024-03-13","4","Aprobado","Item Created"
"a03fj00000jXDCXAA4","34471842_NEG-400_2024-1_2024-03-13","34471842_NEG-400_2024-1","2024-03-13","7","Aprobado","Item Created"
"a03fj00000jXDCYAA4","33988348_NEG-400_2024-1_2024-03-13","33988348_NEG-400_2024-1","2024-03-13","1","Desaprobado","Item Created"
"a03fj00000jXDCZAA4","31554768_IA-300_2024-1_2024-03-13","31554768_IA-300_2024-1","2024-03-13","3","Desaprobado","Item Created"
"a03fj00000jXDCaAAO","41754338_IA-300_2024-1_2024-03-14","41754338_IA-300_2024-1","2024-03-14","1","Desaprobado","Item Created"
"a03fj00000jXDCbAAO","32474711_IA-300_2024-1_2024-03-14","32474711_IA-300_2024-1","2024-03-14","6","Aprobado","Item Created"
"a03fj00000jXDCcAAO","41591741_NEG-400_2024-1_2024-03-14","41591741_NEG-400_2024-1","2024-03-14","1","Desaprobado","Item Created"
"a03fj00000jXDCdAAO","36117422_DAT-101_2024-1_2024-03-14","36117422_DAT-101_2024-1","2024-03-14","7","Aprobado","Item Created"
"a03fj00000jXDCeAAO","36005534_DAT-101_2024-1_2024-03-14","36005534_DAT-101_2024-1","2024-03-14","5","Aprobado","Item Created"
"a03fj00000jXDCfAAO","32088271_MKT-200_2024-1_2024-03-14","32088271_MKT-200_2024-1","2024-03-14","1","Desaprobado","Item Created"
"a03fj00000jXDCgAAO","37795993_GEN-101_2024-1_2024-03-16","37795993_GEN-101_2024-1","2024-03-16","8","Aprobado","Item Created"
"a03fj00000jXDChAAO","37795993_GEN-101_2024-1_2024-03-17","37795993_GEN-101_2024-1","2024-03-17","1","Desaprobado","Item Created"
"a03fj00000jXDCiAAO","37706458_MKT-200_2024-1_2024-03-18","37706458_MKT-200_2024-1","2024-03-18","8","Aprobado","Item Created"
"a03fj00000jXDCjAAO","42254691_DAT-201_2024-1_2024-03-20","42254691_DAT-201_2024-1","2024-03-20","5","Aprobado","Item Created"
"a03fj00000jXDCkAAO","42208457_UX-100_2024-1_2024-03-22","42208457_UX-100_2024-1","2024-03-22","2","Desaprobado","Item Created"
"a03fj00000jXDClAAO","32349994_MKT-200_2024-1_2024-03-22","32349994_MKT-200_2024-1","2024-03-22","4","Aprobado","Item Created"
"a03fj00000jXDCmAAO","38194575_DAT-201_2024-1_2024-03-22","38194575_DAT-201_2024-1","2024-03-22","1","Desaprobado","Item Created"
"a03fj00000jXDCnAAO","40578248_DAT-201_2024-1_2024-03-23","40578248_DAT-201_2024-1","2024-03-23","8","Aprobado","Item Created"
"a03fj00000jXDCoAAO","36163868_GEN-101_2024-1_2024-03-24","36163868_GEN-101_2024-1","2024-03-24","3","Desaprobado","Item Created"
"a03fj00000jXDCpAAO","42500015_IA-300_2024-1_2024-03-26","42500015_IA-300_2024-1","2024-03-26","10","Aprobado","Item Created"
"a03fj00000jXDCqAAO","41943395_IA-300_2024-1_2024-03-29","41943395_IA-300_2024-1","2024-03-29","10","Aprobado","Item Created"
"a03fj00000jXDCrAAO","34508314_GEN-101_2024-1_2024-04-02","34508314_GEN-101_2024-1","2024-04-02","2","Desaprobado","Item Created"
"a03fj00000jXDCsAAO","30309712_MKT-200_2024-1_2024-04-03","30309712_MKT-200_2024-1","2024-04-03","7","Aprobado","Item Created"
"a03fj00000jXDCtAAO","38750180_MKT-200_2024-1_2024-04-07","38750180_MKT-200_2024-1","2024-04-07","2","Desaprobado","Item Created"
"a03fj00000jXDCuAAO","42208457_GEN-101_2024-1_2024-04-08","42208457_GEN-101_2024-1","2024-04-08","4","Aprobado","Item Created"
"a03fj00000jXDCvAAO","34508314_IA-300_2024-1_2024-04-09","34508314_IA-300_2024-1","2024-04-09","4","Aprobado","Item Created"
"a03fj00000jXDCwAAO","30348701_GEN-101_2024-1_2024-04-10","30348701_GEN-101_2024-1","2024-04-10","8","Aprobado","Item Created"
"a03fj00000jXDCxAAO","38223982_DAT-101_2024-1_2024-04-13","38223982_DAT-101_2024-1","2024-04-13","8","Aprobado","Item Created"
"a03fj00000jXDCyAAO","45147679_GEN-101_2024-1_2024-04-13","45147679_GEN-101_2024-1","2024-04-13","2","Desaprobado","Item Created"
"a03fj00000jXDCzAAO","34508314_UX-100_2024-1_2024-04-14","34508314_UX-100_2024-1","2024-04-14","4","Aprobado","Item Created"
"a03fj00000jXDD0AAO","31370404_DAT-201_2024-1_2024-04-17","31370404_DAT-201_2024-1","2024-04-17","3","Desaprobado","Item Created"
"a03fj00000jXDD1AAO","44635112_IA-300_2024-1_2024-04-18","44635112_IA-300_2024-1","2024-04-18","4","Aprobado","Item Created"
"a03fj00000jXDD2AAO","37706458_DAT-101_2024-1_2024-04-22","37706458_DAT-101_2024-1","2024-04-22","3","Desaprobado","Item Created"
"a03fj00000jXDD3AAO","35620137_IA-300_2024-1_2024-04-27","35620137_IA-300_2024-1","2024-04-27","5","Aprobado","Item Created"
"a03fj00000jXDD4AAO","35845730_NEG-400_2024-1_2024-04-27","35845730_NEG-400_2024-1","2024-04-27","3","Desaprobado","Item Created"
"a03fj00000jXDD5AAO","35845730_MKT-200_2024-1_2024-04-28","35845730_MKT-200_2024-1","2024-04-28","2","Desaprobado","Item Created"
"a03fj00000jXDD6AAO","32349994_IA-300_2024-1_2024-04-29","32349994_IA-300_2024-1","2024-04-29","3","Desaprobado","Item Created"
"a03fj00000jXDD7AAO","31370404_DAT-201_2024-1_2024-05-01","31370404_DAT-201_2024-1","2024-05-01","10","Aprobado","Item Created"
"a03fj00000jXDD8AAO","33155313_DEV-101_2024-1_2024-05-01","33155313_DEV-101_2024-1","2024-05-01","10","Aprobado","Item Created"
"a03fj00000jXDD9AAO","42574929_DAT-101_2024-1_2024-05-02","42574929_DAT-101_2024-1","2024-05-02","10","Aprobado","Item Created"
"a03fj00000jXDDAAA4","42208457_DAT-201_2024-1_2024-05-02","42208457_DAT-201_2024-1","2024-05-02","10","Aprobado","Item Created"
"a03fj00000jXDDBAA4","32343092_NEG-400_2024-1_2024-05-03","32343092_NEG-400_2024-1","2024-05-03","3","Desaprobado","Item Created"
"a03fj00000jXDDCAA4","37795993_DAT-101_2024-1_2024-05-04","37795993_DAT-101_2024-1","2024-05-04","8","Aprobado","Item Created"
"a03fj00000jXDDDAA4","41885509_MKT-200_2024-1_2024-05-04","41885509_MKT-200_2024-1","2024-05-04","9","Aprobado","Item Created"
"a03fj00000jXDDEAA4","45752068_GEN-101_2024-1_2024-05-04","45752068_GEN-101_2024-1","2024-05-04","3","Desaprobado","Item Created"
"a03fj00000jXDDFAA4","31370404_IA-300_2024-1_2024-05-10","31370404_IA-300_2024-1","2024-05-10","10","Aprobado","Item Created"
"a03fj00000jXDDGAA4","41943395_DAT-101_2024-1_2024-05-10","41943395_DAT-101_2024-1","2024-05-10","2","Desaprobado","Item Created"
"a03fj00000jXDDHAA4","33838303_GEN-101_2024-1_2024-05-11","33838303_GEN-101_2024-1","2024-05-11","7","Aprobado","Item Created"
"a03fj00000jXDDIAA4","34636803_IA-300_2024-1_2024-05-11","34636803_IA-300_2024-1","2024-05-11","10","Aprobado","Item Created"
"a03fj00000jXDDJAA4","40578248_IA-300_2024-1_2024-05-12","40578248_IA-300_2024-1","2024-05-12","4","Aprobado","Item Created"
"a03fj00000jXDDKAA4","37706458_MKT-200_2024-1_2024-05-12","37706458_MKT-200_2024-1","2024-05-12","4","Aprobado","Item Created"
"a03fj00000jXDDLAA4","42208457_DAT-101_2024-1_2024-05-13","42208457_DAT-101_2024-1","2024-05-13","9","Aprobado","Item Created"
"a03fj00000jXDDMAA4","36369209_DAT-201_2024-1_2024-05-15","36369209_DAT-201_2024-1","2024-05-15","5","Aprobado","Item Created"
"a03fj00000jXDDNAA4","35891432_IA-300_2024-1_2024-05-15","35891432_IA-300_2024-1","2024-05-15","4","Aprobado","Item Created"
"a03fj00000jXDDOAA4","43539600_GEN-101_2024-1_2024-05-16","43539600_GEN-101_2024-1","2024-05-16","8","Aprobado","Item Created"
"a03fj00000jXDDPAA4","41111676_NEG-400_2024-1_2024-05-18","41111676_NEG-400_2024-1","2024-05-18","7","Aprobado","Item Created"
"a03fj00000jXDDQAA4","31379964_NEG-400_2024-1_2024-05-21","31379964_NEG-400_2024-1","2024-05-21","1","Desaprobado","Item Created"
"a03fj00000jXDDRAA4","37604035_NEG-400_2024-1_2024-05-23","37604035_NEG-400_2024-1","2024-05-23","2","Desaprobado","Item Created"
"a03fj00000jXDDSAA4","30309712_DAT-101_2024-1_2024-05-24","30309712_DAT-101_2024-1","2024-05-24","10","Aprobado","Item Created"
"a03fj00000jXDDTAA4","35589315_DAT-201_2024-1_2024-05-24","35589315_DAT-201_2024-1","2024-05-24","10","Aprobado","Item Created"
"a03fj00000jXDDUAA4","36163868_IA-300_2024-1_2024-05-27","36163868_IA-300_2024-1","2024-05-27","8","Aprobado","Item Created"
"a03fj00000jXDDVAA4","34250668_MKT-200_2024-1_2024-05-28","34250668_MKT-200_2024-1","2024-05-28","2","Desaprobado","Item Created"
"a03fj00000jXDDWAA4","31621161_IA-300_2024-1_2024-05-29","31621161_IA-300_2024-1","2024-05-29","1","Desaprobado","Item Created"
"a03fj00000jXDDXAA4","32971550_IA-300_2024-1_2024-05-30","32971550_IA-300_2024-1","2024-05-30","8","Aprobado","Item Created"
"a03fj00000jXDDYAA4","33541682_IA-300_2024-1_2024-06-01","33541682_IA-300_2024-1","2024-06-01","5","Aprobado","Item Created"
"a03fj00000jXDDZAA4","44047721_DAT-201_2024-1_2024-06-01","44047721_DAT-201_2024-1","2024-06-01","4","Aprobado","Item Created"
"a03fj00000jXDDaAAO","38207316_GEN-101_2024-1_2024-06-05","38207316_GEN-101_2024-1","2024-06-05","7","Aprobado","Item Created"
"a03fj00000jXDDbAAO","42500015_MKT-200_2024-1_2024-06-05","42500015_MKT-200_2024-1","2024-06-05","3","Desaprobado","Item Created"
"a03fj00000jXDDcAAO","31303564_DAT-201_2024-1_2024-06-06","31303564_DAT-201_2024-1","2024-06-06","5","Aprobado","Item Created"
"a03fj00000jXDDdAAO","34636803_GEN-101_2024-1_2024-06-13","34636803_GEN-101_2024-1","2024-06-13","2","Desaprobado","Item Created"
"a03fj00000jXDDeAAO","31554768_IA-300_2024-1_2024-06-14","31554768_IA-300_2024-1","2024-06-14","10","Aprobado","Item Created"
"a03fj00000jXDDfAAO","33081027_MKT-200_2024-1_2024-06-14","33081027_MKT-200_2024-1","2024-06-14","4","Aprobado","Item Created"
"a03fj00000jXDDgAAO","35620137_DEV-101_2024-1_2024-06-17","35620137_DEV-101_2024-1","2024-06-17","5","Aprobado","Item Created"
"a03fj00000jXDDhAAO","39734889_UX-100_2024-1_2024-06-18","39734889_UX-100_2024-1","2024-06-18","10","Aprobado","Item Created"
"a03fj00000jXDDiAAO","35376871_NEG-400_2024-1_2024-06-18","35376871_NEG-400_2024-1","2024-06-18","2","Desaprobado","Item Created"
"a03fj00000jXDDjAAO","30507337_DEV-101_2024-1_2024-06-20","30507337_DEV-101_2024-1","2024-06-20","3","Desaprobado","Item Created"
"a03fj00000jXDDkAAO","31379964_IA-300_2024-1_2024-06-22","31379964_IA-300_2024-1","2024-06-22","6","Aprobado","Item Created"
"a03fj00000jXDDlAAO","35376871_MKT-200_2024-1_2024-06-23","35376871_MKT-200_2024-1","2024-06-23","2","Desaprobado","Item Created"
"a03fj00000jXDDmAAO","32150912_GEN-101_2024-1_2024-06-24","32150912_GEN-101_2024-1","2024-06-24","8","Aprobado","Item Created"
"a03fj00000jXDDnAAO","35524090_DAT-201_2024-1_2024-06-25","35524090_DAT-201_2024-1","2024-06-25","1","Desaprobado","Item Created"
"a03fj00000jXDDoAAO","32349994_MKT-200_2024-1_2024-06-26","32349994_MKT-200_2024-1","2024-06-26","3","Desaprobado","Item Created"
"a03fj00000jXDDpAAO","31621161_DEV-101_2024-1_2024-06-26","31621161_DEV-101_2024-1","2024-06-26","10","Aprobado","Item Created"
"a03fj00000jXDDqAAO","31187731_IA-300_2024-1_2024-06-26","31187731_IA-300_2024-1","2024-06-26","7","Aprobado","Item Created"
"a03fj00000jXDDrAAO","32150912_GEN-101_2024-1_2024-06-27","32150912_GEN-101_2024-1","2024-06-27","3","Desaprobado","Item Created"
"a03fj00000jXDDsAAO","37706458_DAT-201_2024-1_2024-06-27","37706458_DAT-201_2024-1","2024-06-27","7","Aprobado","Item Created"
"a03fj00000jXDDtAAO","38223982_DAT-101_2024-1_2024-06-28","38223982_DAT-101_2024-1","2024-06-28","5","Aprobado","Item Created"
"a03fj00000jXDDuAAO","43625205_DEV-101_2024-1_2024-06-30","43625205_DEV-101_2024-1","2024-06-30","2","Desaprobado","Item Created"
"a03fj00000jXDDvAAO","32474711_MKT-200_2024-2_2024-07-02","32474711_MKT-200_2024-2","2024-07-02","6","Aprobado","Item Created"
"a03fj00000jXDDwAAO","37706458_GEN-101_2024-2_2024-07-05","37706458_GEN-101_2024-2","2024-07-05","9","Aprobado","Item Created"
"a03fj00000jXDDxAAO","33838303_MKT-200_2024-2_2024-07-08","33838303_MKT-200_2024-2","2024-07-08","2","Desaprobado","Item Created"
"a03fj00000jXDDyAAO","37222211_UX-100_2024-2_2024-07-09","37222211_UX-100_2024-2","2024-07-09","1","Desaprobado","Item Created"
"a03fj00000jXDDzAAO","35420584_DAT-201_2024-2_2024-07-10","35420584_DAT-201_2024-2","2024-07-10","7","Aprobado","Item Created"
"a03fj00000jXDE0AAO","44047721_UX-100_2024-2_2024-07-10","44047721_UX-100_2024-2","2024-07-10","3","Desaprobado","Item Created"
"a03fj00000jXDE1AAO","36128228_DAT-101_2024-2_2024-07-11","36128228_DAT-101_2024-2","2024-07-11","2","Desaprobado","Item Created"
"a03fj00000jXDE2AAO","44094966_DAT-201_2024-2_2024-07-13","44094966_DAT-201_2024-2","2024-07-13","9","Aprobado","Item Created"
"a03fj00000jXDE3AAO","36163868_DAT-101_2024-2_2024-07-14","36163868_DAT-101_2024-2","2024-07-14","7","Aprobado","Item Created"
"a03fj00000jXDE4AAO","41943395_DEV-101_2024-2_2024-07-21","41943395_DEV-101_2024-2","2024-07-21","7","Aprobado","Item Created"
