"ID","Numero_Documento__c","Codigo_Materia","ID_Importacion","Anio_Lectivo","STATUS"
"a0Bbm00000m7AsxEAE","37951141","DAT-101","37951141_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AsyEAE","39734889","GEN-101","39734889_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AszEAE","41134242","GEN-101","41134242_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7At0EAE","31379964","GEN-101","31379964_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7At1EAE","45752068","DAT-101","45752068_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7At2EAE","37795993","DEV-101","37795993_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7At3EAE","36128228","MKT-200","36128228_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7At4EAE","33155313","DAT-101","33155313_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7At5EAE","31187731","MKT-200","31187731_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7At6EAE","30507337","IA-300","30507337_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7At7EAE","33195960","GEN-101","33195960_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7At8EAE","35524090","MKT-200","35524090_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7At9EAE","35081927","DAT-201","35081927_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtAEAU","35845730","NEG-400","35845730_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtBEAU","42574929","IA-300","42574929_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtCEAU","31370404","GEN-101","31370404_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtDEAU","35915007","DAT-201","35915007_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtEEAU","35589315","DEV-101","35589315_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtFEAU","32200927","MKT-200","32200927_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtGEAU","42305779","DAT-101","42305779_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtHEAU","40988877","NEG-400","40988877_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtIEAU","32150912","GEN-101","32150912_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtJEAU","34471842","NEG-400","34471842_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtKEAU","33988348","NEG-400","33988348_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtLEAU","31554768","IA-300","31554768_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtMEAU","41754338","IA-300","41754338_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtNEAU","32474711","IA-300","32474711_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtOEAU","41591741","NEG-400","41591741_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtPEAU","36117422","DAT-101","36117422_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtQEAU","36005534","DAT-101","36005534_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtREAU","32088271","MKT-200","32088271_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtSEAU","42740444","MKT-200","42740444_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtTEAU","36868365","UX-100","36868365_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtUEAU","43315303","GEN-101","43315303_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtVEAU","37275248","DAT-201","37275248_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtWEAU","43904609","DEV-101","43904609_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtXEAU","42763799","DAT-201","42763799_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtYEAU","33601032","DAT-201","33601032_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtZEAU","31629308","DAT-201","31629308_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtaEAE","42881854","MKT-200","42881854_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtbEAE","33293475","UX-100","33293475_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtcEAE","37663002","DAT-101","37663002_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtdEAE","37795993","GEN-101","37795993_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AteEAE","34343777","NEG-400","34343777_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtfEAE","43888324","UX-100","43888324_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtgEAE","42645481","MKT-200","42645481_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AthEAE","42613265","IA-300","42613265_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtiEAE","40603350","DAT-101","40603350_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtjEAE","35650079","DEV-101","35650079_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtkEAE","36630045","MKT-200","36630045_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtlEAE","34939319","DAT-201","34939319_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtmEAE","39916823","IA-300","39916823_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtnEAE","36906085","UX-100","36906085_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtoEAE","34211417","DEV-101","34211417_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtpEAE","45182848","IA-300","45182848_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtqEAE","40422549","MKT-200","40422549_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtrEAE","31122274","IA-300","31122274_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtsEAE","32152121","MKT-200","32152121_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AttEAE","36362413","NEG-400","36362413_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtuEAE","37856329","GEN-101","37856329_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtvEAE","38934818","DAT-201","38934818_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtwEAE","43651742","UX-100","43651742_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtxEAE","44661890","GEN-101","44661890_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtyEAE","37706458","MKT-200","37706458_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AtzEAE","35648819","DAT-101","35648819_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au0EAE","30680437","DEV-101","30680437_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au1EAE","35915416","DAT-201","35915416_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au2EAE","38526500","DAT-101","38526500_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au3EAE","31629308","UX-100","31629308_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au4EAE","37869329","IA-300","37869329_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au5EAE","30856430","DAT-201","30856430_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au6EAE","42760731","NEG-400","42760731_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au7EAE","41332008","GEN-101","41332008_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au8EAE","31767975","DAT-101","31767975_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Au9EAE","42254691","DAT-201","42254691_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuAEAU","44536877","NEG-400","44536877_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuBEAU","38877407","DEV-101","38877407_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuCEAU","35049197","DAT-201","35049197_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuDEAU","36629400","DEV-101","36629400_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuEEAU","36701152","DAT-201","36701152_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuFEAU","39775624","UX-100","39775624_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuGEAU","30362258","NEG-400","30362258_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuHEAU","36309794","IA-300","36309794_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuIEAU","36727365","DAT-101","36727365_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuJEAU","31087473","UX-100","31087473_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuKEAU","45561312","GEN-101","45561312_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuLEAU","35515194","DAT-101","35515194_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuMEAU","30279612","MKT-200","30279612_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuNEAU","30252475","UX-100","30252475_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuOEAU","42727516","IA-300","42727516_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuPEAU","42208457","UX-100","42208457_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuQEAU","32349994","MKT-200","32349994_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuREAU","44385458","DEV-101","44385458_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuSEAU","34567608","DEV-101","34567608_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuTEAU","42909942","DAT-201","42909942_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuUEAU","38622234","MKT-200","38622234_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuVEAU","44927685","MKT-200","44927685_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuWEAU","35316729","MKT-200","35316729_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuXEAU","38194575","DAT-201","38194575_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuYEAU","41530667","GEN-101","41530667_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuZEAU","34356381","UX-100","34356381_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuaEAE","43105183","GEN-101","43105183_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AubEAE","41112892","DEV-101","41112892_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AucEAE","32141644","DEV-101","32141644_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AudEAE","31061893","DAT-101","31061893_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AueEAE","40578248","DAT-201","40578248_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AufEAE","37674710","UX-100","37674710_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AugEAE","39571770","IA-300","39571770_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuhEAE","36163868","GEN-101","36163868_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuiEAE","39463207","IA-300","39463207_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AujEAE","35517472","DAT-201","35517472_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AukEAE","37678418","DAT-101","37678418_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AulEAE","34635361","DAT-201","34635361_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AumEAE","42253635","MKT-200","42253635_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AunEAE","35501443","UX-100","35501443_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuoEAE","40245831","NEG-400","40245831_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AupEAE","39144752","DAT-201","39144752_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuqEAE","41931470","IA-300","41931470_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AurEAE","39386440","DAT-201","39386440_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AusEAE","36906085","DAT-201","36906085_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AutEAE","36948146","DEV-101","36948146_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuuEAE","34092604","GEN-101","34092604_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuvEAE","37505561","GEN-101","37505561_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuwEAE","45419981","DEV-101","45419981_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuxEAE","45503533","MKT-200","45503533_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuyEAE","42500015","IA-300","42500015_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AuzEAE","30966401","UX-100","30966401_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av0EAE","36456678","DAT-201","36456678_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av1EAE","30465936","DAT-101","30465936_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av2EAE","40764881","DEV-101","40764881_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av3EAE","37142397","IA-300","37142397_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av4EAE","38481398","UX-100","38481398_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av5EAE","44654200","DAT-101","44654200_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av6EAE","45171795","IA-300","45171795_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av7EAE","40167473","UX-100","40167473_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av8EAE","42002650","NEG-400","42002650_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7Av9EAE","34758464","GEN-101","34758464_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvAEAU","39194704","DEV-101","39194704_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvBEAU","36489803","DAT-201","36489803_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvCEAU","41915923","DAT-101","41915923_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvDEAU","40421216","GEN-101","40421216_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvEEAU","39747478","NEG-400","39747478_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvFEAU","44765173","GEN-101","44765173_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvGEAU","36594040","DAT-101","36594040_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvHEAU","37444361","DAT-101","37444361_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvIEAU","38446695","GEN-101","38446695_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvJEAU","43062304","UX-100","43062304_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvKEAU","44412440","DAT-101","44412440_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvLEAU","41748984","MKT-200","41748984_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvMEAU","38038154","IA-300","38038154_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvNEAU","44753132","UX-100","44753132_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvOEAU","30619113","DEV-101","30619113_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvPEAU","39641826","DAT-101","39641826_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvQEAU","31442827","MKT-200","31442827_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvREAU","41594052","GEN-101","41594052_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvSEAU","44765173","DAT-101","44765173_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvTEAU","44698831","IA-300","44698831_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvUEAU","41943395","IA-300","41943395_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvVEAU","37749075","MKT-200","37749075_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvWEAU","37797988","NEG-400","37797988_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvXEAU","31821525","DEV-101","31821525_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvYEAU","38657054","MKT-200","38657054_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvZEAU","31165911","NEG-400","31165911_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvaEAE","31777177","DAT-201","31777177_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvbEAE","39451059","GEN-101","39451059_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvcEAE","42909942","NEG-400","42909942_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvdEAE","39054820","DAT-201","39054820_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AveEAE","36016561","NEG-400","36016561_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvfEAE","35745673","UX-100","35745673_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvgEAE","32416248","DEV-101","32416248_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvhEAE","31162466","DEV-101","31162466_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AviEAE","42179672","IA-300","42179672_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvjEAE","30263228","IA-300","30263228_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvkEAE","36855486","DAT-201","36855486_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvlEAE","31935757","DEV-101","31935757_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvmEAE","35648819","DEV-101","35648819_DEV-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvnEAE","36461761","DAT-101","36461761_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvoEAE","31178906","UX-100","31178906_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvpEAE","39556507","IA-300","39556507_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvqEAE","37161768","UX-100","37161768_UX-100_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvrEAE","44508081","DAT-101","44508081_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvsEAE","45402891","MKT-200","45402891_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvtEAE","30116169","MKT-200","30116169_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvuEAE","44563667","DAT-201","44563667_DAT-201_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvvEAE","38925094","DAT-101","38925094_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvwEAE","45341622","NEG-400","45341622_NEG-400_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvxEAE","41575887","GEN-101","41575887_GEN-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvyEAE","44555423","MKT-200","44555423_MKT-200_2024-1","2024-1","Item Created"
"a0Bbm00000m7AvzEAE","40534516","DAT-101","40534516_DAT-101_2024-1","2024-1","Item Created"
"a0Bbm00000m7Aw0EAE","32932411","IA-300","32932411_IA-300_2024-1","2024-1","Item Created"
"a0Bbm00000m7Aw1EAE","41473248","IA-300","41473248_IA-300_2024-1","2024-1","Item Created"
