"Numero_Documento__c","Codigo_Materia","ID_Importacion","Anio_Lectivo","ERROR"
"30117903","IA-300","30117903_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41068300","IA-300","41068300_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35620137","NEG-400","35620137_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38207316","DEV-101","38207316_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42254691","IA-300","42254691_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"44635112","IA-300","44635112_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41289550","UX-100","41289550_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"45656190","DAT-101","45656190_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31621161","MKT-200","31621161_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42845702","MKT-200","42845702_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35420584","IA-300","35420584_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36369209","UX-100","36369209_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"43625205","UX-100","43625205_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"44094966","DAT-201","44094966_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35824110","GEN-101","35824110_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"40033579","UX-100","40033579_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38194575","DAT-101","38194575_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33952849","DAT-201","33952849_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32991581","GEN-101","32991581_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41885509","NEG-400","41885509_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33838303","GEN-101","33838303_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36279807","NEG-400","36279807_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42208457","DAT-201","42208457_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38750180","UX-100","38750180_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37222211","DEV-101","37222211_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38645258","MKT-200","38645258_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37604035","DAT-201","37604035_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32160000","DEV-101","32160000_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38223982","UX-100","38223982_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41289550","MKT-200","41289550_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33081027","UX-100","33081027_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32349994","UX-100","32349994_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"34636803","MKT-200","34636803_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38629655","IA-300","38629655_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36015798","UX-100","36015798_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37951141","DAT-101","37951141_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"39734889","GEN-101","39734889_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41134242","GEN-101","41134242_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31379964","GEN-101","31379964_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"45752068","DAT-101","45752068_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37795993","DEV-101","37795993_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36128228","MKT-200","36128228_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33155313","DAT-101","33155313_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31187731","MKT-200","31187731_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"30507337","IA-300","30507337_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33195960","GEN-101","33195960_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35524090","MKT-200","35524090_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35081927","DAT-201","35081927_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35845730","NEG-400","35845730_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42574929","IA-300","42574929_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31370404","GEN-101","31370404_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35915007","DAT-201","35915007_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35589315","DEV-101","35589315_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32200927","MKT-200","32200927_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42305779","DAT-101","42305779_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"40988877","NEG-400","40988877_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32150912","GEN-101","32150912_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"34471842","NEG-400","34471842_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33988348","NEG-400","33988348_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31554768","IA-300","31554768_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41754338","IA-300","41754338_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32474711","IA-300","32474711_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41591741","NEG-400","41591741_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36117422","DAT-101","36117422_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36005534","DAT-101","36005534_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32088271","MKT-200","32088271_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37795993","GEN-101","37795993_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37706458","MKT-200","37706458_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42254691","DAT-201","42254691_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42208457","UX-100","42208457_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32349994","MKT-200","32349994_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38194575","DAT-201","38194575_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"40578248","DAT-201","40578248_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36163868","GEN-101","36163868_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42500015","IA-300","42500015_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41943395","IA-300","41943395_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"34508314","GEN-101","34508314_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"30309712","MKT-200","30309712_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38750180","MKT-200","38750180_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42208457","GEN-101","42208457_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"34508314","IA-300","34508314_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"30348701","GEN-101","30348701_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38223982","DAT-101","38223982_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"34508314","UX-100","34508314_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31370404","DAT-201","31370404_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37706458","DAT-101","37706458_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35620137","IA-300","35620137_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35845730","MKT-200","35845730_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32349994","IA-300","32349994_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33155313","DEV-101","33155313_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42574929","DAT-101","42574929_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32343092","NEG-400","32343092_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37795993","DAT-101","37795993_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41885509","MKT-200","41885509_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"45752068","GEN-101","45752068_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31370404","IA-300","31370404_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41943395","DAT-101","41943395_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"34636803","IA-300","34636803_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"40578248","IA-300","40578248_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42208457","DAT-101","42208457_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36369209","DAT-201","36369209_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35891432","IA-300","35891432_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"43539600","GEN-101","43539600_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"41111676","NEG-400","41111676_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31379964","NEG-400","31379964_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37604035","NEG-400","37604035_NEG-400_2024-1","2024-1","Value does not exist or does not match filter criteria."
"30309712","DAT-101","30309712_DAT-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35589315","DAT-201","35589315_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"36163868","IA-300","36163868_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"34250668","MKT-200","34250668_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31621161","IA-300","31621161_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32971550","IA-300","32971550_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33541682","IA-300","33541682_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"44047721","DAT-201","44047721_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"38207316","GEN-101","38207316_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"42500015","MKT-200","42500015_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"34636803","GEN-101","34636803_GEN-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"33081027","MKT-200","33081027_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35620137","DEV-101","35620137_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"39734889","UX-100","39734889_UX-100_2024-1","2024-1","Value does not exist or does not match filter criteria."
"30507337","DEV-101","30507337_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31379964","IA-300","31379964_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35376871","MKT-200","35376871_MKT-200_2024-1","2024-1","Value does not exist or does not match filter criteria."
"35524090","DAT-201","35524090_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31621161","DEV-101","31621161_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"31187731","IA-300","31187731_IA-300_2024-1","2024-1","Value does not exist or does not match filter criteria."
"37706458","DAT-201","37706458_DAT-201_2024-1","2024-1","Value does not exist or does not match filter criteria."
"43625205","DEV-101","43625205_DEV-101_2024-1","2024-1","Value does not exist or does not match filter criteria."
"32474711","MKT-200","32474711_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37706458","GEN-101","37706458_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"33838303","MKT-200","33838303_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37222211","UX-100","37222211_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35420584","DAT-201","35420584_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"44047721","UX-100","44047721_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"36128228","DAT-101","36128228_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"44094966","DAT-201","44094966_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"36163868","DAT-101","36163868_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"41943395","DEV-101","41943395_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"43625205","DAT-101","43625205_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"34636803","IA-300","34636803_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35589315","DAT-201","35589315_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"31763113","GEN-101","31763113_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"36279807","DAT-101","36279807_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"42208457","MKT-200","42208457_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"32474711","GEN-101","32474711_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"41754338","IA-300","41754338_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35589315","DEV-101","35589315_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"45840080","GEN-101","45840080_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"45130131","MKT-200","45130131_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"36005534","UX-100","36005534_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"30117903","IA-300","30117903_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"41943395","UX-100","41943395_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"31554768","DEV-101","31554768_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"40578248","DEV-101","40578248_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35589315","GEN-101","35589315_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"43539600","MKT-200","43539600_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35891432","NEG-400","35891432_NEG-400_2024-2","2024-2","Value does not exist or does not match filter criteria."
"32991581","MKT-200","32991581_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"40988877","GEN-101","40988877_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"38811418","GEN-101","38811418_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"31554768","DAT-101","31554768_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"33988348","IA-300","33988348_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"34250668","GEN-101","34250668_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"45130131","DAT-101","45130131_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"36163868","GEN-101","36163868_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"30117903","DAT-201","30117903_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"31187731","NEG-400","31187731_NEG-400_2024-2","2024-2","Value does not exist or does not match filter criteria."
"34508314","IA-300","34508314_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"33155313","NEG-400","33155313_NEG-400_2024-2","2024-2","Value does not exist or does not match filter criteria."
"43539600","GEN-101","43539600_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"43449566","UX-100","43449566_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"39696052","DAT-101","39696052_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"30117903","DEV-101","30117903_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"43625205","GEN-101","43625205_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"33081027","DAT-201","33081027_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"39696052","DEV-101","39696052_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35891432","DEV-101","35891432_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"31379964","IA-300","31379964_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"40988877","DEV-101","40988877_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"40578248","IA-300","40578248_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"36279807","MKT-200","36279807_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"32349994","IA-300","32349994_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"34471842","GEN-101","34471842_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"39734889","DAT-101","39734889_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"45688788","GEN-101","45688788_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"33081027","DAT-101","33081027_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37706458","DAT-101","37706458_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37795993","GEN-101","37795993_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35589315","IA-300","35589315_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"41944353","IA-300","41944353_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35915007","UX-100","35915007_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"32349994","GEN-101","32349994_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"34250668","MKT-200","34250668_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35824110","NEG-400","35824110_NEG-400_2024-2","2024-2","Value does not exist or does not match filter criteria."
"38223982","GEN-101","38223982_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"42305779","GEN-101","42305779_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"45147679","MKT-200","45147679_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"41134242","GEN-101","41134242_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"34636803","DAT-201","34636803_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"31554768","DAT-201","31554768_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37513790","IA-300","37513790_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35589315","UX-100","35589315_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"32200927","MKT-200","32200927_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"45130131","GEN-101","45130131_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"45147679","DAT-201","45147679_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"32160000","IA-300","32160000_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37604035","MKT-200","37604035_MKT-200_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35891432","DAT-101","35891432_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"32160000","DAT-201","32160000_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"34508314","UX-100","34508314_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"32991581","DAT-101","32991581_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"33541682","DAT-201","33541682_DAT-201_2024-2","2024-2","Value does not exist or does not match filter criteria."
"30542692","GEN-101","30542692_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37604035","UX-100","37604035_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"30348701","GEN-101","30348701_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"45840080","DEV-101","45840080_DEV-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"31370404","IA-300","31370404_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"36279807","UX-100","36279807_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35420584","UX-100","35420584_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37706458","UX-100","37706458_UX-100_2024-2","2024-2","Value does not exist or does not match filter criteria."
"33789545","IA-300","33789545_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"35081927","GEN-101","35081927_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"44047721","DAT-101","44047721_DAT-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"37222211","GEN-101","37222211_GEN-101_2024-2","2024-2","Value does not exist or does not match filter criteria."
"39074649","NEG-400","39074649_NEG-400_2024-2","2024-2","Value does not exist or does not match filter criteria."
"41111676","IA-300","41111676_IA-300_2024-2","2024-2","Value does not exist or does not match filter criteria."
"34223113","IA-400","34223113_IA-400_2025-1","2025-1","Value does not exist or does not match filter criteria."
"41907942","NEG-400","41907942_NEG-400_2025-1","2025-1","Value does not exist or does not match filter criteria."
"31153469","UX-100","31153469_UX-100_2025-1","2025-1","Value does not exist or does not match filter criteria."
"36511898","DAT-305","36511898_DAT-305_2025-1","2025-1","Value does not exist or does not match filter criteria."
"44383216","UX-100","44383216_UX-100_2025-1","2025-1","Value does not exist or does not match filter criteria."
"40284355","NEG-400","40284355_NEG-400_2025-1","2025-1","Value does not exist or does not match filter criteria."
"46410216","GEN-101","46410216_GEN-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"44844263","UX-100","44844263_UX-100_2025-1","2025-1","Value does not exist or does not match filter criteria."
"40833222","DAT-305","40833222_DAT-305_2025-1","2025-1","Value does not exist or does not match filter criteria."
"40852091","DAT-305","40852091_DAT-305_2025-1","2025-1","Value does not exist or does not match filter criteria."
"43342517","DAT-305","43342517_DAT-305_2025-1","2025-1","Value does not exist or does not match filter criteria."
"44730308","NEG-400","44730308_NEG-400_2025-1","2025-1","Value does not exist or does not match filter criteria."
"44445238","DAT-101","44445238_DAT-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"40269989","DAT-201","40269989_DAT-201_2025-1","2025-1","Value does not exist or does not match filter criteria."
"30277884","MKT-200","30277884_MKT-200_2025-1","2025-1","Value does not exist or does not match filter criteria."
"35310111","DAT-305","35310111_DAT-305_2025-1","2025-1","Value does not exist or does not match filter criteria."
"33362152","DAT-201","33362152_DAT-201_2025-1","2025-1","Value does not exist or does not match filter criteria."
"40204911","DEV-101","40204911_DEV-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"47320705","NEG-400","47320705_NEG-400_2025-1","2025-1","Value does not exist or does not match filter criteria."
"44724307","DAT-101","44724307_DAT-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"41016204","DAT-305","41016204_DAT-305_2025-1","2025-1","Value does not exist or does not match filter criteria."
"32844429","DAT-305","32844429_DAT-305_2025-1","2025-1","Value does not exist or does not match filter criteria."
"44286872","GEN-101","44286872_GEN-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"37090862","DAT-201","37090862_DAT-201_2025-1","2025-1","Value does not exist or does not match filter criteria."
"32027618","GEN-101","32027618_GEN-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"45280236","DEV-101","45280236_DEV-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"30224289","MKT-200","30224289_MKT-200_2025-1","2025-1","Value does not exist or does not match filter criteria."
"40437078","DAT-101","40437078_DAT-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"30808375","UX-100","30808375_UX-100_2025-1","2025-1","Value does not exist or does not match filter criteria."
"34223113","DAT-101","34223113_DAT-101_2025-1","2025-1","Value does not exist or does not match filter criteria."
"37412229","IA-400","37412229_IA-400_2025-1","2025-1","Value does not exist or does not match filter criteria."
"33697024","MKT-200","33697024_MKT-200_2025-1","2025-1","Value does not exist or does not match filter criteria."
