"ID","Nombre","Apellido","Numero_Documento__c","Email","Telefono","Rol__c","Tipo_Documento__c","STATUS"
"003fj00000jX8mpAAC","Milena","Suarez","32971550","milena.suarez@yahoo.com","+54 9 3191 4580","Alumno","DNI","Item Created"
"003fj00000jX8mqAAC","Tomàs","Juarez","30348701","tomas.juarez@yahoo.com","+54 9 2950 1285","Alumno","DNI","Item Created"
"003fj00000jX8mrAAC","Benjamin","Hernandez","41944353","benjamin.hernandez@outlook.com","+54 9 2219 9785","Alumno","DNI","Item Created"
"003fj00000jX8msAAC","Santino","Gonzalez","44313136","santino.gonzalez@hotmail.com","+54 9 2861 3870","Alumno","DNI","Item Created"
"003fj00000jX8mtAAC","Thiago Nicolas","Roldan","31763113","thiago.nicolas.roldan@outlook.com","+54 9 2597 1174","Alumno","DNI","Item Created"
"003fj00000jX8muAAC","Violeta","Suarez","37085503","violeta.suarez@gmail.com","+54 9 3945 4441","Alumno","DNI","Item Created"
"003fj00000jX8mvAAC","Faustino","Suarez","40578248","faustino.suarez@yahoo.com","+54 9 3577 8183","Alumno","DNI","Item Created"
"003fj00000jX8mwAAC","Valentino","Suarez","33541682","valentino.suarez@gmail.com","+54 9 3650 2039","Alumno","DNI","Item Created"
"003fj00000jX8mxAAC","Joaquin","Rodriguez","44012569","joaquin.rodriguez@yahoo.com","+54 9 2125 1380","Alumno","DNI","Item Created"
"003fj00000jX8myAAC","Milena","Diaz","42500015","milena.diaz@hotmail.com","+54 9 2395 1848","Alumno","DNI","Item Created"
"003fj00000jX8mzAAC","Juana","Ramos","45840080","","+54 9 2542 4466","Alumno","DNI","Item Created"
"003fj00000jX8n0AAC","Alfonsina","Carrizo","35376871","alfonsina.carrizo@outlook.com","+54 9 3228 1938","Alumno","DNI","Item Created"
"003fj00000jX8n1AAC","Joaquin","Lopez","39696052","joaquin.lopez@gmail.com","+54 9 3266 5055","Alumno","DNI","Item Created"
"003fj00000jX8n2AAC","Felipe","Acosta","30117903","","+54 9 2561 7615","Alumno","DNI","Item Created"
"003fj00000jX8n3AAC","Maria Paz","Rojas","41068300","maria.paz.rojas@yahoo.com","+54 9 2596 3705","Alumno","DNI","Item Created"
"003fj00000jX8n4AAC","Gonzalo","Garcia","35620137","gonzalo.garcia@outlook.com","+54 9 3892 2082","Alumno","DNI","Item Created"
"003fj00000jX8n5AAC","Santino","Dominguez","38207316","santino.dominguez@gmail.com","+54 9 2730 0517","Alumno","DNI","Item Created"
"003fj00000jX8n6AAC","Valentina","Fernandez","42254691","valentina.fernandez@gmail.com","+54 9 2224 4536","Alumno","DNI","Item Created"
"003fj00000jX8n7AAC","Bautista","Vega","44635112","bautista.vega@hotmail.com","+54 9 3333 0825","Alumno","DNI","Item Created"
"003fj00000jX8n8AAC","Giovanni","Maldonado","41289550","giovanni.maldonado@hotmail.com","+54 9 2547 1803","Alumno","DNI","Item Created"
"003fj00000jX8n9AAC","Santino","Rodriguez","45656190","santino.rodriguez@hotmail.com","+54 9 2446 7104","Alumno","DNI","Item Created"
"003fj00000jX8nAAAS","Catalina","Barrios","31621161","","+54 9 3510 2381","Alumno","DNI","Item Created"
"003fj00000jX8nBAAS","Renzo","Benitez","42845702","renzo.benitez@hotmail.com","+54 9 2495 2033","Alumno","DNI","Item Created"
"003fj00000jX8nCAAS","Facundo","Maldonado","35420584","facundo.maldonado@outlook.com","+54 9 3512 9462","Alumno","DNI","Item Created"
"003fj00000jX8nDAAS","Santiago","Pereyra","36369209","santiago.pereyra@outlook.com","+54 9 3535 6554","Alumno","DNI","Item Created"
"003fj00000jX8nEAAS","Milo","Rodriguez","43625205","","+54 9 2919 0402","Alumno","DNI","Item Created"
"003fj00000jX8nFAAS","Lola","Martinez","44094966","lola.martinez@hotmail.com","+54 9 2702 8765","Alumno","DNI","Item Created"
"003fj00000jX8nGAAS","Jazmin","Sosa","35824110","jazmin.sosa@hotmail.com","+54 9 2856 1675","Alumno","DNI","Item Created"
"003fj00000jX8nHAAS","Guillermina","Lucero","40033579","guillermina.lucero@hotmail.com","+54 9 3622 0074","Alumno","DNI","Item Created"
"003fj00000jX8nIAAS","Alma Valentina","Rodriguez","38194575","alma.valentina.rodriguez@outlook.com","+54 9 3288 3272","Alumno","DNI","Item Created"
"003fj00000jX8nJAAS","Santino","Gomez","33952849","santino.gomez@outlook.com","+54 9 3924 3631","Alumno","DNI","Item Created"
"003fj00000jX8nKAAS","Felipe","Carrizo","32991581","felipe.carrizo@outlook.com","+54 9 3844 6642","Alumno","DNI","Item Created"
"003fj00000jX8nLAAS","Lautaro","Rodriguez","41885509","lautaro.rodriguez@gmail.com","+54 9 2279 7194","Alumno","DNI","Item Created"
"003fj00000jX8nMAAS","Joaquin","Flores","33838303","joaquin.flores@outlook.com","+54 9 3965 6415","Alumno","DNI","Item Created"
"003fj00000jX8nNAAS","Olivia","Olivera","36279807","olivia.olivera@yahoo.com","+54 9 2309 1902","Alumno","DNI","Item Created"
"003fj00000jX8nOAAS","Julian","Castro","42208457","julian.castro@hotmail.com","+54 9 2462 7289","Alumno","DNI","Item Created"
"003fj00000jX8nPAAS","Catalina","Gutierrez","38750180","catalina.gutierrez@yahoo.com","+54 9 3250 8351","Alumno","DNI","Item Created"
"003fj00000jX8nQAAS","Guillermina","Gimenez","37222211","guillermina.gimenez@outlook.com","+54 9 2307 9996","Alumno","DNI","Item Created"
"003fj00000jX8nRAAS","Agustina","Martinez","38645258","agustina.martinez@yahoo.com","+54 9 2678 9032","Alumno","DNI","Item Created"
"003fj00000jX8nSAAS","Paula","Garcia","37604035","paula.garcia@yahoo.com","+54 9 2465 7991","Alumno","DNI","Item Created"
"003fj00000jX8nTAAS","Luz Maria","Rodriguez","32160000","luz.maria.rodriguez@gmail.com","+54 9 2451 7818","Alumno","DNI","Item Created"
"003fj00000jX8nUAAS","Alma Valentina","Aguero","38223982","alma.valentina.aguero@yahoo.com","+54 9 3726 6320","Alumno","DNI","Item Created"
"003fj00000jX8nVAAS","Santiago","Avila","33081027","santiago.avila@yahoo.com","+54 9 2644 6030","Alumno","DNI","Item Created"
"003fj00000jX8nWAAS","Manuel","Lopez","32349994","manuel.lopez@outlook.com","+54 9 3812 8627","Alumno","DNI","Item Created"
"003fj00000jX8nXAAS","Ramiro","Vazquez","34636803","ramiro.vazquez@outlook.com","+54 9 3748 3725","Alumno","DNI","Item Created"
"003fj00000jX8nYAAS","Martina","Torres","38629655","martina.torres@gmail.com","+54 9 3564 7486","Alumno","DNI","Item Created"
"003fj00000jX8nZAAS","Juana","Gomez","36015798","juana.gomez@hotmail.com","+54 9 2471 6701","Alumno","DNI","Item Created"
"003fj00000jX8naAAC","Isabella","Perez","37951141","isabella.perez@outlook.com","+54 9 2560 2478","Alumno","DNI","Item Created"
"003fj00000jX8nbAAC","Agustín","Gomez","39734889","agustin.gomez@yahoo.com","+54 9 3221 3066","Alumno","DNI","Item Created"
"003fj00000jX8ncAAC","Lourdes","Escobar","41134242","lourdes.escobar@outlook.com","+54 9 3222 9415","Alumno","DNI","Item Created"
"003fj00000jX8ndAAC","Bastian","Castro","31379964","bastian.castro@gmail.com","+54 9 3857 6198","Alumno","DNI","Item Created"
"003fj00000jX8neAAC","Santino","Franco","45752068","santino.franco@gmail.com","+54 9 3811 5295","Alumno","DNI","Item Created"
"003fj00000jX8nfAAC","Ciro","Vega","37795993","ciro.vega@hotmail.com","+54 9 3187 1032","Alumno","DNI","Item Created"
"003fj00000jX8ngAAC","Santino","Gomez","36128228","santino.gomez@hotmail.com","+54 9 2220 1548","Alumno","DNI","Item Created"
"003fj00000jX8nhAAC","Angelina","Caceres","33155313","angelina.caceres@outlook.com","+54 9 3754 6527","Alumno","DNI","Item Created"
"003fj00000jX8niAAC","Maria Luz","Sanchez","31187731","maria.luz.sanchez@gmail.com","+54 9 2522 9265","Alumno","DNI","Item Created"
"003fj00000jX8njAAC","Victoria","Fernandez","30507337","victoria.fernandez@gmail.com","+54 9 3875 6904","Alumno","DNI","Item Created"
"003fj00000jX8nkAAC","Felipe","Suarez","33195960","felipe.suarez@outlook.com","+54 9 2532 2510","Alumno","DNI","Item Created"
"003fj00000jX8nlAAC","Jazmín","Suarez","35524090","jazmin.suarez@hotmail.com","+54 9 3874 8933","Alumno","DNI","Item Created"
"003fj00000jX8nmAAC","Maximo","Rojas","35081927","maximo.rojas@outlook.com","+54 9 2532 0906","Alumno","DNI","Item Created"
"003fj00000jX8nnAAC","Constantino","Correa","35845730","constantino.correa@hotmail.com","+54 9 3183 2777","Alumno","DNI","Item Created"
"003fj00000jX8noAAC","Maria Luz","Cabrera","42574929","maria.luz.cabrera@gmail.com","+54 9 3395 6725","Alumno","DNI","Item Created"
"003fj00000jX8npAAC","Antonia","Quiroga","31370404","antonia.quiroga@outlook.com","+54 9 2637 0380","Alumno","DNI","Item Created"
"003fj00000jX8nqAAC","Luca","Gutierrez","35915007","luca.gutierrez@yahoo.com","+54 9 2789 5016","Alumno","DNI","Item Created"
"003fj00000jX8nrAAC","Agustin","Flores","35589315","agustin.flores@gmail.com","+54 9 2773 2706","Alumno","DNI","Item Created"
"003fj00000jX8nsAAC","Juan Cruz","Lucero","32200927","juan.cruz.lucero@hotmail.com","+54 9 2665 0107","Alumno","DNI","Item Created"
"003fj00000jX8ntAAC","Dylan","Ledesma","42305779","dylan.ledesma@outlook.com","+54 9 2809 9508","Alumno","DNI","Item Created"
"003fj00000jX8nuAAC","Valentin","Garcia","40988877","valentin.garcia@outlook.com","+54 9 3738 8703","Alumno","DNI","Item Created"
"003fj00000jX8nvAAC","Maria Victoria","Vega","32150912","maria.victoria.vega@hotmail.com","+54 9 2877 7652","Alumno","DNI","Item Created"
"003fj00000jX8nwAAC","Isabella","Dominguez","34471842","isabella.dominguez@hotmail.com","+54 9 3485 3632","Alumno","DNI","Item Created"
"003fj00000jX8nxAAC","Benjamin","Alvarez","33988348","benjamin.alvarez@yahoo.com","+54 9 2999 4033","Alumno","DNI","Item Created"
"003fj00000jX8nyAAC","Sofía","Rodriguez","31554768","sofia.rodriguez@outlook.com","+54 9 3536 5898","Alumno","DNI","Item Created"
"003fj00000jX8nzAAC","Maria Paz","Campos","41754338","maria.paz.campos@outlook.com","+54 9 2442 5731","Alumno","DNI","Item Created"
"003fj00000jX8o0AAC","Mateo","Rodriguez","32474711","mateo.rodriguez@outlook.com","+54 9 3823 2050","Alumno","DNI","Item Created"
"003fj00000jX8o1AAC","Sofia","Villalba","41591741","sofia.villalba@hotmail.com","+54 9 3890 4385","Alumno","DNI","Item Created"
"003fj00000jX8o2AAC","Josefina","Leiva","36117422","josefina.leiva@yahoo.com","+54 9 3668 6630","Alumno","DNI","Item Created"
"003fj00000jX8o3AAC","Facundo","Diaz","36005534","facundo.diaz@gmail.com","+54 9 3735 2263","Alumno","DNI","Item Created"
"003fj00000jX8o4AAC","Guillermina","Lopez","32088271","guillermina.lopez@outlook.com","+54 9 3253 1720","Alumno","DNI","Item Created"
"003fj00000jX8o5AAC","Bautista","Fernandez","34223113","bautista.fernandez@gmail.com","+54 9 3145 4593","Alumno","DNI","Item Created"
"003fj00000jX8o6AAC","Salvador","Ramos","41907942","salvador.ramos@gmail.com","+54 9 3774 3820","Alumno","DNI","Item Created"
"003fj00000jX8o7AAC","Juana","Rodriguez","31153469","juana.rodriguez@gmail.com","+54 9 3804 8052","Alumno","DNI","Item Created"
"003fj00000jX8o8AAC","Mia Morena","Fernandez","36511898","mia.morena.fernandez@gmail.com","+54 9 3793 6933","Alumno","DNI","Item Created"
"003fj00000jX8o9AAC","Martín","Castillo","44383216","martin.castillo25@outlook.com","+54 9 2578 1165","Alumno","DNI","Item Created"
"003fj00000jX8oAAAS","Sofía","Acosta","40284355","sofia.acosta@gmail.com","+54 9 3691 9391","Alumno","DNI","Item Created"
"003fj00000jX8oBAAS","Malena","Diaz","46410216","malena.diaz25@outlook.com","+54 9 3383 2231","Alumno","DNI","Item Created"
"003fj00000jX8oCAAS","Tiziano Valentin","Miranda","44844263","tiziano.valentin.miranda25@outlook.com","+54 9 2617 4221","Alumno","DNI","Item Created"
"003fj00000jX8oDAAS","Lautaro Nicolas","Aguero","40833222","lautaro.nicolas.aguero@gmail.com","+54 9 3416 4586","Alumno","DNI","Item Created"
"003fj00000jX8oEAAS","Ignacio","Torres","40852091","ignacio.torres@gmail.com","+54 9 3481 9334","Alumno","DNI","Item Created"
"003fj00000jX8oFAAS","Isabella","Roldan","43342517","isabella.roldan25@outlook.com","+54 9 2118 4040","Alumno","DNI","Item Created"
"003fj00000jX8oGAAS","Benjamin Alejandro","Morales","44730308","benjamin.alejandro.morales25@outlook.com","+54 9 3420 3298","Alumno","DNI","Item Created"
"003fj00000jX8oHAAS","Benjamin","Rodriguez","44445238","benjamin.rodriguez25@outlook.com","+54 9 3308 8552","Alumno","DNI","Item Created"
"003fj00000jX8oIAAS","Josefina","Gonzalez","40269989","josefina.gonzalez@gmail.com","+54 9 2375 8291","Alumno","DNI","Item Created"
"003fj00000jX8oJAAS","Mateo","Ortiz","30277884","mateo.ortiz@gmail.com","+54 9 2204 5454","Alumno","DNI","Item Created"
"003fj00000jX8oKAAS","Zoe Valentina","Molina","35310111","zoe.valentina.molina@gmail.com","+54 9 3792 5384","Alumno","DNI","Item Created"
"003fj00000jX8oLAAS","Valentino","Morales","33362152","valentino.morales@gmail.com","+54 9 3973 5775","Alumno","DNI","Item Created"
"003fj00000jX8oMAAS","Valentina","Mendez","40204911","valentina.mendez@gmail.com","+54 9 3144 8911","Alumno","DNI","Item Created"
"003fj00000jX8oNAAS","Catalina","Mendoza","47320705","catalina.mendoza25@outlook.com","+54 9 3256 8036","Alumno","DNI","Item Created"
"003fj00000jX8oOAAS","Lautaro Benjamin","Gomez","44724307","lautaro.benjamin.gomez25@outlook.com","+54 9 2212 5434","Alumno","DNI","Item Created"
"003fj00000jX8oPAAS","Ignacio","Martinez","41016204","ignacio.martinez@gmail.com","+54 9 3892 3689","Alumno","DNI","Item Created"
"003fj00000jX8oQAAS","Juana","Rios","32844429","juana.rios@gmail.com","+54 9 2482 5721","Alumno","DNI","Item Created"
"003fj00000jX8oRAAS","Zoe","Fernandez","44286872","zoe.fernandez25@outlook.com","+54 9 3358 4498","Alumno","DNI","Item Created"
"003fj00000jX8oSAAS","Zoe Valentina","Martinez","37090862","zoe.valentina.martinez@gmail.com","+54 9 3331 0799","Alumno","DNI","Item Created"
"003fj00000jX8oTAAS","Thiago Gabriel","Vazquez","32027618","thiago.gabriel.vazquez@gmail.com","+54 9 3179 5999","Alumno","DNI","Item Created"
"003fj00000jX8oUAAS","Joaquín","Gonzalez","45280236","joaquin.gonzalez25@outlook.com","+54 9 2698 8228","Alumno","DNI","Item Created"
"003fj00000jX8oVAAS","Joaquina","Martinez","30224289","joaquina.martinez@gmail.com","+54 9 3874 8796","Alumno","DNI","Item Created"
"003fj00000jX8oWAAS","Francisco","Ferreyra","40437078","francisco.ferreyra@gmail.com","+54 9 3985 4160","Alumno","DNI","Item Created"
"003fj00000jX8oXAAS","Santiago","Morales","30808375","santiago.morales@gmail.com","+54 9 3713 2441","Alumno","DNI","Item Created"
"003fj00000jX8oYAAS","Ambar","Gutierrez","37412229","ambar.gutierrez@gmail.com","+54 9 3508 8909","Alumno","DNI","Item Created"
"003fj00000jX8oZAAS","Maria Emilia","Benitez","33697024","maria.emilia.benitez@gmail.com","+54 9 3968 9826","Alumno","DNI","Item Created"
"003fj00000jX8oaAAC","Juan Bautista","Cardozo","30520054","juan.bautista.cardozo@gmail.com","+54 9 2531 1496","Alumno","DNI","Item Created"
"003fj00000jX8obAAC","Catalina","Gonzalez","35077928","catalina.gonzalez@gmail.com","+54 9 3275 8507","Alumno","DNI","Item Created"
"003fj00000jX8ocAAC","Bruno","Rodriguez","44343339","bruno.rodriguez25@outlook.com","+54 9 2462 5981","Alumno","DNI","Item Created"
"003fj00000jX8odAAC","Facundo","Medina","43729856","facundo.medina25@outlook.com","+54 9 2341 9750","Alumno","DNI","Item Created"
"003fj00000jX8oeAAC","Benjamin","Ortiz","31445923","benjamin.ortiz@gmail.com","+54 9 3491 8793","Alumno","DNI","Item Created"
"003fj00000jX8ofAAC","Tiziano Valentin","Caceres","38405437","tiziano.valentin.caceres@gmail.com","+54 9 2451 0969","Alumno","DNI","Item Created"
"003fj00000jX8ogAAC","Santiago","Diaz","46585675","santiago.diaz25@outlook.com","+54 9 2586 5948","Alumno","DNI","Item Created"
"003fj00000jX8ohAAC","Felipe","Fernandez","40235116","felipe.fernandez@gmail.com","+54 9 3491 3591","Alumno","DNI","Item Created"
"003fj00000jX8oiAAC","Lorenzo","Olivera","31221480","lorenzo.olivera@gmail.com","+54 9 3530 8326","Alumno","DNI","Item Created"
"003fj00000jX8ojAAC","Isabella","Alvarez","40104822","isabella.alvarez@gmail.com","+54 9 2545 8644","Alumno","DNI","Item Created"
"003fj00000jX8okAAC","Juan Gabriel","Miranda","37639684","juan.gabriel.miranda@gmail.com","+54 9 2895 6357","Alumno","DNI","Item Created"
"003fj00000jX8olAAC","Felipe","Ledesma","33800391","felipe.ledesma@gmail.com","+54 9 3704 9628","Alumno","DNI","Item Created"
"003fj00000jX8omAAC","Lorenzo","Luna","44415606","lorenzo.luna25@outlook.com","+54 9 3621 2073","Alumno","DNI","Item Created"
"003fj00000jX8onAAC","Vicente","Gonzalez","31136038","vicente.gonzalez@gmail.com","+54 9 2971 1423","Alumno","DNI","Item Created"
"003fj00000jX8ooAAC","Julieta","Alvarez","32459600","julieta.alvarez@gmail.com","+54 9 3170 3456","Alumno","DNI","Item Created"
"003fj00000jX8opAAC","Jeremias","Figueroa","33568791","jeremias.figueroa@gmail.com","+54 9 2577 0480","Alumno","DNI","Item Created"
"003fj00000jX8oqAAC","Agustín","Vargas","43507384","agustin.vargas25@outlook.com","+54 9 3327 7831","Alumno","DNI","Item Created"
"003fj00000jX8orAAC","Valentino","Paz","32604998","valentino.paz@gmail.com","+54 9 2165 0154","Alumno","DNI","Item Created"
"003fj00000jX8osAAC","Valentino","Cabrera","44544802","valentino.cabrera25@outlook.com","+54 9 2156 5497","Alumno","DNI","Item Created"
"003fj00000jX8otAAC","Maximo","Romero","33418893","maximo.romero@gmail.com","+54 9 2655 6620","Alumno","DNI","Item Created"
"003fj00000jX8ouAAC","Ana Paula","Hernandez","33201122","ana.paula.hernandez@gmail.com","+54 9 3117 9767","Alumno","DNI","Item Created"
"003fj00000jX8ovAAC","Tiziano","Gomez","33792064","tiziano.gomez@gmail.com","+54 9 2343 7952","Alumno","DNI","Item Created"
"003fj00000jX8owAAC","Angel Gabriel","Diaz","31786305","angel.gabriel.diaz@gmail.com","+54 9 3746 8800","Alumno","DNI","Item Created"
"003fj00000jX8oxAAC","Micaela","Rodriguez","43678310","micaela.rodriguez25@outlook.com","+54 9 3700 6729","Alumno","DNI","Item Created"
"003fj00000jX8oyAAC","Lourdes","Correa","43690930","lourdes.correa25@outlook.com","+54 9 3569 7113","Alumno","DNI","Item Created"
"003fj00000jX8ozAAC","Francisco","Nuñez","31221561","francisco.nunez@gmail.com","+54 9 2303 8793","Alumno","DNI","Item Created"
"003fj00000jX8p0AAC","Priscila","Muñoz","47731681","priscila.munoz25@outlook.com","+54 9 3757 5948","Alumno","DNI","Item Created"
"003fj00000jX8p1AAC","Thiago Benjamin","Castillo","37799625","thiago.benjamin.castillo@gmail.com","+54 9 2976 0796","Alumno","DNI","Item Created"
"003fj00000jX8p2AAC","Martina","Lopez","46890428","martina.lopez25@outlook.com","+54 9 2191 0910","Alumno","DNI","Item Created"
"003fj00000jX8p3AAC","Alma","Sanchez","34316765","alma.sanchez@gmail.com","+54 9 2426 3934","Alumno","DNI","Item Created"
"003fj00000jX8p4AAC","Santino","Acosta","32935035","santino.acosta@gmail.com","+54 9 3106 9475","Alumno","DNI","Item Created"
"003fj00000jX8p5AAC","Juan Sebastian","Fernandez","44190336","juan.sebastian.fernandez25@outlook.com","+54 9 2892 9959","Alumno","DNI","Item Created"
"003fj00000jX8p6AAC","Santino","Gonzalez","40175984","santino.gonzalez@gmail.com","+54 9 2323 4216","Alumno","DNI","Item Created"
"003fj00000jX8p7AAC","Tomàs","Soria","31239788","tomas.soria@gmail.com","+54 9 2906 2250","Alumno","DNI","Item Created"
"003fj00000jX8p8AAC","Tiziana","Fernandez","30674136","tiziana.fernandez@gmail.com","+54 9 3122 2104","Alumno","DNI","Item Created"
"003fj00000jX8p9AAC","Thiago Leonel","Lopez","44197978","thiago.leonel.lopez25@outlook.com","+54 9 2665 4161","Alumno","DNI","Item Created"
"003fj00000jX8pAAAS","Faustino","Gomez","45663240","faustino.gomez25@outlook.com","+54 9 2408 2797","Alumno","DNI","Item Created"
"003fj00000jX8pBAAS","Tomas","Leiva","36996781","tomas.leiva@gmail.com","+54 9 2713 1844","Alumno","DNI","Item Created"
"003fj00000jX8pCAAS","Pilar","Gonzalez","33518284","pilar.gonzalez@gmail.com","+54 9 3439 1905","Alumno","DNI","Item Created"
"003fj00000jX8pDAAS","Joaquin","Pereyra","38714246","joaquin.pereyra@gmail.com","+54 9 3239 6010","Alumno","DNI","Item Created"
"003fj00000jX8pEAAS","Martina","Medina","33614240","martina.medina@gmail.com","+54 9 3418 2700","Alumno","DNI","Item Created"
"003fj00000jX8pFAAS","Guadalupe","Gonzalez","47075635","guadalupe.gonzalez25@outlook.com","+54 9 2419 6391","Alumno","DNI","Item Created"
"003fj00000jX8pGAAS","Emma","Fernandez","38040781","emma.fernandez@gmail.com","+54 9 3641 7723","Alumno","DNI","Item Created"
"003fj00000jX8pHAAS","Maximiliano","Moreno","34364066","maximiliano.moreno@gmail.com","+54 9 3974 4314","Alumno","DNI","Item Created"
"003fj00000jX8pIAAS","Lucio","Lucero","43558573","lucio.lucero25@outlook.com","+54 9 3267 0444","Alumno","DNI","Item Created"
"003fj00000jX8pJAAS","Emiliano","Gonzalez","32270986","emiliano.gonzalez@gmail.com","+54 9 2108 6227","Alumno","DNI","Item Created"
"003fj00000jX8pKAAS","Abigail","Bravo","45225711","abigail.bravo25@outlook.com","+54 9 3623 4808","Alumno","DNI","Item Created"
"003fj00000jX8pLAAS","Máximo","Dominguez","46193548","maximo.dominguez25@outlook.com","+54 9 3467 4424","Alumno","DNI","Item Created"
"003fj00000jX8pMAAS","Juan Manuel","Gonzalez","43037722","juan.manuel.gonzalez25@outlook.com","+54 9 2320 0807","Alumno","DNI","Item Created"
"003fj00000jX8pNAAS","Alma","Martinez","36742732","alma.martinez@gmail.com","+54 9 2929 3875","Alumno","DNI","Item Created"
"003fj00000jX8pOAAS","Josefina","Avila","37091816","josefina.avila@gmail.com","+54 9 3271 7601","Alumno","DNI","Item Created"
"003fj00000jX8pPAAS","Isabella","Alvarez","43871938","isabella.alvarez25@outlook.com","+54 9 3191 5405","Alumno","DNI","Item Created"
"003fj00000jX8pQAAS","Rosario","Peralta","37335497","rosario.peralta@gmail.com","+54 9 2481 8075","Alumno","DNI","Item Created"
"003fj00000jX8pRAAS","Nahiara Jazmin","Gomez","44086116","nahiara.jazmin.gomez25@outlook.com","+54 9 2811 3007","Alumno","DNI","Item Created"
"003fj00000jX8pSAAS","Ciro","Campos","31681085","ciro.campos@gmail.com","+54 9 3430 5299","Alumno","DNI","Item Created"
"003fj00000jX8pTAAS","Juan Ignacio","Martinez","41785959","juan.ignacio.martinez@gmail.com","+54 9 2848 6053","Alumno","DNI","Item Created"
"003fj00000jX8pUAAS","Alma Jazmin","Lucero","47223646","alma.jazmin.lucero25@outlook.com","+54 9 3526 3368","Alumno","DNI","Item Created"
"003fj00000jX8pVAAS","Emma","Rojas","35844073","emma.rojas@gmail.com","+54 9 3697 8656","Alumno","DNI","Item Created"
"003fj00000jX8pWAAS","Julia","Garcia","34341037","julia.garcia@gmail.com","+54 9 3642 4333","Alumno","DNI","Item Created"
"003fj00000jX8pXAAS","Joaquin","Suarez","44476887","joaquin.suarez25@outlook.com","+54 9 2166 7577","Alumno","DNI","Item Created"
"003fj00000jX8pYAAS","Isabella","Rojas","45311516","isabella.rojas25@outlook.com","+54 9 2924 3437","Alumno","DNI","Item Created"
"003fj00000jX8pZAAS","Maximo","Dominguez","45368291","maximo.dominguez25@outlook.com","+54 9 3136 3468","Alumno","DNI","Item Created"
"003fj00000jX8paAAC","Alma","Rodriguez","39796864","alma.rodriguez@gmail.com","+54 9 3771 9880","Alumno","DNI","Item Created"
"003fj00000jX8pbAAC","Felicitas","Martinez","43652049","felicitas.martinez25@outlook.com","+54 9 2818 1118","Alumno","DNI","Item Created"
