"Numero_Documento__c","Codigo_Materia","ID_Importacion","Anio_Lectivo","ERROR"
"37706458","DAT-101","37706458_DAT-101_2024-1","2024-1","Foreign key external ID: 37706458 not found for field Numero_Documento__c in entity Contact"
"35620137","IA-300","35620137_IA-300_2024-1","2024-1","Foreign key external ID: 35620137 not found for field Numero_Documento__c in entity Contact"
"35845730","MKT-200","35845730_MKT-200_2024-1","2024-1","Foreign key external ID: 35845730 not found for field Numero_Documento__c in entity Contact"
"32349994","IA-300","32349994_IA-300_2024-1","2024-1","Foreign key external ID: 32349994 not found for field Numero_Documento__c in entity Contact"
"33155313","DEV-101","33155313_DEV-101_2024-1","2024-1","Foreign key external ID: 33155313 not found for field Numero_Documento__c in entity Contact"
"42574929","DAT-101","42574929_DAT-101_2024-1","2024-1","Foreign key external ID: 42574929 not found for field Numero_Documento__c in entity Contact"
"32343092","NEG-400","32343092_NEG-400_2024-1","2024-1","Foreign key external ID: 32343092 not found for field Numero_Documento__c in entity Contact"
"37795993","DAT-101","37795993_DAT-101_2024-1","2024-1","Foreign key external ID: 37795993 not found for field Numero_Documento__c in entity Contact"
"41885509","MKT-200","41885509_MKT-200_2024-1","2024-1","Foreign key external ID: 41885509 not found for field Numero_Documento__c in entity Contact"
"45752068","GEN-101","45752068_GEN-101_2024-1","2024-1","Foreign key external ID: 45752068 not found for field Numero_Documento__c in entity Contact"
"31370404","IA-300","31370404_IA-300_2024-1","2024-1","Foreign key external ID: 31370404 not found for field Numero_Documento__c in entity Contact"
"41943395","DAT-101","41943395_DAT-101_2024-1","2024-1","Foreign key external ID: 41943395 not found for field Numero_Documento__c in entity Contact"
"34636803","IA-300","34636803_IA-300_2024-1","2024-1","Foreign key external ID: 34636803 not found for field Numero_Documento__c in entity Contact"
"40578248","IA-300","40578248_IA-300_2024-1","2024-1","Foreign key external ID: 40578248 not found for field Numero_Documento__c in entity Contact"
"42208457","DAT-101","42208457_DAT-101_2024-1","2024-1","Foreign key external ID: 42208457 not found for field Numero_Documento__c in entity Contact"
"36369209","DAT-201","36369209_DAT-201_2024-1","2024-1","Foreign key external ID: 36369209 not found for field Numero_Documento__c in entity Contact"
"35891432","IA-300","35891432_IA-300_2024-1","2024-1","Foreign key external ID: 35891432 not found for field Numero_Documento__c in entity Contact"
"43539600","GEN-101","43539600_GEN-101_2024-1","2024-1","Foreign key external ID: 43539600 not found for field Numero_Documento__c in entity Contact"
"41111676","NEG-400","41111676_NEG-400_2024-1","2024-1","Foreign key external ID: 41111676 not found for field Numero_Documento__c in entity Contact"
"31379964","NEG-400","31379964_NEG-400_2024-1","2024-1","Foreign key external ID: 31379964 not found for field Numero_Documento__c in entity Contact"
"37604035","NEG-400","37604035_NEG-400_2024-1","2024-1","Foreign key external ID: 37604035 not found for field Numero_Documento__c in entity Contact"
"30309712","DAT-101","30309712_DAT-101_2024-1","2024-1","Foreign key external ID: 30309712 not found for field Numero_Documento__c in entity Contact"
"35589315","DAT-201","35589315_DAT-201_2024-1","2024-1","Foreign key external ID: 35589315 not found for field Numero_Documento__c in entity Contact"
"36163868","IA-300","36163868_IA-300_2024-1","2024-1","Foreign key external ID: 36163868 not found for field Numero_Documento__c in entity Contact"
"34250668","MKT-200","34250668_MKT-200_2024-1","2024-1","Foreign key external ID: 34250668 not found for field Numero_Documento__c in entity Contact"
"31621161","IA-300","31621161_IA-300_2024-1","2024-1","Foreign key external ID: 31621161 not found for field Numero_Documento__c in entity Contact"
"32971550","IA-300","32971550_IA-300_2024-1","2024-1","Foreign key external ID: 32971550 not found for field Numero_Documento__c in entity Contact"
"33541682","IA-300","33541682_IA-300_2024-1","2024-1","Foreign key external ID: 33541682 not found for field Numero_Documento__c in entity Contact"
"44047721","DAT-201","44047721_DAT-201_2024-1","2024-1","Foreign key external ID: 44047721 not found for field Numero_Documento__c in entity Contact"
"38207316","GEN-101","38207316_GEN-101_2024-1","2024-1","Foreign key external ID: 38207316 not found for field Numero_Documento__c in entity Contact"
"42500015","MKT-200","42500015_MKT-200_2024-1","2024-1","Foreign key external ID: 42500015 not found for field Numero_Documento__c in entity Contact"
"34636803","GEN-101","34636803_GEN-101_2024-1","2024-1","Foreign key external ID: 34636803 not found for field Numero_Documento__c in entity Contact"
"33081027","MKT-200","33081027_MKT-200_2024-1","2024-1","Foreign key external ID: 33081027 not found for field Numero_Documento__c in entity Contact"
"35620137","DEV-101","35620137_DEV-101_2024-1","2024-1","Foreign key external ID: 35620137 not found for field Numero_Documento__c in entity Contact"
"39734889","UX-100","39734889_UX-100_2024-1","2024-1","Foreign key external ID: 39734889 not found for field Numero_Documento__c in entity Contact"
"30507337","DEV-101","30507337_DEV-101_2024-1","2024-1","Foreign key external ID: 30507337 not found for field Numero_Documento__c in entity Contact"
"31379964","IA-300","31379964_IA-300_2024-1","2024-1","Foreign key external ID: 31379964 not found for field Numero_Documento__c in entity Contact"
"35376871","MKT-200","35376871_MKT-200_2024-1","2024-1","Foreign key external ID: 35376871 not found for field Numero_Documento__c in entity Contact"
"35524090","DAT-201","35524090_DAT-201_2024-1","2024-1","Foreign key external ID: 35524090 not found for field Numero_Documento__c in entity Contact"
"31621161","DEV-101","31621161_DEV-101_2024-1","2024-1","Foreign key external ID: 31621161 not found for field Numero_Documento__c in entity Contact"
"31187731","IA-300","31187731_IA-300_2024-1","2024-1","Foreign key external ID: 31187731 not found for field Numero_Documento__c in entity Contact"
"37706458","DAT-201","37706458_DAT-201_2024-1","2024-1","Foreign key external ID: 37706458 not found for field Numero_Documento__c in entity Contact"
"43625205","DEV-101","43625205_DEV-101_2024-1","2024-1","Foreign key external ID: 43625205 not found for field Numero_Documento__c in entity Contact"
"32474711","MKT-200","32474711_MKT-200_2024-2","2024-2","Foreign key external ID: 32474711 not found for field Numero_Documento__c in entity Contact"
"37706458","GEN-101","37706458_GEN-101_2024-2","2024-2","Foreign key external ID: 37706458 not found for field Numero_Documento__c in entity Contact"
"33838303","MKT-200","33838303_MKT-200_2024-2","2024-2","Foreign key external ID: 33838303 not found for field Numero_Documento__c in entity Contact"
"37222211","UX-100","37222211_UX-100_2024-2","2024-2","Foreign key external ID: 37222211 not found for field Numero_Documento__c in entity Contact"
"35420584","DAT-201","35420584_DAT-201_2024-2","2024-2","Foreign key external ID: 35420584 not found for field Numero_Documento__c in entity Contact"
"44047721","UX-100","44047721_UX-100_2024-2","2024-2","Foreign key external ID: 44047721 not found for field Numero_Documento__c in entity Contact"
"36128228","DAT-101","36128228_DAT-101_2024-2","2024-2","Foreign key external ID: 36128228 not found for field Numero_Documento__c in entity Contact"
"44094966","DAT-201","44094966_DAT-201_2024-2","2024-2","Foreign key external ID: 44094966 not found for field Numero_Documento__c in entity Contact"
"36163868","DAT-101","36163868_DAT-101_2024-2","2024-2","Foreign key external ID: 36163868 not found for field Numero_Documento__c in entity Contact"
"41943395","DEV-101","41943395_DEV-101_2024-2","2024-2","Foreign key external ID: 41943395 not found for field Numero_Documento__c in entity Contact"
"43625205","DAT-101","43625205_DAT-101_2024-2","2024-2","Foreign key external ID: 43625205 not found for field Numero_Documento__c in entity Contact"
"34636803","IA-300","34636803_IA-300_2024-2","2024-2","Foreign key external ID: 34636803 not found for field Numero_Documento__c in entity Contact"
"35589315","DAT-201","35589315_DAT-201_2024-2","2024-2","Foreign key external ID: 35589315 not found for field Numero_Documento__c in entity Contact"
"31763113","GEN-101","31763113_GEN-101_2024-2","2024-2","Foreign key external ID: 31763113 not found for field Numero_Documento__c in entity Contact"
"36279807","DAT-101","36279807_DAT-101_2024-2","2024-2","Foreign key external ID: 36279807 not found for field Numero_Documento__c in entity Contact"
"42208457","MKT-200","42208457_MKT-200_2024-2","2024-2","Foreign key external ID: 42208457 not found for field Numero_Documento__c in entity Contact"
"32474711","GEN-101","32474711_GEN-101_2024-2","2024-2","Foreign key external ID: 32474711 not found for field Numero_Documento__c in entity Contact"
"41754338","IA-300","41754338_IA-300_2024-2","2024-2","Foreign key external ID: 41754338 not found for field Numero_Documento__c in entity Contact"
"35589315","DEV-101","35589315_DEV-101_2024-2","2024-2","Foreign key external ID: 35589315 not found for field Numero_Documento__c in entity Contact"
"45840080","GEN-101","45840080_GEN-101_2024-2","2024-2","Foreign key external ID: 45840080 not found for field Numero_Documento__c in entity Contact"
"45130131","MKT-200","45130131_MKT-200_2024-2","2024-2","Foreign key external ID: 45130131 not found for field Numero_Documento__c in entity Contact"
"36005534","UX-100","36005534_UX-100_2024-2","2024-2","Foreign key external ID: 36005534 not found for field Numero_Documento__c in entity Contact"
"30117903","IA-300","30117903_IA-300_2024-2","2024-2","Foreign key external ID: 30117903 not found for field Numero_Documento__c in entity Contact"
"41943395","UX-100","41943395_UX-100_2024-2","2024-2","Foreign key external ID: 41943395 not found for field Numero_Documento__c in entity Contact"
"31554768","DEV-101","31554768_DEV-101_2024-2","2024-2","Foreign key external ID: 31554768 not found for field Numero_Documento__c in entity Contact"
"40578248","DEV-101","40578248_DEV-101_2024-2","2024-2","Foreign key external ID: 40578248 not found for field Numero_Documento__c in entity Contact"
"35589315","GEN-101","35589315_GEN-101_2024-2","2024-2","Foreign key external ID: 35589315 not found for field Numero_Documento__c in entity Contact"
"43539600","MKT-200","43539600_MKT-200_2024-2","2024-2","Foreign key external ID: 43539600 not found for field Numero_Documento__c in entity Contact"
"35891432","NEG-400","35891432_NEG-400_2024-2","2024-2","Foreign key external ID: 35891432 not found for field Numero_Documento__c in entity Contact"
"32991581","MKT-200","32991581_MKT-200_2024-2","2024-2","Foreign key external ID: 32991581 not found for field Numero_Documento__c in entity Contact"
"40988877","GEN-101","40988877_GEN-101_2024-2","2024-2","Foreign key external ID: 40988877 not found for field Numero_Documento__c in entity Contact"
"38811418","GEN-101","38811418_GEN-101_2024-2","2024-2","Foreign key external ID: 38811418 not found for field Numero_Documento__c in entity Contact"
"31554768","DAT-101","31554768_DAT-101_2024-2","2024-2","Foreign key external ID: 31554768 not found for field Numero_Documento__c in entity Contact"
"33988348","IA-300","33988348_IA-300_2024-2","2024-2","Foreign key external ID: 33988348 not found for field Numero_Documento__c in entity Contact"
"34250668","GEN-101","34250668_GEN-101_2024-2","2024-2","Foreign key external ID: 34250668 not found for field Numero_Documento__c in entity Contact"
"45130131","DAT-101","45130131_DAT-101_2024-2","2024-2","Foreign key external ID: 45130131 not found for field Numero_Documento__c in entity Contact"
"36163868","GEN-101","36163868_GEN-101_2024-2","2024-2","Foreign key external ID: 36163868 not found for field Numero_Documento__c in entity Contact"
"30117903","DAT-201","30117903_DAT-201_2024-2","2024-2","Foreign key external ID: 30117903 not found for field Numero_Documento__c in entity Contact"
"31187731","NEG-400","31187731_NEG-400_2024-2","2024-2","Foreign key external ID: 31187731 not found for field Numero_Documento__c in entity Contact"
"34508314","IA-300","34508314_IA-300_2024-2","2024-2","Foreign key external ID: 34508314 not found for field Numero_Documento__c in entity Contact"
"33155313","NEG-400","33155313_NEG-400_2024-2","2024-2","Foreign key external ID: 33155313 not found for field Numero_Documento__c in entity Contact"
"43539600","GEN-101","43539600_GEN-101_2024-2","2024-2","Foreign key external ID: 43539600 not found for field Numero_Documento__c in entity Contact"
"43449566","UX-100","43449566_UX-100_2024-2","2024-2","Foreign key external ID: 43449566 not found for field Numero_Documento__c in entity Contact"
"39696052","DAT-101","39696052_DAT-101_2024-2","2024-2","Foreign key external ID: 39696052 not found for field Numero_Documento__c in entity Contact"
"30117903","DEV-101","30117903_DEV-101_2024-2","2024-2","Foreign key external ID: 30117903 not found for field Numero_Documento__c in entity Contact"
"43625205","GEN-101","43625205_GEN-101_2024-2","2024-2","Foreign key external ID: 43625205 not found for field Numero_Documento__c in entity Contact"
"33081027","DAT-201","33081027_DAT-201_2024-2","2024-2","Foreign key external ID: 33081027 not found for field Numero_Documento__c in entity Contact"
"39696052","DEV-101","39696052_DEV-101_2024-2","2024-2","Foreign key external ID: 39696052 not found for field Numero_Documento__c in entity Contact"
"35891432","DEV-101","35891432_DEV-101_2024-2","2024-2","Foreign key external ID: 35891432 not found for field Numero_Documento__c in entity Contact"
