"ID","ID_Evaluacion","ID_Inscripcion","Fecha_Lista","Nota","Estado","STATUS"
"a0Abm000006rhaFEAQ","35620137_NEG-400_2024-1_2024-03-05","35620137_NEG-400_2024-1","2024-03-05","1","Desaprobado","Item Created"
"a0Abm000006rhaGEAQ","38207316_DEV-101_2024-1_2024-03-05","38207316_DEV-101_2024-1","2024-03-05","4","Aprobado","Item Created"
"a0Abm000006rhaHEAQ","42254691_IA-300_2024-1_2024-03-06","42254691_IA-300_2024-1","2024-03-06","8","Aprobado","Item Created"
"a0Abm000006rhaIEAQ","44635112_IA-300_2024-1_2024-03-06","44635112_IA-300_2024-1","2024-03-06","6","Aprobado","Item Created"
"a0Abm000006rhaJEAQ","41289550_UX-100_2024-1_2024-03-06","41289550_UX-100_2024-1","2024-03-06","9","Aprobado","Item Created"
"a0Abm000006rhaKEAQ","45656190_DAT-101_2024-1_2024-03-06","45656190_DAT-101_2024-1","2024-03-06","5","Aprobado","Item Created"
"a0Abm000006rhaLEAQ","31621161_MKT-200_2024-1_2024-03-06","31621161_MKT-200_2024-1","2024-03-06","7","Aprobado","Item Created"
"a0Abm000006rhaMEAQ","42845702_MKT-200_2024-1_2024-03-06","42845702_MKT-200_2024-1","2024-03-06","5","Aprobado","Item Created"
"a0Abm000006rhaNEAQ","35420584_IA-300_2024-1_2024-03-06","35420584_IA-300_2024-1","2024-03-06","10","Aprobado","Item Created"
"a0Abm000006rhaOEAQ","36369209_UX-100_2024-1_2024-03-06","36369209_UX-100_2024-1","2024-03-06","9","Aprobado","Item Created"
"a0Abm000006rhaPEAQ","43625205_UX-100_2024-1_2024-03-06","43625205_UX-100_2024-1","2024-03-06","1","Desaprobado","Item Created"
"a0Abm000006rhaQEAQ","44094966_DAT-201_2024-1_2024-03-07","44094966_DAT-201_2024-1","2024-03-07","10","Aprobado","Item Created"
"a0Abm000006rhaREAQ","35824110_GEN-101_2024-1_2024-03-07","35824110_GEN-101_2024-1","2024-03-07","6","Aprobado","Item Created"
"a0Abm000006rhaSEAQ","40033579_UX-100_2024-1_2024-03-07","40033579_UX-100_2024-1","2024-03-07","8","Aprobado","Item Created"
"a0Abm000006rhaTEAQ","38194575_DAT-101_2024-1_2024-03-07","38194575_DAT-101_2024-1","2024-03-07","6","Aprobado","Item Created"
"a0Abm000006rhaUEAQ","33952849_DAT-201_2024-1_2024-03-07","33952849_DAT-201_2024-1","2024-03-07","5","Aprobado","Item Created"
"a0Abm000006rhaVEAQ","32991581_GEN-101_2024-1_2024-03-08","32991581_GEN-101_2024-1","2024-03-08","5","Aprobado","Item Created"
"a0Abm000006rhaWEAQ","41885509_NEG-400_2024-1_2024-03-08","41885509_NEG-400_2024-1","2024-03-08","4","Aprobado","Item Created"
"a0Abm000006rhaXEAQ","33838303_GEN-101_2024-1_2024-03-08","33838303_GEN-101_2024-1","2024-03-08","10","Aprobado","Item Created"
"a0Abm000006rhaYEAQ","36279807_NEG-400_2024-1_2024-03-08","36279807_NEG-400_2024-1","2024-03-08","7","Aprobado","Item Created"
"a0Abm000006rhaZEAQ","42208457_DAT-201_2024-1_2024-03-08","42208457_DAT-201_2024-1","2024-03-08","7","Aprobado","Item Created"
"a0Abm000006rhaaEAA","38750180_UX-100_2024-1_2024-03-08","38750180_UX-100_2024-1","2024-03-08","5","Aprobado","Item Created"
"a0Abm000006rhabEAA","37222211_DEV-101_2024-1_2024-03-08","37222211_DEV-101_2024-1","2024-03-08","2","Desaprobado","Item Created"
"a0Abm000006rhacEAA","38645258_MKT-200_2024-1_2024-03-09","38645258_MKT-200_2024-1","2024-03-09","6","Aprobado","Item Created"
"a0Abm000006rhadEAA","37604035_DAT-201_2024-1_2024-03-09","37604035_DAT-201_2024-1","2024-03-09","1","Desaprobado","Item Created"
"a0Abm000006rhaeEAA","32160000_DEV-101_2024-1_2024-03-09","32160000_DEV-101_2024-1","2024-03-09","4","Aprobado","Item Created"
"a0Abm000006rhafEAA","38223982_UX-100_2024-1_2024-03-09","38223982_UX-100_2024-1","2024-03-09","2","Desaprobado","Item Created"
"a0Abm000006rhagEAA","41289550_MKT-200_2024-1_2024-03-09","41289550_MKT-200_2024-1","2024-03-09","6","Aprobado","Item Created"
"a0Abm000006rhahEAA","33081027_UX-100_2024-1_2024-03-09","33081027_UX-100_2024-1","2024-03-09","9","Aprobado","Item Created"
"a0Abm000006rhaiEAA","32349994_UX-100_2024-1_2024-03-09","32349994_UX-100_2024-1","2024-03-09","9","Aprobado","Item Created"
"a0Abm000006rhajEAA","34636803_MKT-200_2024-1_2024-03-09","34636803_MKT-200_2024-1","2024-03-09","4","Aprobado","Item Created"
"a0Abm000006rhakEAA","38629655_IA-300_2024-1_2024-03-10","38629655_IA-300_2024-1","2024-03-10","3","Desaprobado","Item Created"
"a0Abm000006rhalEAA","36015798_UX-100_2024-1_2024-03-10","36015798_UX-100_2024-1","2024-03-10","10","Aprobado","Item Created"
"a0Abm000006rhamEAA","37951141_DAT-101_2024-1_2024-03-10","37951141_DAT-101_2024-1","2024-03-10","4","Aprobado","Item Created"
"a0Abm000006rhanEAA","39734889_GEN-101_2024-1_2024-03-10","39734889_GEN-101_2024-1","2024-03-10","2","Desaprobado","Item Created"
"a0Abm000006rhaoEAA","41134242_GEN-101_2024-1_2024-03-10","41134242_GEN-101_2024-1","2024-03-10","9","Aprobado","Item Created"
"a0Abm000006rhapEAA","31379964_GEN-101_2024-1_2024-03-10","31379964_GEN-101_2024-1","2024-03-10","9","Aprobado","Item Created"
"a0Abm000006rhaqEAA","45752068_DAT-101_2024-1_2024-03-10","45752068_DAT-101_2024-1","2024-03-10","1","Desaprobado","Item Created"
"a0Abm000006rharEAA","37795993_DEV-101_2024-1_2024-03-10","37795993_DEV-101_2024-1","2024-03-10","1","Desaprobado","Item Created"
"a0Abm000006rhasEAA","36128228_MKT-200_2024-1_2024-03-10","36128228_MKT-200_2024-1","2024-03-10","6","Aprobado","Item Created"
"a0Abm000006rhatEAA","33155313_DAT-101_2024-1_2024-03-11","33155313_DAT-101_2024-1","2024-03-11","7","Aprobado","Item Created"
"a0Abm000006rhauEAA","31187731_MKT-200_2024-1_2024-03-11","31187731_MKT-200_2024-1","2024-03-11","9","Aprobado","Item Created"
"a0Abm000006rhavEAA","30507337_IA-300_2024-1_2024-03-11","30507337_IA-300_2024-1","2024-03-11","3","Desaprobado","Item Created"
"a0Abm000006rhawEAA","33195960_GEN-101_2024-1_2024-03-11","33195960_GEN-101_2024-1","2024-03-11","6","Aprobado","Item Created"
"a0Abm000006rhaxEAA","35524090_MKT-200_2024-1_2024-03-11","35524090_MKT-200_2024-1","2024-03-11","6","Aprobado","Item Created"
"a0Abm000006rhayEAA","35081927_DAT-201_2024-1_2024-03-12","35081927_DAT-201_2024-1","2024-03-12","5","Aprobado","Item Created"
"a0Abm000006rhazEAA","35845730_NEG-400_2024-1_2024-03-12","35845730_NEG-400_2024-1","2024-03-12","5","Aprobado","Item Created"
"a0Abm000006rhb0EAA","42574929_IA-300_2024-1_2024-03-12","42574929_IA-300_2024-1","2024-03-12","8","Aprobado","Item Created"
"a0Abm000006rhb1EAA","31370404_GEN-101_2024-1_2024-03-12","31370404_GEN-101_2024-1","2024-03-12","3","Desaprobado","Item Created"
"a0Abm000006rhb2EAA","35915007_DAT-201_2024-1_2024-03-12","35915007_DAT-201_2024-1","2024-03-12","8","Aprobado","Item Created"
"a0Abm000006rhb3EAA","35589315_DEV-101_2024-1_2024-03-12","35589315_DEV-101_2024-1","2024-03-12","6","Aprobado","Item Created"
"a0Abm000006rhb4EAA","32200927_MKT-200_2024-1_2024-03-12","32200927_MKT-200_2024-1","2024-03-12","10","Aprobado","Item Created"
"a0Abm000006rhb5EAA","42305779_DAT-101_2024-1_2024-03-13","42305779_DAT-101_2024-1","2024-03-13","5","Aprobado","Item Created"
"a0Abm000006rhb6EAA","40988877_NEG-400_2024-1_2024-03-13","40988877_NEG-400_2024-1","2024-03-13","9","Aprobado","Item Created"
"a0Abm000006rhb7EAA","32150912_GEN-101_2024-1_2024-03-13","32150912_GEN-101_2024-1","2024-03-13","4","Aprobado","Item Created"
"a0Abm000006rhb8EAA","34471842_NEG-400_2024-1_2024-03-13","34471842_NEG-400_2024-1","2024-03-13","7","Aprobado","Item Created"
"a0Abm000006rhb9EAA","33988348_NEG-400_2024-1_2024-03-13","33988348_NEG-400_2024-1","2024-03-13","1","Desaprobado","Item Created"
"a0Abm000006rhbAEAQ","31554768_IA-300_2024-1_2024-03-13","31554768_IA-300_2024-1","2024-03-13","3","Desaprobado","Item Created"
"a0Abm000006rhbBEAQ","41754338_IA-300_2024-1_2024-03-14","41754338_IA-300_2024-1","2024-03-14","1","Desaprobado","Item Created"
"a0Abm000006rhbCEAQ","32474711_IA-300_2024-1_2024-03-14","32474711_IA-300_2024-1","2024-03-14","6","Aprobado","Item Created"
"a0Abm000006rhbDEAQ","41591741_NEG-400_2024-1_2024-03-14","41591741_NEG-400_2024-1","2024-03-14","1","Desaprobado","Item Created"
"a0Abm000006rhbEEAQ","36117422_DAT-101_2024-1_2024-03-14","36117422_DAT-101_2024-1","2024-03-14","7","Aprobado","Item Created"
"a0Abm000006rhmXEAQ","36005534_DAT-101_2024-1_2024-03-14","36005534_DAT-101_2024-1","2024-03-14","5","Aprobado","Item Created"
"a0Abm000006rhmYEAQ","32088271_MKT-200_2024-1_2024-03-14","32088271_MKT-200_2024-1","2024-03-14","1","Desaprobado","Item Created"
"a0Abm000006rhmZEAQ","37795993_GEN-101_2024-1_2024-03-16","37795993_GEN-101_2024-1","2024-03-16","8","Aprobado","Item Created"
"a0Abm000006rhmaEAA","37795993_GEN-101_2024-1_2024-03-17","37795993_GEN-101_2024-1","2024-03-17","1","Desaprobado","Item Created"
"a0Abm000006rhmbEAA","37706458_MKT-200_2024-1_2024-03-18","37706458_MKT-200_2024-1","2024-03-18","8","Aprobado","Item Created"
"a0Abm000006rhmcEAA","42254691_DAT-201_2024-1_2024-03-20","42254691_DAT-201_2024-1","2024-03-20","5","Aprobado","Item Created"
"a0Abm000006rhmdEAA","42208457_UX-100_2024-1_2024-03-22","42208457_UX-100_2024-1","2024-03-22","2","Desaprobado","Item Created"
"a0Abm000006rhmeEAA","32349994_MKT-200_2024-1_2024-03-22","32349994_MKT-200_2024-1","2024-03-22","4","Aprobado","Item Created"
"a0Abm000006rhmfEAA","38194575_DAT-201_2024-1_2024-03-22","38194575_DAT-201_2024-1","2024-03-22","1","Desaprobado","Item Created"
"a0Abm000006rhmgEAA","40578248_DAT-201_2024-1_2024-03-23","40578248_DAT-201_2024-1","2024-03-23","8","Aprobado","Item Created"
"a0Abm000006rhmhEAA","36163868_GEN-101_2024-1_2024-03-24","36163868_GEN-101_2024-1","2024-03-24","3","Desaprobado","Item Created"
"a0Abm000006rhmiEAA","42500015_IA-300_2024-1_2024-03-26","42500015_IA-300_2024-1","2024-03-26","10","Aprobado","Item Created"
"a0Abm000006rhmjEAA","41943395_IA-300_2024-1_2024-03-29","41943395_IA-300_2024-1","2024-03-29","10","Aprobado","Item Created"
"a0Abm000006rhmkEAA","34508314_GEN-101_2024-1_2024-04-02","34508314_GEN-101_2024-1","2024-04-02","2","Desaprobado","Item Created"
"a0Abm000006rhmlEAA","30309712_MKT-200_2024-1_2024-04-03","30309712_MKT-200_2024-1","2024-04-03","7","Aprobado","Item Created"
"a0Abm000006rhmmEAA","38750180_MKT-200_2024-1_2024-04-07","38750180_MKT-200_2024-1","2024-04-07","2","Desaprobado","Item Created"
"a0Abm000006rhmnEAA","42208457_GEN-101_2024-1_2024-04-08","42208457_GEN-101_2024-1","2024-04-08","4","Aprobado","Item Created"
"a0Abm000006rhmoEAA","34508314_IA-300_2024-1_2024-04-09","34508314_IA-300_2024-1","2024-04-09","4","Aprobado","Item Created"
"a0Abm000006rhmpEAA","30348701_GEN-101_2024-1_2024-04-10","30348701_GEN-101_2024-1","2024-04-10","8","Aprobado","Item Created"
"a0Abm000006rhmqEAA","38223982_DAT-101_2024-1_2024-04-13","38223982_DAT-101_2024-1","2024-04-13","8","Aprobado","Item Created"
"a0Abm000006rhmrEAA","45147679_GEN-101_2024-1_2024-04-13","45147679_GEN-101_2024-1","2024-04-13","2","Desaprobado","Item Created"
"a0Abm000006rhmsEAA","34508314_UX-100_2024-1_2024-04-14","34508314_UX-100_2024-1","2024-04-14","4","Aprobado","Item Created"
"a0Abm000006rhmtEAA","31370404_DAT-201_2024-1_2024-04-17","31370404_DAT-201_2024-1","2024-04-17","3","Desaprobado","Item Created"
"a0Abm000006rhmuEAA","44635112_IA-300_2024-1_2024-04-18","44635112_IA-300_2024-1","2024-04-18","4","Aprobado","Item Created"
"a0Abm000006rhmvEAA","37706458_DAT-101_2024-1_2024-04-22","37706458_DAT-101_2024-1","2024-04-22","3","Desaprobado","Item Created"
"a0Abm000006rhmwEAA","35620137_IA-300_2024-1_2024-04-27","35620137_IA-300_2024-1","2024-04-27","5","Aprobado","Item Created"
"a0Abm000006rhmxEAA","35845730_NEG-400_2024-1_2024-04-27","35845730_NEG-400_2024-1","2024-04-27","3","Desaprobado","Item Created"
"a0Abm000006rhmyEAA","35845730_MKT-200_2024-1_2024-04-28","35845730_MKT-200_2024-1","2024-04-28","2","Desaprobado","Item Created"
"a0Abm000006rhmzEAA","32349994_IA-300_2024-1_2024-04-29","32349994_IA-300_2024-1","2024-04-29","3","Desaprobado","Item Created"
"a0Abm000006rhn0EAA","31370404_DAT-201_2024-1_2024-05-01","31370404_DAT-201_2024-1","2024-05-01","10","Aprobado","Item Created"
"a0Abm000006rhn1EAA","33155313_DEV-101_2024-1_2024-05-01","33155313_DEV-101_2024-1","2024-05-01","10","Aprobado","Item Created"
"a0Abm000006rhn2EAA","42574929_DAT-101_2024-1_2024-05-02","42574929_DAT-101_2024-1","2024-05-02","10","Aprobado","Item Created"
"a0Abm000006rhn3EAA","42208457_DAT-201_2024-1_2024-05-02","42208457_DAT-201_2024-1","2024-05-02","10","Aprobado","Item Created"
"a0Abm000006rhn4EAA","32343092_NEG-400_2024-1_2024-05-03","32343092_NEG-400_2024-1","2024-05-03","3","Desaprobado","Item Created"
"a0Abm000006rhn5EAA","37795993_DAT-101_2024-1_2024-05-04","37795993_DAT-101_2024-1","2024-05-04","8","Aprobado","Item Created"
"a0Abm000006rhn6EAA","41885509_MKT-200_2024-1_2024-05-04","41885509_MKT-200_2024-1","2024-05-04","9","Aprobado","Item Created"
"a0Abm000006rhn7EAA","45752068_GEN-101_2024-1_2024-05-04","45752068_GEN-101_2024-1","2024-05-04","3","Desaprobado","Item Created"
"a0Abm000006rhn8EAA","31370404_IA-300_2024-1_2024-05-10","31370404_IA-300_2024-1","2024-05-10","10","Aprobado","Item Created"
"a0Abm000006rhn9EAA","41943395_DAT-101_2024-1_2024-05-10","41943395_DAT-101_2024-1","2024-05-10","2","Desaprobado","Item Created"
"a0Abm000006rhnAEAQ","33838303_GEN-101_2024-1_2024-05-11","33838303_GEN-101_2024-1","2024-05-11","7","Aprobado","Item Created"
"a0Abm000006rhnBEAQ","34636803_IA-300_2024-1_2024-05-11","34636803_IA-300_2024-1","2024-05-11","10","Aprobado","Item Created"
"a0Abm000006rhnCEAQ","40578248_IA-300_2024-1_2024-05-12","40578248_IA-300_2024-1","2024-05-12","4","Aprobado","Item Created"
"a0Abm000006rhnDEAQ","37706458_MKT-200_2024-1_2024-05-12","37706458_MKT-200_2024-1","2024-05-12","4","Aprobado","Item Created"
"a0Abm000006rhnEEAQ","42208457_DAT-101_2024-1_2024-05-13","42208457_DAT-101_2024-1","2024-05-13","9","Aprobado","Item Created"
"a0Abm000006rhnFEAQ","36369209_DAT-201_2024-1_2024-05-15","36369209_DAT-201_2024-1","2024-05-15","5","Aprobado","Item Created"
"a0Abm000006rhnGEAQ","35891432_IA-300_2024-1_2024-05-15","35891432_IA-300_2024-1","2024-05-15","4","Aprobado","Item Created"
"a0Abm000006rhnHEAQ","43539600_GEN-101_2024-1_2024-05-16","43539600_GEN-101_2024-1","2024-05-16","8","Aprobado","Item Created"
"a0Abm000006rhnIEAQ","41111676_NEG-400_2024-1_2024-05-18","41111676_NEG-400_2024-1","2024-05-18","7","Aprobado","Item Created"
"a0Abm000006rhnJEAQ","31379964_NEG-400_2024-1_2024-05-21","31379964_NEG-400_2024-1","2024-05-21","1","Desaprobado","Item Created"
"a0Abm000006rhnKEAQ","37604035_NEG-400_2024-1_2024-05-23","37604035_NEG-400_2024-1","2024-05-23","2","Desaprobado","Item Created"
"a0Abm000006rhnLEAQ","30309712_DAT-101_2024-1_2024-05-24","30309712_DAT-101_2024-1","2024-05-24","10","Aprobado","Item Created"
"a0Abm000006rhnMEAQ","35589315_DAT-201_2024-1_2024-05-24","35589315_DAT-201_2024-1","2024-05-24","10","Aprobado","Item Created"
"a0Abm000006rhnNEAQ","36163868_IA-300_2024-1_2024-05-27","36163868_IA-300_2024-1","2024-05-27","8","Aprobado","Item Created"
"a0Abm000006rhnOEAQ","34250668_MKT-200_2024-1_2024-05-28","34250668_MKT-200_2024-1","2024-05-28","2","Desaprobado","Item Created"
"a0Abm000006rhnPEAQ","31621161_IA-300_2024-1_2024-05-29","31621161_IA-300_2024-1","2024-05-29","1","Desaprobado","Item Created"
"a0Abm000006rhnQEAQ","32971550_IA-300_2024-1_2024-05-30","32971550_IA-300_2024-1","2024-05-30","8","Aprobado","Item Created"
"a0Abm000006rhnREAQ","33541682_IA-300_2024-1_2024-06-01","33541682_IA-300_2024-1","2024-06-01","5","Aprobado","Item Created"
"a0Abm000006rhnSEAQ","44047721_DAT-201_2024-1_2024-06-01","44047721_DAT-201_2024-1","2024-06-01","4","Aprobado","Item Created"
"a0Abm000006rhnTEAQ","38207316_GEN-101_2024-1_2024-06-05","38207316_GEN-101_2024-1","2024-06-05","7","Aprobado","Item Created"
"a0Abm000006rhnUEAQ","42500015_MKT-200_2024-1_2024-06-05","42500015_MKT-200_2024-1","2024-06-05","3","Desaprobado","Item Created"
"a0Abm000006rhnVEAQ","31303564_DAT-201_2024-1_2024-06-06","31303564_DAT-201_2024-1","2024-06-06","5","Aprobado","Item Created"
"a0Abm000006rhnWEAQ","34636803_GEN-101_2024-1_2024-06-13","34636803_GEN-101_2024-1","2024-06-13","2","Desaprobado","Item Created"
"a0Abm000006rhnXEAQ","31554768_IA-300_2024-1_2024-06-14","31554768_IA-300_2024-1","2024-06-14","10","Aprobado","Item Created"
"a0Abm000006rhnYEAQ","33081027_MKT-200_2024-1_2024-06-14","33081027_MKT-200_2024-1","2024-06-14","4","Aprobado","Item Created"
"a0Abm000006rhnZEAQ","35620137_DEV-101_2024-1_2024-06-17","35620137_DEV-101_2024-1","2024-06-17","5","Aprobado","Item Created"
"a0Abm000006rhnaEAA","39734889_UX-100_2024-1_2024-06-18","39734889_UX-100_2024-1","2024-06-18","10","Aprobado","Item Created"
"a0Abm000006rhnbEAA","35376871_NEG-400_2024-1_2024-06-18","35376871_NEG-400_2024-1","2024-06-18","2","Desaprobado","Item Created"
"a0Abm000006rhncEAA","30507337_DEV-101_2024-1_2024-06-20","30507337_DEV-101_2024-1","2024-06-20","3","Desaprobado","Item Created"
"a0Abm000006rhndEAA","31379964_IA-300_2024-1_2024-06-22","31379964_IA-300_2024-1","2024-06-22","6","Aprobado","Item Created"
"a0Abm000006rhneEAA","35376871_MKT-200_2024-1_2024-06-23","35376871_MKT-200_2024-1","2024-06-23","2","Desaprobado","Item Created"
"a0Abm000006rhnfEAA","32150912_GEN-101_2024-1_2024-06-24","32150912_GEN-101_2024-1","2024-06-24","8","Aprobado","Item Created"
"a0Abm000006rhngEAA","35524090_DAT-201_2024-1_2024-06-25","35524090_DAT-201_2024-1","2024-06-25","1","Desaprobado","Item Created"
"a0Abm000006rhnhEAA","32349994_MKT-200_2024-1_2024-06-26","32349994_MKT-200_2024-1","2024-06-26","3","Desaprobado","Item Created"
"a0Abm000006rhniEAA","31621161_DEV-101_2024-1_2024-06-26","31621161_DEV-101_2024-1","2024-06-26","10","Aprobado","Item Created"
"a0Abm000006rhnjEAA","31187731_IA-300_2024-1_2024-06-26","31187731_IA-300_2024-1","2024-06-26","7","Aprobado","Item Created"
"a0Abm000006rhnkEAA","32150912_GEN-101_2024-1_2024-06-27","32150912_GEN-101_2024-1","2024-06-27","3","Desaprobado","Item Created"
"a0Abm000006rhnlEAA","37706458_DAT-201_2024-1_2024-06-27","37706458_DAT-201_2024-1","2024-06-27","7","Aprobado","Item Created"
"a0Abm000006rhnmEAA","38223982_DAT-101_2024-1_2024-06-28","38223982_DAT-101_2024-1","2024-06-28","5","Aprobado","Item Created"
"a0Abm000006rhnnEAA","43625205_DEV-101_2024-1_2024-06-30","43625205_DEV-101_2024-1","2024-06-30","2","Desaprobado","Item Created"
"a0Abm000006rhnoEAA","32474711_MKT-200_2024-2_2024-07-02","32474711_MKT-200_2024-2","2024-07-02","6","Aprobado","Item Created"
"a0Abm000006rhnpEAA","37706458_GEN-101_2024-2_2024-07-05","37706458_GEN-101_2024-2","2024-07-05","9","Aprobado","Item Created"
"a0Abm000006rhnqEAA","33838303_MKT-200_2024-2_2024-07-08","33838303_MKT-200_2024-2","2024-07-08","2","Desaprobado","Item Created"
"a0Abm000006rhnrEAA","37222211_UX-100_2024-2_2024-07-09","37222211_UX-100_2024-2","2024-07-09","1","Desaprobado","Item Created"
"a0Abm000006rhnsEAA","35420584_DAT-201_2024-2_2024-07-10","35420584_DAT-201_2024-2","2024-07-10","7","Aprobado","Item Created"
"a0Abm000006rhntEAA","44047721_UX-100_2024-2_2024-07-10","44047721_UX-100_2024-2","2024-07-10","3","Desaprobado","Item Created"
"a0Abm000006rhnuEAA","36128228_DAT-101_2024-2_2024-07-11","36128228_DAT-101_2024-2","2024-07-11","2","Desaprobado","Item Created"
"a0Abm000006rhnvEAA","44094966_DAT-201_2024-2_2024-07-13","44094966_DAT-201_2024-2","2024-07-13","9","Aprobado","Item Created"
"a0Abm000006rhnwEAA","36163868_DAT-101_2024-2_2024-07-14","36163868_DAT-101_2024-2","2024-07-14","7","Aprobado","Item Created"
"a0Abm000006rhnxEAA","41943395_DEV-101_2024-2_2024-07-21","41943395_DEV-101_2024-2","2024-07-21","7","Aprobado","Item Created"
